,id,type,arguments,extra_language,is_hidden,is_show_count
438,1077401,1407,6460009:3,至少吃到3份刨冰（共5份）,0,1
439,1077402,1101,64023,占领指定点（逃离这片区域）,0,1
440,1077403,1407,6460009:5,,0,1
441,1077501,1407,6460010:4,查阅场上的所有帐篷,0,1
442,1077702,1303,461008:1,,0,1
443,1077801,1402,1,,0,1
444,1077901,1402,1,,0,1
445,1078001,1305,0,,0,1
446,1078002,1101,64139,,0,1
447,1078101,1102,1,,0,1
448,1078102,1101,64156,,0,1
449,1078201,1101,64170,,0,1
450,1078202,1101,64189,,0,1
451,1078301,1306,6470401:1,,0,1
452,1078302,1101,64225,,0,1
453,1080101,1407,6480014:1,寻找交接的线人（走到线人旁边就行）,0,0
454,1080191,1407,6480066:1,特工J撤退,0,0
455,1080201,1101,64415,占领敌军指挥部,0,"1,0"
456,1080301,1407,6480015:1,找到并且接近奈乐,0,"1,0"
457,1080391,1407,6480017:1,市民到达药厂（点位上与敌人交战或者被占领就会失败）,0,0
458,1080392,1407,6480066:1,特工J或SP9撤退,0,0
459,1080401,1101,64518|64519,占领任意一个标记点,0,"1,0"
460,1080501,1309,"6480205,64581",让M4A1移动到标记点,0,1
461,1080591,1407,6480067:1,M4A1与敌方交战,0,0
462,1080601,1407,6480024:1,启动控制台,0,"0,0"
463,1080602,1407,6480026:1,调查伊阿索之匣,0,"1,1"
464,1080691,1407,6480068:1,伊阿索之匣爆炸,0,0
465,1080701,1404,1,救援人质奈乐,0,1
466,1080791,1407,6480066:1,J小队撤退,0,0
467,1080801,1407,6480049:4, 到达每个雷达点上,0,"1,1"
468,1080802,1303,6480801:1,,1,0
469,1080901,1306,"6480302:1,6480303:1",击败带有★标识的敌人,0,0
470,1081001,1309,"6480209,64665",让J小队移动到指定位置,0,1
471,1081091,1407,6480066:1,J小队撤退,0,0
472,1081101,1406,6480043:0,炸毁机场跑道 剩余:<color=#FFB400>{0}</color> //n· 回合结束结算,0,"0,0"
473,1081201,1305,0,,0,1
474,1081301,1407,481404:1,在1处生产线埋下炸药//n<color=#FFB400>注：生产线以雷达标识</color>,0,1
475,1081302,1407,481412:1,提取第1条数据信息,0,1
476,1081303,1407,481413:1,提取第2条数据信息,0,1
477,1081401,1309,"481501,74059",引导J抵达帕拉蒂斯工厂深处,0,1
478,1081501,1404,1,救援人质J,0,1
479,1081701,1402,6,坚守至第6回合,0,1
480,1081702,1102,201,维持防线//n<color=#FFB400>注：防线以雷达标识，将其全部占领即可</color>,0,1
481,1081703,1406,481811:0,清理防区内的敌人//n<color=#FFB400>注：回合开始时判定，回合结束时结算</color>,0,0
482,1081801,1309,"481903,74348",引导格里芬小队移动至撤离点//n<color=#FFB400>注：撤离点位于地图右下角</color>,0,1
483,1081802,1407,481907:1,格里芬小队战败则关卡失败,0,0
484,1081901,1402,4,坚守至第4回合,0,1
485,1081902,1407,482002:2,关闭防御门//n<color=#FFB400>注：本操作需要赫丽安的权限</color>,0,1
486,1081903,1309,"481904,74466",引导赫丽安移动至控制台,0,1
487,1081904,1309,"481903,74467",引导格里芬小队移动至重型机场,0,1
488,1081905,1407,482010:1,敌人入侵心智服务器则任务失败//n<color=#FFB400>注：心智服务器即赫丽安和格里芬小队所在的雷达点，若敌人移动到这些位置发生交战则任务失败</color>,0,0
489,1081906,1406,481811:0,清理帕斯卡实验室内的敌人//n<color=#FFB400>注：回合开始时判定，回合结束时结算</color>,0,0
490,1082001,1407,482103:1,指挥官战败则关卡失败,0,0
491,1082101,1303,482202:1,,0,1
492,1082102,1407,482208:5,在工厂各个位置埋下炸药//n<color=#FFB400>注：炸药埋放位置以雷达标识</color>,0,1
493,1082103,1407,482219:1,引爆炸药,0,1
494,1082201,1303,482301:1,,0,1
495,1082301,1402,7,坚守至第7回合,0,1
496,1082302,1406,482430:15,消耗的cost不超过15个,0,0
497,1082303,1402,4,坚守至第4回合,0,1
498,1082401,1407,482513:1,突破防火墙，进入帕拉蒂斯数据网络内部,0,1
499,1082402,1407,482518:1,击败布拉梅德，进入帕拉蒂斯数据网络底层,0,1
500,1082403,1407,482509:1,读取数据核心,0,1
501,1082404,1407,482519:1,丹德莱、AR小队、404小队其中之一战败则关卡失败,0,1
502,1082501,1407,6480011:3,破解左侧三处控制台,0,"1,1"
503,1082601,1101,64490|64487,占领任意一个标记点,0,0
504,1082701,1309,"6480205,64550",让M4A1移动到标记点,0,1
505,1082702,1306,"6480251:1,6480252:1,6480253:1,6480254:1,6480255:1",,0,0
506,1082791,1407,6480067:1,M4A1与敌方交战,0,0
507,1082801,1407,6480025:1,启动控制台,0,"0,0"
508,1082802,1407,6480026:2,调查两处伊阿索之匣,0,"1,1"
509,1082891,1407,6480068:1,伊阿索之匣爆炸,0,0
510,1082901,1407,6480049:4, 到达每个雷达点上,0,"1,1"
511,1082902,1303,6485801:1,,1,0
512,1083001,1306,"6485301:1,6485302:1,6485304:1,6485305:1",击败带有★标识的敌人,0,0
513,1083091,1306,6485306:1,击杀安全防卫系统,0,0
514,1083101,1406,6480043:0,炸毁机场跑道 剩余:<color=#FFB400>{0}</color> //n· 回合结束结算,0,"0,0"
515,1083201,1305,0,,0,1
516,1083301,1407,481404:3,在3处生产线埋下炸药//n<color=#FFB400>注：生产线以雷达标识</color>,0,1
517,1083501,1309,"483600,74167",指挥官驻守指挥部,0,1
518,1083601,1402,7,坚守至第7回合,0,1
519,1083701,1309,"481903,74414",引导格里芬小队移动至撤离点//n<color=#FFB400>注：撤离点位于地图右下角</color>,0,1
520,1083803,1309,"481904,74532",引导赫丽安移动至控制台,0,1
521,1083804,1309,"481903,74533",引导格里芬小队移动至重型机场,0,1
522,1083807,1407,483912:2,使用塑胶炸弹炸毁帕斯卡实验室右侧损坏的防御门封锁敌人的入侵路线,0,0
523,1084001,1303,484102:1,,0,
524,1084101,1303,484201:3,,0,1
525,1084701,1101,65136|65137|65138,占领任意一个标记点,0,1
526,1084801,1101,65151|65150|65149,占领任意一个标记点,0,1
527,1084901,1101,65164|65162|65166|65168|65170,占领任意一个标记点,0,1
528,1085001,1101,65177|65193|65185|65189|65181,占领任意一个标记点,0,1
529,1093401,1101,63567,,0,1
530,1093501,1101,63578,,0,1
531,1093601,1101,63590,,0,1
532,1093701,1101,63604,,0,1
533,1093801,1404,4,,0,1
534,1093901,1305,0,,0,1
535,1094001,1305,0,,0,1
536,1094101,1305,0,,0,1
537,1094201,1101,63734,,0,1
538,1094301,1101,63747,,0,1
539,1094401,1303,6011101:3,,0,1
540,1094501,1101,63803,,0,1
541,1094601,1305,0,,0,1
542,1094701,1101,63854,,0,1
543,1094801,1405,2,,0,1
544,1094901,1102,3,,0,1
545,1098101,1101,94526,,0,1
546,1098201,1402,2,,0,1
547,1098501,1101,94556,,0,1
548,1098701,1303,"322505:1,322506:1,322507:1,322508:1",击杀所有安娜的傀儡。,0,1
549,1098702,1303,322509:1,,0,1
550,1100001,1305,0,,0,1
551,1100101,1305,0,,0,1
552,1100201,1407,6510019:1,操作控制台I后前往传送节点I启动传送(格里芬),0,1
553,1100202,1407,6510020:1,操作控制台II后前往传送节点II启动传送(铁血),0,1
554,1100301,1407,6510063:1,拾取物资后操作控制台O面板A(后续难度★★★),0,1
555,1100302,1407,6510066:1,拾取物资后操作控制台O面板B(后续难度★★★),0,1
556,1100303,1407,6510067:1,拾取物资后操作控制台O面板C(后续难度★★★),0,1
557,1100304,1303,6510202:3,击败带有★标识的敌人(后续关卡难度★★★★★),0,1
558,1100401,1404,3,救援3名人质(后续关卡难度★★★),0,1
559,1100402,1402,4,坚守至第4回合开始(后续关卡难度★★★★★),0,1
560,1101200,1407,510299:1,目标逃脱则任务失败,0,0
561,1101201,1407,510202:1,追上尼梅兰,0,0
562,1101301,1303,510301:1,,0,1
563,1101401,1309,"510400,75659",引导杜皮约移动至撤离点,0,0
564,1101402,1407,510400:1,若杜皮约败退则任务失败//n注意：杜皮约一旦接敌会直接败退,0,0
565,1101501,1309,"510500,75714",掩护罗密小队移动至撤离点,0,0
566,1101502,1407,510500:1,若罗密小队败退则任务失败,0,0
567,1101503,1406,510501:0,,0,0
568,1101701,1303,510701:1,,0,0
569,1101801,1407,510841:6,炸毁全部全息召唤仪<color=#CF8000>(移动或结束回合时结算)</color>//n<color=#CA0A09>注意：炸毁任意召唤仪后，其他召唤仪将会召唤出更强大的敌人</color>,0,0
570,1101802,1305,0,,0,0
571,1102001,1303,511001:1,,0,0
572,1102101,1303,511102:2,,0,1
573,1102102,1402,6,,0,0
574,1102201,1407,6510107:1,启动控制中枢台,0,1
575,1102291,1407,6510137:1,建筑师撤退,0,
576,1102301,1402,2,坚持到狼群小队抵达,0,1
577,1102302,1305,0,,0,1
578,1102303,1101,66109,,0,1
579,1102391,1407,6510138:1,狼群小队撤退,0,
580,1102401,1407,6510116:1,炮击尼梅兰,0,1
581,1102402,1306,6511301:1,至少击退尼梅兰一次,0,1
582,1102403,1407,6510122:2,夺取所有粒子震荡炮,0,1
583,1102491,1407,6510149:1,尼梅兰到达右上指挥部,0,
584,1102501,1407,6510117:3,调查三处控制台,0,1
585,1102502,1101,66281,,0,1
586,1102591,1407,6510139:1,M16A1撤退,0,
587,1102601,1303,6511501:1,,0,1
588,1102602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
589,1102691,1407,6510138:1,狼群小队撤退,0,
590,1102801,1303,511801:1,,0,0
591,1103101,1306,512101:1,击败缇,0,0
592,1103201,1303,512202:2,,0,1
593,1103301,1407,6510107:1,启动控制中枢台,0,1
594,1103391,1407,6510137:1,建筑师撤退,0,
595,1103401,1402,3,坚持到狼群小队抵达,0,1
596,1103402,1305,0,,0,1
597,1103403,1101,66065,,0,1
598,1103491,1407,6510138:1,狼群小队撤退,0,
599,1103501,1407,6510116:1,炮击尼梅兰,0,1
600,1103502,1306,6512301:1,至少击退尼梅兰一次,0,1
601,1103503,1407,6510122:4,夺取所有粒子震荡炮,0,1
602,1103591,1407,6510149:1,尼梅兰到达右上指挥部,0,
603,1103601,1303,6512501:1,,0,1
604,1103602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
605,1103691,1407,6510138:1,狼群小队撤退,0,
606,1103801,1303,512801:1,,0,0
607,1104101,1306,513101:1,击败缇,0,0
608,1104201,1303,513202:2,,0,1
609,1104301,1407,6510107:1,启动控制中枢台,0,1
610,1104391,1407,6510137:1,建筑师撤退,0,
611,1104401,1402,3,坚持到狼群小队抵达,0,1
612,1104402,1305,0,,0,1
613,1104403,1101,66467,,0,1
614,1104491,1407,6510138:1,狼群小队撤退,0,
615,1104501,1407,6510116:1,炮击尼梅兰,0,1
616,1104502,1306,6513301:1,至少击退尼梅兰一次,0,1
617,1104503,1407,6510122:4,夺取所有粒子震荡炮,0,1
618,1104591,1407,6510149:1,尼梅兰到达右上指挥部,0,
619,1104601,1303,6513501:1,,0,1
620,1104602,1407,6510124:1,狼群小队移动到指挥部,0,"0,0"
621,1104691,1407,6510138:1,狼群小队撤退,0,
622,1104701,1407,513700:1,若格里芬小队败退则任务失败,0,0
623,1104801,1301,5,,0,1
624,1108301,1309,"500100,76675",援护指挥官移动至指挥部,0,
625,1108302,1407,500101:1,若指挥官败退则任务失败//n注意：指挥官一旦接敌会直接败退,0,
626,1108401,1407,500020:1,本关卡会按步骤指引指挥官制作一个巧克力//n首先，拾取可可豆,0,
627,1108402,1407,500022:1,拾取白砂糖,0,
628,1108403,1407,500026:1,拾取食用色素,0,
629,1108404,1407,500027:1,拾取特色调料,0,
630,1108405,1407,500028:1,拾取标准模具//n这是第5个食材，指挥官同时只能携带5种食材,0,
631,1108406,1407,500000:1,当携带5个食材后，就可以制作巧克力了//n将食材放入万能甜品制造机,0,
632,1108407,1407,500006:1,获取可可新世界,0,0
633,1108501,1407,500001:1,制作薄荷世家,0,0
634,1108502,1407,500002:1,制作甜蜜军刀,0,0
635,1108503,1407,500003:1,制作命运之吻,0,0
636,1108504,1407,500004:1,制作巧克力二重奏,0,0
637,1108505,1407,500005:1,制作经典记忆,0,0
638,1108601,1407,500411:1,给刘易斯送上她喜欢的巧克力,0,0
639,1108602,1407,500412:1,给隼送上她喜欢的巧克力,0,0
640,1108603,1407,500413:1,给79式送上她喜欢的巧克力,0,0
641,1108604,1407,500414:1,给97式送上她喜欢的巧克力,0,0
642,1108605,1407,500415:1,给猎手-裳夜落蛾送上她喜欢的巧克力,0,0
643,1108606,1407,500416:1,给LWMMG送上她喜欢的巧克力,0,0
644,1108607,1407,500417:1,给K5送上她喜欢的巧克力,0,0
645,1108608,1407,500418:1,给M1加兰德送上她喜欢的巧克力,0,0
646,1108609,1407,500419:1,给P22送上她喜欢的巧克力,0,0
647,1108610,1407,500420:1,给T77送上她喜欢的巧克力,0,0
648,1108611,1407,500410:1,还有谁呢……,1,0
649,1108701,1301,5,,0,1
650,3610301,1305,0,,0,1
651,3610311,1401,3,,0,1
652,3611001,1405,2,,0,1
653,3611301,1205,363401:0,,0,1
654,3611311,1101,84237,,0,1
655,3612001,1405,2,,0,1
656,6000001,1303,6001901:1,,0,1
657,6000002,1303,6002101:1,,0,1
658,6000003,1406,6000001:0,前往光柱点,0,1
659,6000004,1101,62154,,0,1
660,6000005,1303,6002401:1,,0,1
661,6000006,1405,1,,0,1
662,6000007,1303,6002701:1,,0,1
663,6000008,1102,3,,0,1
664,6380101,1405,3,坚守3回合。,0,1
665,6380501,1101,60780,,0,1
666,6380601,1301,6,击杀除莉可外的所有敌人。,0,1
667,6380602,1101,61273,防止防御门阵地被占领。,0,1
668,6380701,1305,0,,0,1
669,6380801,1305,0,,0,1
670,6400101,1305,0,,0,1
671,6400201,1101,61032|61037,占领光圈标记中的任意一点,0,1
672,6400301,1205,6390102:0,操作控制台,0,1
673,6400401,1404,2,,0,1
674,6430101,1309,"6430101,62244",吸引AK-47到难民营,0,1
675,6430102,1101,62241,逃离区域（占领指定点）,0,1
676,6430201,1309,"6430201,62247;6430202,62249",让M870小队和春田小队对峙（到达光柱位置）,0,1
677,6430202,1309,"6430203,62269",让ART556&P7前往暗区（到达光圈位置，需要拥有防毒面具）,0,1
678,6430203,1101,62255|62254,到达指定点并占领,0,1
679,6430204,1407,6430203:1,制作防毒面具,0,1
680,6430301,1101,62346,,0,1
681,6430302,1303,6430301:1,,0,1
682,6430401,1101,62285,,0,1
683,6430402,1303,6430401:1,,0,1
684,6430403,1309,"6430401,62292",让蓝色咆哮到达右上红光圈位置,0,1
685,6430404,1309,"6430401,62293",让蓝色咆哮到达右下红光圈位置,0,1
686,6430501,1303,6430501:1,,0,1
687,6430502,1303,6430502:1,,0,1
688,6430503,1101,62329,占领敌方指挥部，并且结束回合。,0,1
689,6430601,1101,62398,,0,1
690,6430701,1101,62407|62409,占领任意一个光圈标记点,0,1
691,6430801,1101,62420,,0,1
692,6430901,1402,1,,0,1
693,6431001,1303,6431001:1,,0,1
694,6431002,1303,6431007:1,,0,1
695,6431003,1303,6431002:1,,0,1
696,6431004,1303,6431008:1,,0,1
697,6431005,1408,9006:1,,0,1
698,6431006,1408,9007:1,,0,1
699,6431101,1303,6431101:1,,0,1
700,6431102,1303,6431201:1,,0,1
701,9120100,1101,"90000,90001,90006",,0,1
702,9120200,1404,1,,0,1
703,9120210,1405,1,,0,1
704,9120211,1101,"90077,90078",,0,1
705,9120300,1404,2,,0,1
706,9120310,1303,9120301:1,,0,1
707,9120400,1101,90198,,0,1
708,9120410,1303,9120402:1,,0,1
709,9120500,1101,90213,,0,1
710,9120510,1303,9120504:1,,0,1
711,9120600,1305,0,,0,1
712,9120610,1101,"90242,90252",,0,1
713,9120700,1101,90329,,0,1
714,9120710,1101,"90284,90276",,0,1
715,9120810,2302,2,,0,1
716,9120900,1402,9,坚持8回合,0,1
717,9120910,2302,4,,0,1
718,9130110,1402,6,,0,1
719,9130200,1404,1,,0,1
720,9130210,1205,"9130201:0,9130202:0",,0,1
721,9130300,1101,91256,,0,1
722,9130310,2403,0,,0,1
723,9130500,1309,"9130501,91330",吸引叶戈尔到达上方雷达点//n<color=#FFFF00>·回合结束时结算达成状态</color>,0,1
724,9130510,1207,"9130503:2,9130504:2,9130506:2",炸毁并堵塞左上方的通道。//n<color=#FFFF00>·即3处初始非我方占领的关闭机场</color>,0,1
725,9130511,1207,"9130501:2,9130505:2",炸毁所有防御门,0,1
726,9130600,1303,9130601:1,击败叶戈尔（目标被持续淹没时将受到伤害和弱化）//n<color=#FFFF00>·回合结束时结算达成状态</color>,0,1
727,9130601,1101,91346,占领控制台所在点,0,1
728,9130610,2204,0:2:11,仅使用水淹消灭叶戈尔//n<color=#FFFF00>·发生战斗即判定失败</color>,0,1
729,9130611,1309,"9130601,91344",保护安洁//n<color=#FFFF00>·受到浸水时将会死亡，判定失败</color>,0,1
730,9130700,1404,1,请在人群中找寻并带回原本的M16A1心智,0,1
731,9130710,2302,0,,0,1
732,9130800,1207,"9130801:2,9130802:2,9130803:2",,0,1
733,9130810,2302,7,,0,1
734,9130910,1304,"9130901,91443",在不伤害伊莱莎的情况下控制海星（占领指挥部）,0,1
735,9131010,2403,0,,0,1
736,64101011,1305,0,【离席之时 I】全歼敌军,0,1
737,64101021,1101,61075,【离席之时 II】到达指定点,0,1
738,64101031,1102,1,,0,1
739,64102011,1305,0,【枯草热 III】全歼敌军,0,1
740,64102021,1101,61132,【枯草热 IV】到达指定点,0,1
741,64102031,1404,1,【霜狼会】a.救援M16残片,0,1
742,64102041,1101,61166,【枯草热 II】到达指定点,0,1
743,64102051,1102,3,【道化师】占领所有机场,0,1
744,64102061,1407,6410702:1,【花映冢】启动一次电梯,0,1
745,64102062,1303,"6410803:1,6410804:1,6410805:1",【花映冢】清扫下层敌军,0,1
746,64102071,1406,6410802:0,【枯草热 V】坚持到防御门打开,0,1
747,64102081,1101,61202,【枯草热 VI】到达指定点,0,1
748,64102091,1101,61222,【霜狼会】b.到达指定点,0,1
749,64102101,1404,1,【灯华潜】救援建筑师,0,1
750,64102111,1305,0,,0,1
751,64103111,1101,61801|61805,,0,1
752,64104011,1101,61333,【食蛇行动 II】占领指定点,0,1
753,64104021,1407,6410906:1,【食蛇行动 III】找到控制台并操作,0,1
754,64104031,1101,61432,【食蛇行动 IV】占领指定点,0,1
755,64104041,1303,4140400:1,【食蛇行动 V】击杀指定敌人,0,1
756,64104042,1404,1,【食蛇行动 V】救援VHS,0,1
757,64104051,1407,6410906:5,【蜘蛛巢】入侵五个铁血单位,0,1
758,64104061,1305,0,【纸牌塔】全歼敌军,0,1
759,64104071,1101,61570,【斗兽棋】占领指定点,0,1
760,64104081,1303,4140800:1,【煽动者】击败指定敌人,0,1
761,64104091,1303,4140900:1,【斗兽棋】击败指定敌人,0,1
762,64104101,1101,61750,【煽动者】到达指定点,0,1
