,id,formula
430,1500,#rate/100*(100+tbuffidtier(4140))-120>0?(#rate>120?72:200-#rate/120*(100+tbuffidtier(4140))):100
431,1501,#rate*(100+tbuffidtier(4140))/100>119?sbuffidtier(4143)*10:0
432,1502,(sbuffidtier(1201)>0)|(sbuffidtier(1202)>0)|(sbuffidtier(1203)>0)|(sbuffidtier(1204)>0)|(sbuffidtier(1205)>0)|(sbuffidtier(1206)>0)|(sbuffidtier(1208)>0)|(sbuffidtier(1223)>0)?1:0
433,1503,sbuffidtier(4143)*10
434,1504,@battlepoint=1?1:0
435,1505,@battlepoint=1?0:1
436,1507,tbuffidtier(4157)>0?(110+sbuffidtier(4164)):100
437,1508,(160-20*(#distancex-1)<100?100:160-20*(#distancex-1))>160?160:160-20*(#distancex-1)<100?100:160-20*(#distancex-1)
438,1509,#career=5?1:0
439,1510,(170-22*(#distancex-1)<100?100:170-22*(#distancex-1))>170?170:170-22*(#distancex-1)<100?100:170-22*(#distancex-1)
440,1511,(180-23*(#distancex-1)<100?100:180-23*(#distancex-1))>180?180:180-23*(#distancex-1)<100?100:180-23*(#distancex-1)
441,1512,(190-25*(#distancex-1)<100?100:190-25*(#distancex-1))>190?190:190-25*(#distancex-1)<100?100:190-25*(#distancex-1)
442,1513,(200-27*(#distancex-1)<100?100:200-27*(#distancex-1))>200?200:200-27*(#distancex-1)<100?100:200-27*(#distancex-1)
443,1514,(210-28*(#distancex-1)<100?100:210-28*(#distancex-1))>210?210:210-28*(#distancex-1)<100?100:210-28*(#distancex-1)
444,1515,(220-30*(#distancex-1)<100?100:220-30*(#distancex-1))>220?220:220-30*(#distancex-1)<100?100:220-30*(#distancex-1)
445,1516,(230-32*(#distancex-1)<100?100:230-32*(#distancex-1))>230?230:230-32*(#distancex-1)<100?100:230-32*(#distancex-1)
446,1517,(240-33*(#distancex-1)<100?100:240-33*(#distancex-1))>240?240:240-33*(#distancex-1)<100?100:240-33*(#distancex-1)
447,1518,(250-35*(#distancex-1)<100?100:250-35*(#distancex-1))>250?250:250-35*(#distancex-1)<100?100:250-35*(#distancex-1)
448,1519,(4+200/@Rate)*30*(1-@buff4165*0.2)
449,1520,(4+200/@Rate)*30*(1-@buff4165*0.2)-2
450,1524,@dodge*0.3
451,1525,@dodge*0.32
452,1526,@dodge*0.35
453,1527,@dodge*0.37
454,1528,@dodge*0.39
455,1529,@dodge*0.41
456,1530,@dodge*0.43
457,1531,@dodge*0.46
458,1532,@dodge*0.48
459,1533,@dodge*0.5
460,1534,@hit*0.1
461,1535,@hit*0.11
462,1536,@hit*0.12
463,1537,@hit*0.13
464,1538,@hit*0.15
465,1539,@hit*0.16
466,1540,@hit*0.17
467,1541,@hit*0.18
468,1542,@hit*0.19
469,1543,@hit*0.2
470,1544,#gunid=96?4228:(#gunid=180?4228:101)
471,1545,tbuffidtier(4157)>0?110:100
472,1546,50+sbuffidtier(4232)*7.5
473,1547,50+sbuffidtier(4232)*10
474,1548,60+sbuffidtier(4232)*10
475,1549,60+sbuffidtier(4232)*12.5
476,1550,70+sbuffidtier(4232)*12.5
477,1551,70+sbuffidtier(4232)*17.5
478,1552,80+sbuffidtier(4232)*17.5
479,1553,80+sbuffidtier(4232)*20
480,1554,90+sbuffidtier(4232)*20
481,1555,90+sbuffidtier(4232)*22.5
482,1556,@dodge>85?1:0
483,1557,@dodge>84?1:0
484,1558,@dodge>83?1:0
485,1559,@dodge>82?1:0
486,1560,@dodge>81?1:0
487,1561,@dodge>80?1:0
488,1562,@dodge>79?1:0
489,1563,@dodge>78?1:0
490,1564,@dodge>77?1:0
491,1565,@dodge>75?1:0
492,1566,@pow>50?1:0
493,1567,@pow>49?1:0
494,1568,@pow>48?1:0
495,1569,@pow>47?1:0
496,1570,@pow>45?1:0
497,1571,@pow>43?1:0
498,1572,@pow>41?1:0
499,1573,@pow>39?1:0
500,1574,@pow>37?1:0
501,1575,@pow>35?1:0
502,1576,@hit>35?1:0
503,1577,@hit>34?1:0
504,1578,@hit>33?1:0
505,1579,@hit>32?1:0
506,1580,@hit>31?1:0
507,1581,@hit>30?1:0
508,1582,@hit>29?1:0
509,1583,@hit>27?1:0
510,1584,@hit>25?1:0
511,1585,@hit>23?1:0
512,1586,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*5+ tbuffidtier(713)*5+10)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
513,1587,@Maxlife*0.05
514,1588,@pow*0.5
515,1589,@hit
516,1590,@dodge
517,1591,@ap
518,1592,@armor
519,1593,@rate
520,1594,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*5.5+ tbuffidtier(713)*5.5+11)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
521,1595,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*6+ tbuffidtier(713)*6+12)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
522,1596,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*6.5+ tbuffidtier(713)*6.5+13)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
523,1597,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*7+ tbuffidtier(713)*7+14)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
524,1598,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*7.5+ tbuffidtier(713)*7.5+15)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
525,1599,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*8+ tbuffidtier(713)*8+16)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
526,1600,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*8.5+ tbuffidtier(713)*8.5+17)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
527,1601,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*9+ tbuffidtier(713)*9+18)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
528,1602,$1<(@Maxlife/5)?(GetChance(( tvisualdebuffcount(101)+  tvisualdebuffcount(104)+ tvisualdebuffcount(103)+tvisualdebuffcount(105))*10+ tbuffidtier(713)*10+20)?(GetChance(@dodge*100/(#hit+@dodge))?0:$1):$1):$1
529,1603,@Maxlife*0.1
530,1604,@dodge*5
531,1605,@Maxlife*0.1
532,1606,@dodge*0.5
533,1607,sbufftypetier(201)+sbufftypetier(202)+sbufftypetier(203)+sbufftypetier(204)+sbufftypetier(205)+sbufftypetier(206)+sbufftypetier(207)+sbufftypetier(208)>0?1:0
534,1608,@Maxlife*0.5
535,1609,0
536,1610,@Maxlife*0.2
537,1611,(#gunid=64)|(#gunid=20064)?0:101
538,1612,$1-3
539,1620,(1-@Life/@MaxLife)*100+100
540,1621,(1-@Life/@MaxLife)*100
541,1622,sbuffidtier(4301)
542,1623,@MaxLife/5*0.24
543,1624,@MaxLife/5*0.28
544,1625,@MaxLife/5*0.32
545,1626,@MaxLife/5*0.36
546,1627,@MaxLife/5*0.4
547,1628,@MaxLife/5*0.44
548,1629,@MaxLife/5*0.48
549,1630,@MaxLife/5*0.52
550,1631,@MaxLife/5*0.56
551,1632,@MaxLife/5*0.6
552,1633,@dodge
553,1634,@hit
554,1635,sbuffidtier(4308)
555,1636,@dodge-#dodge>0?(@dodge-#dodge)*0.3:0
556,1637,@dodge-#dodge>0?(@dodge-#dodge)*0.32:0
557,1638,@dodge-#dodge>0?(@dodge-#dodge)*0.34:0
558,1639,@dodge-#dodge>0?(@dodge-#dodge)*0.37:0
559,1640,@dodge-#dodge>0?(@dodge-#dodge)*0.39:0
560,1641,@dodge-#dodge>0?(@dodge-#dodge)*0.41:0
561,1642,@dodge-#dodge>0?(@dodge-#dodge)*0.43:0
562,1643,@dodge-#dodge>0?(@dodge-#dodge)*0.46:0
563,1644,@dodge-#dodge>0?(@dodge-#dodge)*0.48:0
564,1645,@dodge-#dodge>0?(@dodge-#dodge)*0.5:0
565,1646,@hit-#hit>0?(@hit-#hit)*0.3:0
566,1647,@hit-#hit>0?(@hit-#hit)*0.32:0
567,1648,@hit-#hit>0?(@hit-#hit)*0.34:0
568,1649,@hit-#hit>0?(@hit-#hit)*0.37:0
569,1650,@hit-#hit>0?(@hit-#hit)*0.39:0
570,1651,@hit-#hit>0?(@hit-#hit)*0.41:0
571,1652,@hit-#hit>0?(@hit-#hit)*0.43:0
572,1653,@hit-#hit>0?(@hit-#hit)*0.46:0
573,1654,@hit-#hit>0?(@hit-#hit)*0.48:0
574,1655,@hit-#hit>0?(@hit-#hit)*0.5:0
575,1656,((sbuffidtier(4322)>0?1:0)+(sbuffidtier(4323)>0?1:0)+(sbuffidtier(4324)>0?1:0)+(sbuffidtier(4325)>0?1:0)+(sbuffidtier(4326)>0?1:0)+(sbuffidtier(4327)>0?1:0))>4?1:0
576,1657,@ap-#armor>0?(@ap-#armor)*sbuffidtier(4330)*0.01:0
577,1658,#hit
578,1659,#dodge
579,1660,(SAliveCount()*5/3+100)>115?115:(SAliveCount()*5/3+100)
580,1661,tbuffidtier(3766)>0?4346:0
581,1662,@Critical>1?0:(100-@critical*100)
582,1663,tbuffidtier(4343)>0?0:500006
583,1664,$1-1
584,1665,$1-2
585,1666,$1-2
586,1667,$1-2
587,1668,$1-2
588,1669,$1-3
589,1670,$1-3
590,1671,$1-3
591,1672,$1-3
592,1673,$1-4
593,1674,@ap-#armor>0?(@ap-#armor)*0.05:0
594,1675,tbuffidtier(4331)>0?4309:0
595,1676,tbuffidtier(4331)>0?4307:0
596,1677,@pow
597,1678,@hit
598,1679,@ap
599,1680,@critical*100
600,1681,@CriticalHurt
601,1682,sbuffidtier(4360)
602,1683,sbuffidtier(4361)
603,1684,sbuffidtier(4364)
604,1685,sbuffidtier(4362)
605,1686,sbuffidtier(4363)
606,1687,tbuffidtier(4358)<1?4359:0
607,1688,sbuffidtier(4365)
608,1689,tbuffidtier(4359)>0?0:$1
609,1690,@formation
610,1691,tbuffidtier(4331)>0?1203:0
611,1692,tbuffidtier(4331)>0?1202:0
612,1693,tbuffidtier(4358)>0?0:$1
613,1694,tbuffidtier(4359)<1?4366:0
614,1695,tbuffidtier(4359)>0?0:$1
615,1696,tbuffidtier(4366)>0?0:$1
616,1697,@rate
617,1698,@rate=1?1:0
618,1699,@rate=2?1:0
619,1700,@rate=3?1:0
620,1701,@rate=4?1:0
621,1702,@rate=5?1:0
622,1703,tbuffidtier(4358)<1?4367:0
623,1704,tbuffidtier(4359)<1?4367:0
624,1705,tbuffidtier(4358)<1?4368:0
625,1706,tbuffidtier(4359)<1?4368:0
626,1707,tbuffidtier(4366)<1?4368:0
627,1708,sbuffidtier(4369)
628,1709,sbuffidtier(4370)
629,1710,sbuffidtier(4373)
630,1711,sbuffidtier(4371)
631,1712,sbuffidtier(4372)
632,1713,sbuffidtier(4374)
633,1714,sbuffidtier(4375)
634,1715,sbuffidtier(4376)
635,1716,sbuffidtier(4379)
636,1717,sbuffidtier(4377)
637,1718,sbuffidtier(4378)
638,1719,sbuffidtier(4380)
639,1720,(@Maxlife-@Life)*0.1
640,1721,svisualbuffcount(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)>4?1:0
641,1722,@maxlife*0.05
642,1733,svisualbuffcount(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)<1?1:0
643,1734,@rate
644,1735,60+6*sbuffidtier(4395)
645,1736,70+7*sbuffidtier(4395)
646,1737,80+8*sbuffidtier(4395)
647,1738,90+9*sbuffidtier(4395)
648,1739,100+10*sbuffidtier(4395)
649,1740,110+11*sbuffidtier(4395)
650,1741,120+12*sbuffidtier(4395)
651,1742,130+13*sbuffidtier(4395)
652,1743,140+14*sbuffidtier(4395)
653,1744,150+15*sbuffidtier(4395)
654,1745,@maxlife/@formation*0.6
655,1746,@maxlife/@formation*0.64
656,1747,@maxlife/@formation*0.69
657,1748,@maxlife/@formation*0.73
658,1749,@maxlife/@formation*0.78
659,1750,@maxlife/@formation*0.82
660,1751,@maxlife/@formation*0.87
661,1752,@maxlife/@formation*0.91
662,1753,@maxlife/@formation*0.96
663,1754,@maxlife/@formation*1
664,1755,sbuffidtier(4418)
665,1756,tbuffidtier(4400)>4?4402:0
666,1757,tbuffidtier(4400)>4?$1:0
667,1758,(tbuffidtier(4383)=1)&(tbuffidtier(4433)<1)?4405:((tbuffidtier(4383)=2)&(tbuffidtier(4433)<1)?4406:((tbuffidtier(4383)=3)&(tbuffidtier(4433)<1)?4407:((tbuffidtier(4383)=4)&(tbuffidtier(4433)<1)?4408:((tbuffidtier(4383)=5)&(tbuffidtier(4433)<1)?4409:0))))
668,1759,((#maxlife-#life)*sbuffidtier(4432)/100>@pow)?@pow:((#maxlife-#life)*sbuffidtier(4432)/100)
669,1760,#life/#maxlife
670,1761,(1-#def/#maxdef)*(#maxlife*0.12>@pow*50?@pow*50:#maxlife*0.12+$1)
671,1762,(1-#def/#maxdef)*(#maxlife*0.13>@pow*50?@pow*50:#maxlife*0.13+$1)
672,1763,(1-#def/#maxdef)*(#maxlife*0.14>@pow*50?@pow*50:#maxlife*0.14+$1)
673,1764,(1-#def/#maxdef)*(#maxlife*0.15>@pow*50?@pow*50:#maxlife*0.15+$1)
674,1765,(1-#def/#maxdef)*(#maxlife*0.16>@pow*50?@pow*50:#maxlife*0.16+$1)
675,1766,(1-#def/#maxdef)*(#maxlife*0.16>@pow*50?@pow*50:#maxlife*0.16+$1)
676,1767,(1-#def/#maxdef)*(#maxlife*0.17>@pow*50?@pow*50:#maxlife*0.17+$1)
677,1768,(1-#def/#maxdef)*(#maxlife*0.18>@pow*50?@pow*50:#maxlife*0.18+$1)
678,1769,(1-#def/#maxdef)*(#maxlife*0.19>@pow*50?@pow*50:#maxlife*0.19+$1)
679,1770,(1-#def/#maxdef)*(#maxlife*0.2>@pow*50?@pow*50:#maxlife*0.2+$1)
680,1771,@maxlife*0.05
681,1772,tbuffidtier(4393)>0?0:$1
682,1773,@maxlife
683,1774,tbuffidtier(4400)>4?4400:0
684,1775,tbuffidtier(4401)>4?4401:0
685,1776,(tbuffidtier(4383)=1)&(tbuffidtier(4433)<1)?4433:((tbuffidtier(4383)=2)&(tbuffidtier(4433)<1)?4433:((tbuffidtier(4383)=3)&(tbuffidtier(4433)<1)?4433:((tbuffidtier(4383)=4)&(tbuffidtier(4433)<1)?4433:((tbuffidtier(4383)=5)&(tbuffidtier(4433)<1)?4433:0))))
686,1777,svisualbuffcount(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)=4?1:0
687,1778,svisualbuffcount(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)=3?1:0
688,1779,svisualbuffcount(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)=2?1:0
689,1780,sbufftypetier(101)+sbufftypetier(102)+sbufftypetier(103)+sbufftypetier(104)+sbufftypetier(105)+sbufftypetier(106)+sbufftypetier(109)+sbufftypetier(112)=1?1:0
690,1781,(#life+9999)
691,1782,@maxlife*0.03
692,1783,@maxlife*0.03
693,1784,@maxlife*0.03
694,1785,@maxlife*0.04
695,1786,@maxlife*0.04
696,1787,@maxlife*0.04
697,1788,@maxlife*0.04
698,1789,@maxlife*0.05
699,1790,@maxlife*0.05
700,1791,@maxlife*0.05
701,1794,(tbuffidtier(4383)=1)&(tbuffidtier(4433)<1)?4458:((tbuffidtier(4383)=2)&(tbuffidtier(4433)<1)?4459:((tbuffidtier(4383)=3)&(tbuffidtier(4433)<1)?4460:((tbuffidtier(4383)=4)&(tbuffidtier(4433)<1)?4461:((tbuffidtier(4383)=5)&(tbuffidtier(4433)<1)?4462:0))))
702,1795,(tbuffidtier(4383)=1)&(tbuffidtier(4433)<1)?4463:((tbuffidtier(4383)=2)&(tbuffidtier(4433)<1)?4464:((tbuffidtier(4383)=3)&(tbuffidtier(4433)<1)?4465:((tbuffidtier(4383)=4)&(tbuffidtier(4433)<1)?4466:((tbuffidtier(4383)=5)&(tbuffidtier(4433)<1)?4467:0))))
703,1796,tbuffidtier(4433)<1?4403:0
704,1797,tbuffidtier(4433)<1?4404:0
705,1798,(@Maxlife-@life)*0.1
706,1799,@pow*0.85
707,1800,@pow*0.88
708,1801,@pow*0.91
709,1802,@pow*0.93
710,1803,@pow*0.96
711,1804,@pow*0.99
712,1805,@pow*1.02
713,1806,@pow*1.04
714,1807,@pow*1.07
715,1808,@pow*1.1
716,1809,@hit*0.85
717,1810,@hit*0.88
718,1811,@hit*0.91
719,1812,@hit*0.93
720,1813,@hit*0.96
721,1814,@hit*0.99
722,1815,@hit*1.02
723,1816,@hit*1.04
724,1817,@hit*1.07
725,1818,@hit*1.1
726,1819,@dodge*0.85
727,1820,@dodge*0.88
728,1821,@dodge*0.91
729,1822,@dodge*0.93
730,1823,@dodge*0.96
731,1824,@dodge*0.99
732,1825,@dodge*1.02
733,1826,@dodge*1.04
734,1827,@dodge*1.07
735,1828,@dodge*1.1
736,1829,@speed*0.85
737,1830,@speed*0.88
738,1831,@speed*0.91
739,1832,@speed*0.93
740,1833,@speed*0.96
741,1834,@speed*0.99
742,1835,@speed*1.02
743,1836,@speed*1.04
744,1837,@speed*1.07
745,1838,@speed*1.1
746,1839,@armor*0.85
747,1840,@armor*0.88
748,1841,@armor*0.91
749,1842,@armor*0.93
750,1843,@armor*0.96
751,1844,@armor*0.99
752,1845,@armor*1.02
753,1846,@armor*1.04
754,1847,@armor*1.07
755,1848,@armor*1.1
756,1849,@Critical*0.85*100
757,1850,@Critical*0.88*100
758,1851,@Critical*0.91*100
759,1852,@Critical*0.93*100
760,1853,@Critical*0.96*100
761,1854,@Critical*0.99*100
762,1855,@Critical*1.02*100
763,1856,@Critical*1.04*100
764,1857,@Critical*1.07*100
765,1858,@Critical*1.1*100
766,1859,@Criticalhurt*0.85
767,1860,@Criticalhurt*0.88
768,1861,@Criticalhurt*0.91
769,1862,@Criticalhurt*0.93
770,1863,@Criticalhurt*0.96
771,1864,@Criticalhurt*0.99
772,1865,@Criticalhurt*1.02
773,1866,@Criticalhurt*1.04
774,1867,@Criticalhurt*1.07
775,1868,@Criticalhurt*1.1
776,1869,@rate*0.85
777,1870,@rate*0.88
778,1871,@rate*0.91
779,1872,@rate*0.93
780,1873,@rate*0.96
781,1874,@rate*0.99
782,1875,@rate*1.02
783,1876,@rate*1.04
784,1877,@rate*1.07
785,1878,@rate*1.1
786,1879,tbuffidtier(4490)>0?(@pow-#pow=0?0:@pow-#pow):0
787,1880,tbuffidtier(4490)>0?(@hit-#hit=0?0:@hit-#hit):0
788,1881,tbuffidtier(4490)>0?(@dodge-#dodge=0?0:@dodge-#dodge):0
789,1882,tbuffidtier(4490)>0?(@speed-#speed=0?0:@speed-#speed):0
790,1883,tbuffidtier(4490)>0?(@armor-#armor=0?0:@armor-#armor):0
791,1884,tbuffidtier(4490)>0?(@Critical*100-#Critical*100=0?0:@Critical*100-#Critical*100):0
792,1885,tbuffidtier(4490)>0?(@Criticalhurt-#Criticalhurt=0?0:@Criticalhurt-#Criticalhurt):0
793,1886,tbuffidtier(4490)>0?(@rate-#rate=0?0:@rate-#rate):0
794,1887,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.3:0
795,1888,#leader=1?1:0
796,1889,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.32:0
797,1890,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.34:0
798,1891,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.37:0
799,1892,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.39:0
800,1893,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.41:0
801,1894,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.43:0
802,1895,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.46:0
803,1896,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.48:0
804,1897,#leader=1?(sbufftypenumber(101)/sbuffidnumber(4610)*100-100)*0.5:0
805,1898,@pow*0.1
806,1899,@rate*0.1
807,1900,@hit*0.1
808,1901,@dodge*0.1
809,1902,@armor*0.1
810,1903,@Maxlife*0.05
811,1904,@hit*1
812,1905,@Maxlife*0.01
813,1906,@pow*0.5
814,1907,@hit*0.5
815,1908,@dodge*0.5
816,1909,@rate*1
817,1910,@Maxlife*0.02
818,1911,@pow*0.8
819,1912,@hit*1
820,1913,@dodge*0.6
821,1914,@rate*1
822,1915,@Maxlife*0.03
823,1916,@pow*1
824,1917,@hit*1
825,1918,@dodge*0.5
826,1919,@rate*0.5
827,1920,@Maxlife*0.1
828,1921,@pow*1
829,1922,@hit*1
830,1923,@dodge*1
831,1924,@rate*1
832,1925,@armor*0
833,1926,@armor*0
834,1927,@armor*1
835,1928,@armor*0
836,1929,tbuffidtier(4536)>0?1:0
837,1930,tbuffidtier(4513)<1?4505:0
838,1931,tbuffidtier(4513)<1?4506:0
839,1932,tbuffidtier(4513)<1?4507:0
840,1933,tbuffidtier(4513)<1?4508:0
841,1934,tbuffidtier(4513)<1?4509:0
842,1935,tbuffidtier(4513)<1?4512:0
843,1936,tbuffidtier(4513)<1?4510:0
844,1937,sbuffidtier(4510)>0?1:0
845,1938,@Maxlife*0.1
846,1939,@Maxlife*0.2
847,1940,tbuffidtier(4513)<1?4580:0
848,1941,(sbuffidtier(4581)=sbuffidtier(4572))?1:0
849,1942,@pow*2
850,1943,@battlepoint=1?0:1
851,1944,@battlepoint=1?1:0
852,1945,#distancex
853,1946,#armor>0?1:0
854,1947,120*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
855,1948,129*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
856,1949,138*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
857,1950,147*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
858,1951,156*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
859,1952,164*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
860,1953,173*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
861,1954,182*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
862,1955,191*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
863,1956,200*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
864,1957,100-sbuffidtier(4614)
865,1958,sbuffidtier(4624)*3
866,1959,100+sbuffidtier(4616)/10*(15-#distancex>0?15-#distancex:0)
867,1960,$1*(0.8+#formation*0.1)
868,1961,100*(1+sbuffidtier(4616)/1000*(#distancex-1>0?#distancex-1:0))
869,1962,#armor>0?1:0
870,1963,sbuffidtier(4628)*5+100
871,1964,@characterStatus=1?1:0
872,1965,@ammo*100
873,1966,@mre*100
874,1967,@formation
875,1968,tbuffidtier(4655)>0?$1*5:$1
876,1969,@formation<sbuffidtier(4659)?1:0
877,1970,(1+@life/@maxlife)/2*$1
878,1971,1500/@rate
879,1972,sbuffidtier(4670)*5+100
880,1973,sbuffidtier(4674)*10+100
881,1974,sbuffidtier(4674)
882,1975,tbuffidtier(4679)>=2?-2:0
883,1976,tbuffidtier(4679)>=2?1:0
884,1977,tbuffidtier(4683)
885,1978,tbuffidtier(4679)
886,1979,tbuffidtier(4679)<2?0:50
887,1980,tbuffidtier(4679)<2?0:60
888,1981,tbuffidtier(4679)<2?0:60
889,1982,tbuffidtier(4679)<2?0:70
890,1983,tbuffidtier(4679)<2?0:70
891,1984,tbuffidtier(4679)<2?0:80
892,1985,tbuffidtier(4679)<2?0:80
893,1986,tbuffidtier(4679)<2?0:90
894,1987,tbuffidtier(4679)<2?0:90
895,1988,tbuffidtier(4679)<2?0:100
896,1989,((@ap-#armor>0)&($1<=2))|((@ap-#armor<=0)&($1<=1))?0:$1
897,1990,180*(1+sbuffidtier(4689)/100)
898,1991,220*(1+sbuffidtier(4689)/100)
899,1992,260*(1+sbuffidtier(4689)/100)
900,1993,300*(1+sbuffidtier(4689)/100)
901,1994,340*(1+sbuffidtier(4689)/100)
902,1995,390*(1+sbuffidtier(4689)/100)
903,1996,430*(1+sbuffidtier(4689)/100)
904,1997,470*(1+sbuffidtier(4689)/100)
905,1998,510*(1+sbuffidtier(4689)/100)
906,1999,550*(1+sbuffidtier(4689)/100)
907,2000,200*(1+sbuffidtier(4689)/100)
908,2001,240*(1+sbuffidtier(4689)/100)
909,2002,290*(1+sbuffidtier(4689)/100)
910,2003,330*(1+sbuffidtier(4689)/100)
911,2004,380*(1+sbuffidtier(4689)/100)
912,2005,420*(1+sbuffidtier(4689)/100)
913,2006,470*(1+sbuffidtier(4689)/100)
914,2007,510*(1+sbuffidtier(4689)/100)
915,2008,560*(1+sbuffidtier(4689)/100)
916,2009,600*(1+sbuffidtier(4689)/100)
917,2010,220*(1+sbuffidtier(4689)/100)
918,2011,270*(1+sbuffidtier(4689)/100)
919,2012,320*(1+sbuffidtier(4689)/100)
920,2013,360*(1+sbuffidtier(4689)/100)
921,2014,410*(1+sbuffidtier(4689)/100)
922,2015,460*(1+sbuffidtier(4689)/100)
923,2016,510*(1+sbuffidtier(4689)/100)
924,2017,550*(1+sbuffidtier(4689)/100)
925,2018,600*(1+sbuffidtier(4689)/100)
926,2019,650*(1+sbuffidtier(4689)/100)
927,2020,300*(1+sbuffidtier(4689)/100)
928,2021,350*(1+sbuffidtier(4689)/100)
929,2022,400*(1+sbuffidtier(4689)/100)
930,2023,450*(1+sbuffidtier(4689)/100)
931,2024,500*(1+sbuffidtier(4689)/100)
932,2025,550*(1+sbuffidtier(4689)/100)
933,2026,600*(1+sbuffidtier(4689)/100)
934,2027,650*(1+sbuffidtier(4689)/100)
935,2028,700*(1+sbuffidtier(4689)/100)
936,2029,750*(1+sbuffidtier(4689)/100)
937,2030,120*(1+sbuffidtier(4689)/100)
938,2031,140*(1+sbuffidtier(4689)/100)
939,2032,160*(1+sbuffidtier(4689)/100)
940,2033,180*(1+sbuffidtier(4689)/100)
941,2034,200*(1+sbuffidtier(4689)/100)
942,2035,220*(1+sbuffidtier(4689)/100)
943,2036,240*(1+sbuffidtier(4689)/100)
944,2037,260*(1+sbuffidtier(4689)/100)
