,id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
486,110606,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
487,110607,402,,body,0,1.0,GUN|WA2000|DIALOGUE1,GUN|WA2000|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
488,110608,402,,body,0,1.0,GUN|WA2000|DIALOGUE2,GUN|WA2000|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
489,110609,402,,body,0,1.0,GUN|WA2000|DIALOGUE3,GUN|WA2000|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
490,110610,402,,body,0,1.0,GUN|WA2000|DIALOGUEWEDDING,GUN|WA2000|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
491,110611,1000,,0,0,1.0,GUN|WA2000|HELLO,GUN|WA2000|HELLO,,,待机,0,0,0,0,0,,HELLO
492,110612,1001,,0,0,1.0,GUN|WA2000|HELLO,GUN|WA2000|HELLO,,,待机,0,0,0,0,0,,HELLO
493,110701,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
494,110702,200,,body,0,1.0,GUN|M1903|DIALOGUE1,GUN|M1903|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
495,110703,200,,body,0,1.0,GUN|M1903|DIALOGUE2,GUN|M1903|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
496,110704,200,,body,0,1.0,GUN|M1903|DIALOGUE3,GUN|M1903|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
497,110705,200,,body,0,0.0,GUN|M1903|DIALOGUEWEDDING,GUN|M1903|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
498,110706,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
499,110707,402,,body,0,1.0,GUN|M1903|DIALOGUE1,GUN|M1903|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
500,110708,402,,body,0,1.0,GUN|M1903|DIALOGUE2,GUN|M1903|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
501,110709,402,,body,0,1.0,GUN|M1903|DIALOGUE3,GUN|M1903|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
502,110710,402,,body,0,1.0,GUN|M1903|DIALOGUEWEDDING,GUN|M1903|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
503,110711,1000,,0,0,1.0,GUN|M1903|HELLO,GUN|M1903|HELLO,,,待机,0,0,0,0,0,,HELLO
504,110712,1001,,0,0,1.0,GUN|M1903|HELLO,GUN|M1903|HELLO,,,待机,0,0,0,0,0,,HELLO
505,120101,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
506,120102,200,,body,0,1.0,GUN|PKP|DIALOGUE1,GUN|PKP|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
507,120103,200,,body,0,1.0,GUN|PKP|DIALOGUE2,GUN|PKP|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
508,120104,200,,body,0,1.0,GUN|PKP|DIALOGUE3,GUN|PKP|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
509,120105,200,,body,0,1.0,GUN|PKP|DIALOGUEWEDDING,GUN|PKP|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
510,120106,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
511,120107,402,,body,0,1.0,GUN|PKP|DIALOGUE1,GUN|PKP|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
512,120108,402,,body,0,1.0,GUN|PKP|DIALOGUE2,GUN|PKP|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
513,120109,402,,body,0,1.0,GUN|PKP|DIALOGUE3,GUN|PKP|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
514,120110,402,,body,0,1.0,GUN|PKP|DIALOGUEWEDDING,GUN|PKP|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
515,120111,1000,,0,0,1.0,GUN|PKP|HELLO,GUN|PKP|HELLO,,,待机,0,0,0,0,0,,HELLO
516,120112,1001,,0,0,1.0,GUN|PKP|HELLO,GUN|PKP|HELLO,,,待机,0,0,0,0,0,,HELLO
517,120201,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
518,120202,102,motions/wait_1.mtn,0,"12,15",0.5,,,,,特殊待机1,1,0,0,0,0,,
519,120203,102,motions/wait_2.mtn,0,"20,30",0.5,,,,,特殊待机2,1,0,0,0,0,,
520,120204,200,motions/touch_1.mtn,head,0,1.0,GUN|G36C|DIALOGUE1,GUN|G36C|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
521,120205,200,motions/touch_2.mtn,body,0,1.0,GUN|G36C|DIALOGUE2,GUN|G36C|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
522,120206,200,motions/touch_3.mtn,body,0,1.0,GUN|G36C|DIALOGUE3,GUN|G36C|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
523,120207,200,motions/wedding_touch.mtn,body,0,1.0,GUN|G36C|DIALOGUEWEDDING,GUN|G36C|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
524,120211,500,motions/wedding.mtn,,0,1.0,GUN|G36C|SOULCONTRACT,GUN|G36C|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
525,120212,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
526,120213,1000,motions/touch_2.mtn,0,0,1.0,,GUN|G36C|DIALOGUE2,,,上线响应,0,0,0,0,0,,
527,120214,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
528,120215,402,motions/wedding_01.mtn,body,0,1.0,GUN|G36C|RETREAT,GUN|G36C|RETREAT,,,交互1,1,1,0,0,0,,RETREAT
529,120216,402,motions/wedding_02.mtn,body,0,1.0,GUN|G36C|BREAK,GUN|G36C|BREAK,,,交互2,1,1,0,0,0,,BREAK
530,120217,402,motions/wedding_03.mtn,body,0,1.0,GUN|G36C|RETREAT,GUN|G36C|RETREAT,,,交互3,1,1,0,0,0,,RETREAT
531,120218,402,motions/broken.mtn,head,0,1.0,GUN|G36C|BREAK,GUN|G36C|BREAK,,,交互4,1,1,0,0,0,,BREAK
532,120219,402,motions/broken_02.mtn,head,0,1.0,GUN|G36C|BREAK,GUN|G36C|BREAK,,,交互5,1,1,0,0,0,,BREAK
533,120220,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
534,120221,403,motions/daiji_idle_p.mtn,0,"20,30",0.5,,,,,特殊待机1,1,1,0,0,0,,
535,120222,403,motions/daiji01_SHOWCACE.mtn,0,"12,30",0.5,,,,,特殊待机2,1,1,0,0,0,,
536,120223,1001,motions/wait_01.mtn,0,0,1.0,GUN|G36C|BREAK,GUN|G36C|RETREAT,,,上线响应,0,1,0,0,0,,BREAK
537,120301,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
538,120302,200,,body,0,1.0,GUN|OTs14|DIALOGUE1,GUN|OTs14|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
539,120303,200,,body,0,1.0,GUN|OTs14|DIALOGUE2,GUN|OTs14|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
540,120304,200,,body,0,1.0,GUN|OTs14|DIALOGUE3,GUN|OTs14|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
541,120305,200,,body,0,1.0,GUN|OTs14|DIALOGUEWEDDING,GUN|OTs14|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
542,120306,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
543,120307,402,,body,0,1.0,GUN|OTs14|DIALOGUE1,GUN|OTs14|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
544,120308,402,,body,0,1.0,GUN|OTs14|DIALOGUE2,GUN|OTs14|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
545,120309,402,,body,0,1.0,GUN|OTs14|DIALOGUE3,GUN|OTs14|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
546,120310,402,,body,0,1.0,GUN|OTs14|DIALOGUEWEDDING,GUN|OTs14|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
547,120311,1000,,0,0,1.0,GUN|OTs14|HELLO,GUN|OTs14|HELLO,,,待机,0,0,0,0,0,,HELLO
548,120312,1001,,0,0,1.0,GUN|OTs14|HELLO,GUN|OTs14|HELLO,,,待机,0,0,0,0,0,,HELLO
549,120313,403,wait_01.mtn,0,"8,12",0.5,,,,,特殊待机1,1,1,0,0,0,,
550,120314,403,wait_02.mtn,0,"15,19",0.5,,,,,特殊待机2,1,1,0,0,0,,
551,122001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
552,122002,102,motions/wait_1.mtn,0,"10,13",0.5,,,,,特殊待机1,1,0,0,0,0,,
553,122003,102,motions/wait_2.mtn,0,"12,15",0.5,,,,,特殊待机2,1,0,0,0,0,,
554,122004,200,motions/touch_1.mtn,head,0,1.0,GUN|G11Mod|DIALOGUE1,GUN|G11Mod|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
555,122005,200,motions/touch_2.mtn,head,0,1.0,GUN|G11Mod|GAIN,GUN|G11Mod|GAIN,,,交互2,1,0,0,0,0,,GAIN
556,122006,200,motions/touch_3.mtn,body,0,1.0,GUN|G11Mod|DIALOGUE3,GUN|G11Mod|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
557,122007,200,motions/touch_4.mtn,leg,0,1.0,GUN|G11Mod|DIALOGUE2,GUN|G11Mod|DIALOGUE2,,,交互4,1,0,0,0,0,,DIALOGUE2
558,122008,200,motions/touch_5.mtn,leg,0,1.0,GUN|G11Mod|FEED,GUN|G11Mod|FEED,,,交互5,1,0,0,0,0,,FEED
559,122009,200,motions/wedding_touch.mtn,body,0,1.0,GUN|G11Mod|DIALOGUEWEDDING,GUN|G11Mod|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
560,122010,500,motions/wedding.mtn,0,0,1.0,GUN|G11Mod|SOULCONTRACT,GUN|G11Mod|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
561,122011,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
562,122012,1000,motions/login.mtn,0,0,1.0,GUN|G11Mod|HELLO,GUN|G11Mod|HELLO,,,上线响应,1,0,0,0,0,,HELLO
563,122013,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
564,122014,402,motions/broken_1.mtn,head,0,1.0,GUN|G11Mod|BREAK,GUN|G11Mod|BREAK,,,交互1,1,1,0,0,0,,BREAK
565,122015,402,motions/broken_2.mtn,body,0,1.0,GUN|G11Mod|MEET,GUN|G11Mod|MEET,,,交互2,1,1,0,0,0,,MEET
566,122016,402,motions/broken_3.mtn,body,0,1.0,GUN|G11Mod|SKILL1,GUN|G11Mod|SKILL1,,,交互3,1,1,0,0,0,,SKILL1
567,122017,402,motions/broken_4.mtn,leg,0,1.0,GUN|G11Mod|RETREAT,GUN|G11Mod|RETREAT,,,交互4,1,1,0,0,0,,RETREAT
568,122018,402,motions/broken_5.mtn,leg,0,1.0,GUN|G11Mod|GOATTACK,GUN|G11Mod|GOATTACK,,,交互5,1,1,0,0,0,,GOATTACK
569,122019,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
570,122020,1001,motions/login.mtn,0,0,1.0,GUN|G11Mod|HELLO,GUN|G11Mod|HELLO,,,上线响应,1,1,0,1,0,,HELLO
571,122021,104,motions/yanwu.mtn,0,0,1.0,,,,,场景动作,0,1,0,0,0,,
572,140101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
573,140102,102,motions/wait_1.mtn,0,"12,15",0.5,,,,,特殊待机1,1,0,0,0,0,,
574,140103,102,motions/wait_2.mtn,0,"20,30",0.5,,,,,特殊待机2,1,0,0,0,0,,
575,140104,200,motions/touch_1.mtn,body,0,1.0,GUN|Welrod|DIALOGUE1,GUN|Welrod|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
576,140105,200,motions/touch_2.mtn,head,0,1.0,GUN|Welrod|DIALOGUE3,GUN|Welrod|DIALOGUE3,,,交互2,1,0,0,0,0,,DIALOGUE3
577,140106,200,motions/touch_3.mtn,body,0,1.0,GUN|Welrod|DIALOGUE2,GUN|Welrod|DIALOGUE2,,,交互3,1,0,0,0,0,,DIALOGUE2
578,140107,200,motions/touch_4.mtn,body,0,1.0,GUN|Welrod|ALLHALLOWS,GUN|Welrod|ALLHALLOWS,,,交互4,1,0,0,0,0,,ALLHALLOWS
579,140108,200,motions/touch_5.mtn,head,0,1.0,GUN|Welrod|MOOD1,,,,交互5,1,0,0,0,0,,MOOD1
580,140109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|Welrod|DIALOGUEWEDDING,GUN|Welrod|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
581,140115,500,motions/wedding.mtn,,0,1.0,GUN|Welrod|SOULCONTRACT,GUN|Welrod|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
582,140116,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
583,140117,1000,motions/login.mtn,0,0,1.0,GUN|Welrod|HELLO,GUN|Welrod|HELLO,,,上线响应,1,0,0,0,0,,HELLO
584,140118,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
585,140119,402,motions/broken_1.mtn,body,0,1.0,GUN|Welrod|BREAK,GUN|Welrod|BREAK,,,交互1,1,1,0,0,0,,BREAK
586,140120,402,motions/broken_2.mtn,body,0,1.0,GUN|Welrod|RETREAT,GUN|Welrod|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
587,140121,402,motions/broken_3.mtn,body,0,1.0,GUN|Welrod|BLACKACTION,GUN|Welrod|BLACKACTION,,,交互3,1,1,0,0,0,,BLACKACTION
588,140122,402,motions/broken_4.mtn,head,0,1.0,GUN|Welrod|FEED,GUN|Welrod|FEED,,,交互4,1,1,0,0,0,,FEED
589,140123,402,motions/broken_5.mtn,head,0,1.0,GUN|Welrod|MOOD2,,,,交互5,1,1,0,0,0,,MOOD2
590,140124,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
591,140125,403,motions/wait_1.mtn,0,"12,15",0.1,,,,,特殊待机,1,1,0,0,0,,
592,140201,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
593,140202,200,,body,0,1.0,GUN|79type|DIALOGUE1,GUN|79type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
594,140203,200,,body,0,1.0,GUN|79type|DIALOGUE2,GUN|79type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
595,140204,200,,body,0,1.0,GUN|79type|DIALOGUE3,GUN|79type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
596,140205,200,,body,0,1.0,GUN|79type|DIALOGUEWEDDING,GUN|79type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
597,140206,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
598,140207,402,,body,0,1.0,GUN|79type|DIALOGUE1,GUN|79type|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
599,140208,402,,body,0,1.0,GUN|79type|DIALOGUE2,GUN|79type|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
600,140209,402,,body,0,1.0,GUN|79type|DIALOGUE3,GUN|79type|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
601,140210,402,,body,0,1.0,GUN|79type|DIALOGUEWEDDING,GUN|79type|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
602,140211,1000,,0,0,1.0,GUN|79type|HELLO,GUN|79type|HELLO,,,待机,0,0,0,0,0,,HELLO
603,140212,1001,,0,0,1.0,GUN|79type|HELLO,GUN|79type|HELLO,,,待机,0,0,0,0,0,,HELLO
604,140213,200,,body,0,1.0,GUN|79type|ALLHALLOWS,GUN|79type|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
605,140214,402,,body,0,1.0,GUN|79type|ALLHALLOWS,GUN|79type|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
606,140301,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
607,140302,200,,body,0,1.0,GUN|IWS2000|DIALOGUE1,GUN|IWS2000|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
608,140303,200,,body,0,1.0,GUN|IWS2000|DIALOGUE2,GUN|IWS2000|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
609,140304,200,,body,0,1.0,GUN|IWS2000|DIALOGUE3,GUN|IWS2000|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
610,140305,200,,body,0,1.0,GUN|IWS2000|DIALOGUEWEDDING,GUN|IWS2000|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
611,140306,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
612,140307,402,,body,0,1.0,GUN|IWS2000|DIALOGUE1,GUN|IWS2000|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
613,140308,402,,body,0,1.0,GUN|IWS2000|DIALOGUE2,GUN|IWS2000|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
614,140309,402,,body,0,1.0,GUN|IWS2000|DIALOGUE3,GUN|IWS2000|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
615,140310,402,,body,0,1.0,GUN|IWS2000|DIALOGUEWEDDING,GUN|IWS2000|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
616,140311,1000,,0,0,1.0,GUN|IWS2000|HELLO,GUN|IWS2000|HELLO,,,待机,0,0,0,0,0,,HELLO
617,140312,1001,,0,0,1.0,GUN|IWS2000|HELLO,GUN|IWS2000|HELLO,,,待机,0,0,0,0,0,,HELLO
618,140313,200,,body,0,1.0,GUN|IWS2000|ALLHALLOWS,GUN|IWS2000|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
619,140314,402,,body,0,1.0,GUN|IWS2000|ALLHALLOWS,GUN|IWS2000|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
620,140501,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
621,140502,200,,body,0,1.0,GUN|Spitfire|DIALOGUE1,GUN|Spitfire|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
622,140503,200,,body,0,1.0,GUN|Spitfire|DIALOGUE2,GUN|Spitfire|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
623,140504,200,,body,0,1.0,GUN|Spitfire|DIALOGUE3,GUN|Spitfire|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
624,140505,200,,body,0,1.0,GUN|Spitfire|DIALOGUEWEDDING,GUN|Spitfire|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
625,140506,401,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
626,140507,402,,body,0,1.0,GUN|Spitfire|DIALOGUE1,GUN|Spitfire|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
627,140508,402,,body,0,1.0,GUN|Spitfire|DIALOGUE2,GUN|Spitfire|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
628,140509,402,,body,0,1.0,GUN|Spitfire|DIALOGUE3,GUN|Spitfire|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
629,140510,402,,body,0,1.0,GUN|Spitfire|DIALOGUEWEDDING,GUN|Spitfire|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
630,140511,1000,,0,0,1.0,GUN|Spitfire|HELLO,GUN|Spitfire|HELLO,,,待机,0,0,0,0,0,,HELLO
631,140512,1001,,0,0,1.0,GUN|Spitfire|HELLO,GUN|Spitfire|HELLO,,,待机,0,0,0,0,0,,HELLO
632,140513,200,,body,0,1.0,GUN|Spitfire|ALLHALLOWS,GUN|Spitfire|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
633,140514,402,,body,0,1.0,GUN|Spitfire|ALLHALLOWS,GUN|Spitfire|ALLHALLOWS,,,待机,0,0,0,0,0,,ALLHALLOWS
634,143001,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
635,143002,102,motions/wait_1.mtn,0,"10,13",0.5,,,,,特殊待机1,1,0,0,0,0,,
636,143003,102,motions/wait_2.mtn,0,"12,15",0.5,,,,,特殊待机2,1,0,0,0,0,,
637,143004,102,motions/wait_3.mtn,0,"12,15",0.5,,,,,特殊待机3,1,0,0,0,0,,
638,143005,200,motions/touch_1.mtn,head,0,1.0,GUN|RO635Mod|DIALOGUE2,GUN|RO635Mod|DIALOGUE2,,,交互1,1,0,0,0,0,,DIALOGUE2
639,143006,200,motions/touch_2.mtn,head,0,1.0,GUN|RO635Mod|GAIN,GUN|RO635Mod|GAIN,,,交互2,1,0,0,0,0,,GAIN
640,143007,200,motions/touch_3.mtn,body,0,1.0,GUN|RO635Mod|DIALOGUE1,GUN|RO635Mod|DIALOGUE1,,,交互3,1,0,0,0,0,,DIALOGUE1
641,143008,200,motions/touch_4.mtn,leg,0,1.0,GUN|RO635Mod|DIALOGUE3,GUN|RO635Mod|DIALOGUE3,,,交互4,1,0,0,0,0,,DIALOGUE3
642,143009,200,motions/touch_5.mtn,leg,0,1.0,GUN|RO635Mod|MEET,GUN|RO635Mod|MEET,,,交互5,1,0,0,0,0,,MEET
643,143010,200,motions/wedding_touch.mtn,body,0,1.0,GUN|RO635Mod|DIALOGUEWEDDING,GUN|RO635Mod|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
644,143011,500,motions/wedding.mtn,0,0,1.0,GUN|RO635Mod|SOULCONTRACT,GUN|RO635Mod|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
645,143012,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
646,143013,1000,motions/login.mtn,0,0,1.0,GUN|RO635Mod|HELLO,GUN|RO635Mod|HELLO,,,上线响应,1,0,0,0,0,,HELLO
647,143014,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
648,143015,402,motions/broken_1.mtn,head,0,1.0,GUN|RO635Mod|BREAK,GUN|RO635Mod|BREAK,,,交互1,1,1,0,0,0,,BREAK
649,143016,402,motions/broken_2.mtn,body,0,1.0,GUN|RO635Mod|SKILL3,GUN|RO635Mod|SKILL3,,,交互2,1,1,0,0,0,,SKILL3
650,143017,402,motions/broken_3.mtn,body,0,1.0,GUN|RO635Mod|MOOD2,GUN|RO635Mod|MOOD2,,,交互3,1,1,0,0,0,,MOOD2
651,143018,402,motions/broken_4.mtn,leg,0,1.0,GUN|RO635Mod|RETREAT,GUN|RO635Mod|RETREAT,,,交互4,1,1,0,0,0,,RETREAT
652,143019,402,motions/broken_5.mtn,leg,0,1.0,GUN|RO635Mod|FIX,GUN|RO635Mod|FIX,,,交互5,1,1,0,0,0,,FIX
653,143020,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
654,143021,1001,motions/login.mtn,0,0,1.0,GUN|RO635Mod|HELLO,GUN|RO635Mod|HELLO,,,上线响应,1,1,0,0,0,,HELLO
655,150101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
656,150102,102,motions/wait_1.mtn,0,"12,15",0.5,,,,,特殊待机1,1,0,0,0,0,,
657,150103,102,motions/wait_2.mtn,0,"20,30",0.5,,,,,特殊待机2,1,0,0,0,0,,
658,150104,200,motions/touch_1.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE1,GUN|M1928A1|DIALOGUE1,,,交互1,1,0,0,0,0,,DIALOGUE1
659,150105,200,motions/touch_2.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE2,GUN|M1928A1|DIALOGUE2,,,交互2,1,0,0,0,0,,DIALOGUE2
660,150106,200,motions/touch_3.mtn,body,0,1.0,GUN|M1928A1|DIALOGUE3,GUN|M1928A1|DIALOGUE3,,,交互3,1,0,0,0,0,,DIALOGUE3
661,150107,200,motions/touch_4.mtn,head,0,1.0,GUN|M1928A1|ATTACK,GUN|M1928A1|ATTACK,,,交互4,1,0,0,0,0,,ATTACK
662,150108,200,motions/touch_5.mtn,head,0,1.0,GUN|M1928A1|MOOD1,,,,交互5,1,0,0,0,0,,MOOD1
663,150109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|M1928A1|DIALOGUEWEDDING,GUN|M1928A1|DIALOGUEWEDDING,,,结契后交互,1,0,0,0,0,,DIALOGUEWEDDING
664,150110,500,motions/wedding.mtn,body,0,1.0,GUN|M1928A1|SOULCONTRACT,GUN|M1928A1|SOULCONTRACT,,,结契动作,1,0,0,0,0,,SOULCONTRACT
665,150111,300,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,0,0,0,0,,
666,150112,1000,motions/login.mtn,0,0,1.0,GUN|M1928A1|HELLO,GUN|M1928A1|HELLO,,,上线响应,1,0,0,0,0,,HELLO
667,150113,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,1,0,0,0,,
668,150114,402,motions/broken_1.mtn,head,0,1.0,GUN|M1928A1|BREAK,GUN|M1928A1|BREAK,,,交互1,1,1,0,0,0,,BREAK
669,150115,402,motions/broken_2.mtn,body,0,1.0,GUN|M1928A1|RETREAT,GUN|M1928A1|RETREAT,,,交互2,1,1,0,0,0,,RETREAT
670,150116,402,motions/broken_3.mtn,body,0,1.0,GUN|M1928A1|FIX,GUN|M1928A1|FIX,,,交互3,1,1,0,0,0,,FIX
671,150117,402,motions/broken_4.mtn,head,0,1.0,GUN|M1928A1|MOOD2,,,,交互4,1,1,0,0,0,,MOOD2
672,150118,301,motions/shake.mtn,0,0,1.0,,,,,晃动响应,1,1,0,0,0,,
673,150119,403,motions/wait_1.mtn,0,"10,15",0.5,,,,,特殊待机,1,1,0,0,0,,
674,150501,101,daiji_idle_01.mtn,0,0,1.0,,,,,待机,0,0,0,0,0,,
675,150502,200,,body,0,1.0,GUN|AEK999|DIALOGUE1,GUN|AEK999|DIALOGUE1,,,待机,0,0,0,0,0,,DIALOGUE1
676,150503,200,,body,0,1.0,GUN|AEK999|DIALOGUE2,GUN|AEK999|DIALOGUE2,,,待机,0,0,0,0,0,,DIALOGUE2
677,150504,200,,body,0,1.0,GUN|AEK999|DIALOGUE3,GUN|AEK999|DIALOGUE3,,,待机,0,0,0,0,0,,DIALOGUE3
678,150505,200,,body,0,1.0,GUN|AEK999|DIALOGUEWEDDING,GUN|AEK999|DIALOGUEWEDDING,,,待机,0,0,0,0,0,,DIALOGUEWEDDING
