,id,type,sort,item_ids,gem,mp,ammo,mre,part,bp_pay,skin,gift,gemprice,original_price,pointprice,if_cheap,quota,giftbag_name,event_code,icon,daily_quota,tips,discount,sale_starttime,sale_endtime,label,prize_id,pay_type,itemprice,on_sale_days,price_up,classification_id,description,special_daily_quota
478,592,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：樱花,dailyGiftbag,,0,,1.00,0,0,0,40124,1,100020-1,0,0,1001,,0
479,593,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：P90,dailyGiftbag,,0,,1.00,0,0,0,40125,1,100020-1,0,0,1001,,0
480,594,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MP7,dailyGiftbag,,0,,1.00,0,0,0,40126,1,100020-1,0,0,1001,,0
481,595,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：灰熊MkⅤ,dailyGiftbag,,0,,1.00,0,0,0,40127,1,100020-1,0,0,1001,,0
482,596,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M950A,dailyGiftbag,,0,,1.00,0,0,0,40128,1,100020-1,0,0,1001,,0
483,597,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维尔德MkⅡ,dailyGiftbag,,0,,1.00,0,0,0,40129,1,100020-1,0,0,1001,,0
484,598,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NZ75,dailyGiftbag,,0,,1.00,0,0,0,40130,1,100020-1,0,0,1001,,0
485,599,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：竞争者,dailyGiftbag,,0,,1.00,0,0,0,40131,1,100020-1,0,0,1001,,0
486,600,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Px4 风暴,dailyGiftbag,,0,,1.00,0,0,0,40132,1,100020-1,0,0,1001,,0
487,601,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PA-15,dailyGiftbag,,0,,1.00,0,0,0,40133,1,100020-1,0,0,1001,,0
488,602,8,0,1444-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：真核面具纪念头像·三周年,dailyGiftbag,,0,,1.00,0,0,0,0,1,100020-1,0,0,1001,,0
489,603,8,3,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
490,604,8,28,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
491,605,8,4,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
492,606,8,29,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
493,607,8,5,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
494,608,8,6,"15-200,46-50,506-100",0,0,0,0,0,0,0,,498,0,0,0,2020,重装补给礼包,dailyGiftbag,Bumdle_orange,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
495,609,8,30,,0,0,0,0,0,0,0,,398,0,0,0,2001,心智升级特惠,dailyGiftbag,Bumdle_heavy,2,,1.00,0,0,0,976,0,0,0,0,3002,,0
496,610,8,41,41-50,0,0,0,0,0,0,0,3307-1,1299,0,0,0,2001,G28周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
497,611,8,40,7-1,0,0,0,0,0,0,0,3309-1,1588,0,0,0,2001,雷电周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
498,612,8,39,"7-1,41-100",0,0,0,0,0,0,0,3302-1,2588,0,0,0,2001,AK-12周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
499,613,8,38,7-1,0,0,0,0,0,0,0,3306-1,1988,0,0,0,2001,79式周年装扮礼包,dailyGiftbag,Bumdle_cn3year,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
500,614,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,6月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
501,615,8,50,"44-200,506-200",0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_blue,1,,1.00,0,0,0,0,0,0,0,0,3002,,0
502,616,8,0,"7-1,41-100",0,0,0,0,0,0,0,525-1,2588,0,0,1,2001,多萝西圣诞装扮礼包,dailyGiftbag,Bumdle_VA-11Hall-A,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
503,617,8,11,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：多萝西·海兹,dailyGiftbag,,0,,1.00,0,0,0,980,1,100114-150,0,0,1004,,0
504,618,8,12,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：阿尔玛·阿玛斯,dailyGiftbag,,0,,1.00,0,0,0,981,1,100114-150,0,0,1004,,0
505,619,8,13,,0,0,0,0,0,0,0,,0,0,0,0,2001,达娜专属装备：加强型机械臂,dailyGiftbag,,0,,1.00,0,0,0,982,1,100114-70,0,0,1004,,0
506,620,8,14,,0,0,0,0,0,0,0,,0,0,0,0,2001,多萝西专属装备：MIRD5级弹药,dailyGiftbag,,0,,1.00,0,0,0,983,1,100114-70,0,0,1004,,0
507,621,8,15,,0,0,0,0,0,0,0,,0,0,0,0,2001,赛伊专属装备：白骑士制式装甲,dailyGiftbag,,0,,1.00,0,0,0,984,1,100114-70,0,0,1004,,0
508,622,8,16,,0,0,0,0,0,0,0,,0,0,0,0,2001,史黛拉专属装备：电子义眼,dailyGiftbag,,0,,1.00,0,0,0,985,1,100114-70,0,0,1004,,0
509,623,8,17,,0,0,0,0,0,0,0,,0,0,0,0,2001,阿尔玛专属装备：机械义手,dailyGiftbag,,0,,1.00,0,0,0,986,1,100114-70,0,0,1004,,0
510,624,8,18,,0,0,0,0,0,0,0,,0,0,0,0,2003,妖精：安娜格雷姆,dailyGiftbag,,0,,1.00,0,0,0,987,1,100114-80,0,0,1004,,0
511,625,8,19,1465-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：欢迎来到VA-11酒吧,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-50,0,0,1004,,0
512,626,8,20,1459-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：啤酒浪潮,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
513,627,8,21,1460-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：红色铁拳大满贯,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
514,628,8,22,1461-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：猫咪朋友不会离开,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
515,629,8,23,1462-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：敬这该死的世界,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
516,630,8,24,1463-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：亲爱的贝基,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
517,631,8,25,1464-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：超级小不点队长,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-20,0,0,1004,,0
518,632,8,26,,0,0,0,0,0,0,0,,0,0,0,0,2001,宠物：跩柴犬,dailyGiftbag,,0,,1.00,0,0,0,996,1,100114-80,0,0,1004,,0
519,633,8,27,,0,0,0,0,0,0,0,200003-1,0,0,0,0,2020,打折啤酒,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
520,634,8,28,,0,0,0,0,0,0,0,100005-1,0,0,0,0,2020,Mulan Tea,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
521,635,8,29,46-1,0,0,0,0,0,0,0,,0,0,0,0,2020,特种作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100114-2,0,0,1004,,0
522,636,8,0,"8-1,7-1,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,7月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
523,637,8,50,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_orange,1,,1.00,0,0,0,997,0,0,0,0,3002,,0
524,638,8,37,"7-1,41-100",0,0,0,0,0,0,0,3402-1,2588,0,0,0,2001,K11童物园装扮礼包,dailyGiftbag,Bumdle_summer,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
525,639,8,0,,0,0,0,0,0,0,0,3506-1,0,0,0,0,2001,装扮：谢尔久科夫-黑鸦救生员,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-150,0,0,1004,,0
526,640,8,1,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：海滩巡逻车,dailyGiftbag,,0,,1.00,0,0,0,516,1,100024-100,0,0,1004,,0
527,641,8,2,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：海滩救生椅,dailyGiftbag,,0,,1.00,0,0,0,517,1,100024-100,0,0,1004,,0
528,642,8,3,,0,0,0,0,0,0,0,,0,0,0,0,2001,宠物：搜救巴哥犬,dailyGiftbag,,0,,1.00,0,0,0,518,1,100024-100,0,0,1004,,0
529,643,8,4,,0,0,0,0,0,0,0,,0,0,0,0,2001,16Lab空尖弹,dailyGiftbag,,0,,1.00,0,0,0,519,1,100024-80,0,0,1004,,0
530,644,8,5,1479-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：硬核西瓜节,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-50,0,0,1004,,0
531,645,8,6,1478-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：夏日守护者,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-30,0,0,1004,,0
532,646,8,7,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,采购币,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-3,0,0,1004,,0
533,647,8,8,44-1,0,0,0,0,0,0,0,,0,0,0,0,2100,校准点券,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-1,0,0,1004,,0
534,648,8,9,,0,0,0,0,0,0,0,,0,0,0,0,2015,替代核心,dailyGiftbag,,0,,1.00,0,0,0,520,1,100024-10,0,0,1004,,0
535,649,8,10,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2050,作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100024-2,0,0,1004,,0
536,650,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
537,651,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
538,652,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
539,653,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
540,654,8,0,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
541,655,8,50,,0,0,0,0,0,0,0,,118,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_orange,1,,1.00,0,0,0,521,0,0,0,0,3002,,0
542,656,8,0,"8-1,41-100,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,8月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
543,657,8,36,"7-1,41-100",0,0,0,0,0,0,0,3502-1,2588,0,0,0,2001,刘易斯盛夏装扮礼包,dailyGiftbag,Bumdle_natsu,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
544,658,8,0,7-2,0,0,0,0,0,0,0,,998,1160,0,0,2005,七夕特惠礼包,dailyGiftbag,Bumdle_qixi_xique,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
545,667,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：KSG,dailyGiftbag,,0,,1.00,0,0,0,40081,1,100025-1,0,0,1001,,0
546,668,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：塞伽12型,dailyGiftbag,,0,,1.00,0,0,0,40082,1,100025-1,0,0,1001,,0
547,669,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AA-12,dailyGiftbag,,0,,1.00,0,0,0,40083,1,100025-1,0,0,1001,,0
548,670,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FP-6,dailyGiftbag,,0,,1.00,0,0,0,40084,1,100025-1,0,0,1001,,0
549,671,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：S.A.T.8,dailyGiftbag,,0,,1.00,0,0,0,40085,1,100025-1,0,0,1001,,0
550,672,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG5,dailyGiftbag,,0,,1.00,0,0,0,40086,1,100025-1,0,0,1001,,0
551,673,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：内格夫,dailyGiftbag,,0,,1.00,0,0,0,40087,1,100025-1,0,0,1001,,0
552,674,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG4,dailyGiftbag,,0,,1.00,0,0,0,40088,1,100025-1,0,0,1001,,0
553,675,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PKP,dailyGiftbag,,0,,1.00,0,0,0,40089,1,100025-1,0,0,1001,,0
554,676,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：88式,dailyGiftbag,,0,,1.00,0,0,0,40090,1,100025-1,0,0,1001,,0
555,677,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MG36,dailyGiftbag,,0,,1.00,0,0,0,40091,1,100025-1,0,0,1001,,0
556,678,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G41,dailyGiftbag,,0,,1.00,0,0,0,40092,1,100025-1,0,0,1001,,0
557,679,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：HK416,dailyGiftbag,,0,,1.00,0,0,0,40093,1,100025-1,0,0,1001,,0
558,680,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：FAL,dailyGiftbag,,0,,1.00,0,0,0,40094,1,100025-1,0,0,1001,,0
559,681,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G11,dailyGiftbag,,0,,1.00,0,0,0,40095,1,100025-1,0,0,1001,,0
560,682,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：95式,dailyGiftbag,,0,,1.00,0,0,0,40096,1,100025-1,0,0,1001,,0
561,683,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：97式,dailyGiftbag,,0,,1.00,0,0,0,40097,1,100025-1,0,0,1001,,0
562,684,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：RFB,dailyGiftbag,,0,,1.00,0,0,0,40098,1,100025-1,0,0,1001,,0
563,685,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：T91,dailyGiftbag,,0,,1.00,0,0,0,40099,1,100025-1,0,0,1001,,0
564,686,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K2,dailyGiftbag,,0,,1.00,0,0,0,40100,1,100025-1,0,0,1001,,0
565,687,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Zas M21,dailyGiftbag,,0,,1.00,0,0,0,40101,1,100025-1,0,0,1001,,0
566,688,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AK-12,dailyGiftbag,,0,,1.00,0,0,0,40102,1,100025-1,0,0,1001,,0
567,689,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：AN-94,dailyGiftbag,,0,,1.00,0,0,0,40103,1,100025-1,0,0,1001,,0
568,690,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MDR,dailyGiftbag,,0,,1.00,0,0,0,40104,1,100025-1,0,0,1001,,0
569,691,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：K11,dailyGiftbag,,0,,1.00,0,0,0,40105,1,100025-1,0,0,1001,,0
570,692,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：64式自,dailyGiftbag,,0,,1.00,0,0,0,40106,1,100025-1,0,0,1001,,0
571,693,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：ADS,dailyGiftbag,,0,,1.00,0,0,0,40177,1,100025-1,0,0,1001,,0
572,694,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Kar98k,dailyGiftbag,,0,,1.00,0,0,0,40107,1,100025-1,0,0,1001,,0
573,695,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：WA2000,dailyGiftbag,,0,,1.00,0,0,0,40108,1,100025-1,0,0,1001,,0
574,696,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：李-恩菲尔德,dailyGiftbag,,0,,1.00,0,0,0,40109,1,100025-1,0,0,1001,,0
575,697,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NTW-20,dailyGiftbag,,0,,1.00,0,0,0,40110,1,100025-1,0,0,1001,,0
576,698,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M99,dailyGiftbag,,0,,1.00,0,0,0,40111,1,100025-1,0,0,1001,,0
577,699,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：IWS 2000,dailyGiftbag,,0,,1.00,0,0,0,40112,1,100025-1,0,0,1001,,0
578,700,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M1891,dailyGiftbag,,0,,1.00,0,0,0,40113,1,100025-1,0,0,1001,,0
579,701,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：卡尔卡诺M91/38,dailyGiftbag,,0,,1.00,0,0,0,40114,1,100025-1,0,0,1001,,0
580,702,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M200,dailyGiftbag,,0,,1.00,0,0,0,40115,1,100025-1,0,0,1001,,0
581,703,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：QBU-88,dailyGiftbag,,0,,1.00,0,0,0,40116,1,100025-1,0,0,1001,,0
582,704,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：汤姆森,dailyGiftbag,,0,,1.00,0,0,0,40117,1,100025-1,0,0,1001,,0
583,705,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维克托,dailyGiftbag,,0,,1.00,0,0,0,40118,1,100025-1,0,0,1001,,0
584,706,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：G36C,dailyGiftbag,,0,,1.00,0,0,0,40119,1,100025-1,0,0,1001,,0
585,707,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：索米,dailyGiftbag,,0,,1.00,0,0,0,40120,1,100025-1,0,0,1001,,0
586,708,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：79式,dailyGiftbag,,0,,1.00,0,0,0,40121,1,100025-1,0,0,1001,,0
587,709,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：SR-3MP,dailyGiftbag,,0,,1.00,0,0,0,40122,1,100025-1,0,0,1001,,0
588,710,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：C-MS,dailyGiftbag,,0,,1.00,0,0,0,40123,1,100025-1,0,0,1001,,0
589,711,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：樱花,dailyGiftbag,,0,,1.00,0,0,0,40124,1,100025-1,0,0,1001,,0
590,712,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：P90,dailyGiftbag,,0,,1.00,0,0,0,40125,1,100025-1,0,0,1001,,0
591,713,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：MP7,dailyGiftbag,,0,,1.00,0,0,0,40126,1,100025-1,0,0,1001,,0
592,714,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：灰熊MkⅤ,dailyGiftbag,,0,,1.00,0,0,0,40127,1,100025-1,0,0,1001,,0
593,715,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：M950A,dailyGiftbag,,0,,1.00,0,0,0,40128,1,100025-1,0,0,1001,,0
594,716,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：维尔德MkⅡ,dailyGiftbag,,0,,1.00,0,0,0,40129,1,100025-1,0,0,1001,,0
595,717,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：NZ75,dailyGiftbag,,0,,1.00,0,0,0,40130,1,100025-1,0,0,1001,,0
596,718,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：竞争者,dailyGiftbag,,0,,1.00,0,0,0,40131,1,100025-1,0,0,1001,,0
597,719,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：Px4 风暴,dailyGiftbag,,0,,1.00,0,0,0,40132,1,100025-1,0,0,1001,,0
598,720,8,0,,0,0,0,0,0,0,0,,0,0,0,0,2001,战术人形：PA-15,dailyGiftbag,,0,,1.00,0,0,0,40133,1,100025-1,0,0,1001,,0
599,721,8,0,1490-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：真核面具纪念头像·裂变链接,dailyGiftbag,,0,,1.00,0,0,0,0,1,100025-1,0,0,1001,,0
600,722,8,0,,0,0,0,0,0,0,0,,398,0,0,0,2001,心智升级特惠,dailyGiftbag,Bumdle_heavy,2,,1.00,0,0,0,522,0,0,0,0,3002,,0
601,723,8,50,,0,0,0,0,0,0,0,,128,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_purple,1,,1.00,0,0,0,524,0,0,0,0,3002,,0
602,724,8,0,"601-5,41-200,6003-5",0,0,0,0,0,0,0,,1198,0,0,0,2001,9月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
603,725,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
604,726,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
605,727,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
606,728,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
607,729,8,0,"2-10,3-10",0,0,0,0,0,0,0,,310,620,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
608,730,8,35,"7-1,41-100",0,0,0,0,0,0,0,3702-1,2588,0,0,0,2001,95式学院装扮礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
609,731,8,34,7-1,0,0,0,0,0,0,0,3705-1,1588,0,0,0,2001,Mk23学院装扮礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
610,732,8,33,41-50,0,0,0,0,0,0,0,3708-1,999,0,0,0,2001,TMP学院装扮礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3003,,0
611,733,8,50,,0,0,0,0,0,0,0,,128,0,0,0,2001,每日特惠礼包,dailyGiftbag,Bumdle_purple,1,,1.00,0,0,0,525,0,0,0,0,3002,,0
612,734,8,0,"13-1,7-1,506-1000",0,0,0,0,0,0,0,100003-10,580,0,0,0,2001,10月特惠礼包,dailyGiftbag,Bumdle_package,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
613,735,8,0,,0,9000,0,0,0,0,0,,480,960,0,0,2001,人力半价礼包,dailyGiftbag,Bumdle_Manpower,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
614,736,8,0,,0,0,9000,0,0,0,0,,480,960,0,0,2001,弹药半价礼包,dailyGiftbag,Bumdle_Ammunition,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
615,737,8,0,,0,0,0,9000,0,0,0,,480,960,0,0,2001,口粮半价礼包,dailyGiftbag,Bumdle_Ration,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
616,738,8,0,,0,0,0,0,3000,0,0,,480,960,0,0,2001,零件半价礼包,dailyGiftbag,Bumdle_Parts,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
617,739,8,0,"1-10,3-10",0,0,0,0,0,0,0,,430,860,0,0,2001,契约半价礼包,dailyGiftbag,Bumdle_black,50,,1.00,0,0,0,0,0,0,0,0,3002,,0
618,740,8,6,"15-200,46-50,506-100",0,0,0,0,0,0,0,,498,0,0,0,2020,重装补给礼包,dailyGiftbag,Bumdle_orange,0,,1.00,0,0,0,0,0,0,0,0,3002,,0
619,741,8,16,,0,0,0,0,0,0,0,3805-1,0,0,0,0,2001,装扮：KSVK-月暗面漫步,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-150,0,0,1004,,0
620,742,8,17,,0,0,0,0,0,0,0,,0,0,0,0,2001,家具：甜美治疗椅,dailyGiftbag,,0,,1.00,0,0,0,530,1,100108-100,0,0,1004,,0
621,743,8,18,1515-1,0,0,0,0,0,0,0,,0,0,0,0,2001,名片：狂潮落幕时,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-50,0,0,1004,,0
622,744,8,19,1513-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：传颂使者,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-30,0,0,1004,,0
623,745,8,20,1514-1,0,0,0,0,0,0,0,,0,0,0,0,2001,头像：诡夜对决,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-30,0,0,1004,,0
624,746,8,21,,0,0,0,0,0,0,0,,0,0,0,0,2001,16Lab空尖弹,dailyGiftbag,,0,,1.00,0,0,0,125,1,100108-80,0,0,1004,,0
625,747,8,22,,0,0,0,0,0,0,0,,0,0,0,0,2001,16Lab高速弹,dailyGiftbag,,0,,1.00,0,0,0,146,1,100108-80,0,0,1004,,0
626,748,8,23,41-1,0,0,0,0,0,0,0,,0,0,0,0,2100,采购币,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-3,0,0,1004,,0
627,749,8,24,,0,0,0,0,0,0,0,200001-1,0,0,0,0,2080,作战报告书,dailyGiftbag,,0,,1.00,0,0,0,0,1,100108-2,0,0,1004,,0
