,id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
354,759,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
355,760,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
356,761,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
357,762,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
358,763,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
359,764,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
360,765,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
361,766,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
362,767,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
363,768,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
364,769,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
365,770,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
366,771,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
367,801,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
368,802,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
369,803,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
370,804,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
371,805,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
372,806,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
373,807,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
374,808,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
375,809,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
376,820,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
377,821,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
378,822,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
379,823,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
380,824,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
381,825,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
382,826,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
383,827,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
384,828,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
385,829,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
386,830,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
387,831,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
388,832,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
389,833,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
390,834,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
391,835,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
392,836,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
393,837,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
394,838,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
395,839,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
396,840,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
397,841,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
398,842,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
399,843,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
400,844,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
401,845,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
402,846,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
403,847,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
404,848,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
405,849,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
406,850,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
407,851,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
408,852,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
409,853,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
410,854,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
411,855,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
412,856,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
413,857,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
414,858,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
415,859,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
416,860,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
417,861,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
418,862,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
419,863,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
420,864,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
421,865,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
422,866,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
423,867,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
424,868,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
425,869,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
426,870,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
427,871,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
428,901,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
429,902,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
430,903,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
431,904,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
432,905,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
433,906,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
434,907,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
435,908,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
436,909,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
437,920,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
438,921,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
439,922,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
440,923,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
441,924,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
442,925,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
443,926,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
444,927,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
445,928,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
446,929,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
447,930,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
448,931,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
449,932,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
450,933,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
451,934,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
452,935,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
453,936,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
454,937,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
455,938,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
456,939,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
457,940,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
458,941,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
459,942,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
460,943,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
461,944,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
462,945,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
463,946,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
464,947,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
465,948,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
466,949,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
467,950,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
468,951,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
469,952,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
470,953,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
471,954,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
472,955,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
473,956,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
474,957,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
475,958,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
476,959,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
477,960,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
478,961,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
479,962,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
480,963,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
481,964,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
482,965,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
483,966,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
484,967,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
485,968,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
486,969,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
487,970,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
488,971,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
489,3001,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
490,3002,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
491,3003,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
492,3004,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
493,3005,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
494,3006,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
495,3007,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
496,3008,4,250,250,250,500,0,0,0,0,,monthlycard1,0,0,2000,,0,0
497,3009,4,0,1280,0,1280,0,0,0,0,,monthlycard1,0,0,2000,,0,0
498,3020,4,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
499,3021,4,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
500,3022,4,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
501,3023,4,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
502,3024,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
503,3025,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
504,3026,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
505,3027,4,2450,2450,2450,2450,0,0,0,0,,,0,0,2000,,0,0
506,3028,4,250,250,250,500,0,0,0,0,,monthlycard1,0,0,2000,,0,0
507,3029,4,60,60,60,60,0,0,0,0,,,0,0,2000,,0,0
508,3030,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
509,3031,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
510,3032,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
511,3033,4,1580,1580,1580,1580,0,0,0,0,,,0,0,2000,,0,0
512,10001,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
513,10002,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
514,10003,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
515,10004,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
516,10005,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
517,10006,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
518,10007,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
519,10008,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
520,10009,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
521,10020,21,1298,1298,0,0,0,0,0,0,,,0,74,2000,,0,0
522,10021,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
523,10022,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
524,10023,21,2407,2407,0,0,0,0,0,0,,,0,80,2000,,0,0
525,10024,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
526,10025,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
527,10026,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
528,10027,21,2407,2407,2407,2407,0,0,0,0,,,1,80,2000,,0,0
529,10028,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
530,10029,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
531,10030,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
532,10031,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
533,10032,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
534,10033,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
535,10034,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
536,10035,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
537,10036,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
538,10037,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
539,10038,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
540,10039,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
541,10040,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
542,10041,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
543,10042,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
544,10043,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
545,10044,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
546,10045,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
547,10046,21,1850,1850,1850,1850,0,0,0,0,,,1,1205,2000,,0,0
548,10047,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
549,10048,21,2040,2040,2040,2040,0,0,0,0,,,1,1229,2000,,0,0
550,10049,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
551,10050,21,435,435,435,435,0,0,0,0,,,1,1241,2000,,0,0
552,10051,21,2070,2070,2070,2070,0,0,0,0,,,1,1229,2000,,0,0
553,10052,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
554,10053,21,640,640,640,640,0,0,0,0,,,5,1243,2000,,0,0
555,10054,21,1000,1000,1000,1000,0,0,0,0,,,2,1253,2000,,0,
556,10055,21,1000,1000,1000,1000,0,0,0,0,,,2,1254,2000,,0,
557,10056,21,1630,1630,1630,1630,0,0,0,0,,,1,1292,2000,,0,
558,10057,21,2070,2070,2070,2070,0,0,0,0,,,1,1322,2000,,0,
559,10058,21,450,450,450,450,0,0,0,0,,,1,1323,2000,,0,
560,10059,21,1630,1630,1630,1630,0,0,0,0,,,2,1324,2000,,0,
561,10060,21,1000,1000,1000,1000,0,0,0,0,,,1,1410,6003,,0,
562,10061,21,1630,1630,1630,1630,0,0,0,0,,,1,1411,6003,,0,
563,10062,21,2070,2070,2070,2070,0,0,0,0,,,1,1412,6003,,0,
564,10063,21,1000,1000,1000,1000,0,0,0,0,,,2,1413,6003,,0,
565,10064,21,1000,1000,1000,1000,0,0,0,0,,,1,1464,6003,,0,
566,10065,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
567,10066,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
568,10067,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
569,10068,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
570,10069,21,2070,2070,2070,2070,0,0,0,0,,,1,1469,6003,,0,
571,10101,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
572,10102,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
573,10103,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
574,10104,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
575,10105,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
576,10106,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
577,10107,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
578,10108,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
579,10109,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
580,10120,21,1298,1298,0,0,0,0,0,0,,,0,74,2000,,0,0
581,10121,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
582,10122,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
583,10123,21,2407,2407,0,0,0,0,0,0,,,0,80,2000,,0,0
584,10124,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
585,10125,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
586,10126,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
587,10127,21,2407,2407,2407,2407,0,0,0,0,,,1,80,2000,,0,0
588,10128,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
589,10129,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
590,10130,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
591,10131,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
592,10132,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
593,10133,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
594,10134,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
595,10135,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
596,10136,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
597,10137,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
598,10138,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
599,10139,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
600,10140,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
601,10141,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
602,10142,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
603,10143,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
604,10144,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
605,10145,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
606,10146,21,1850,1850,1850,1850,0,0,0,0,,,1,1205,2000,,0,0
607,10147,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
608,10148,21,2040,2040,2040,2040,0,0,0,0,,,1,1229,2000,,0,0
609,10149,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
610,10150,21,435,435,435,435,0,0,0,0,,,1,1241,2000,,0,0
611,10151,21,2070,2070,2070,2070,0,0,0,0,,,1,1229,2000,,0,0
612,10152,21,1630,1630,1630,1630,0,0,0,0,,,2,1240,2000,,0,0
613,10153,21,640,640,640,640,0,0,0,0,,,5,1243,2000,,0,0
614,10154,21,1000,1000,1000,1000,0,0,0,0,,,2,1253,2000,,0,
615,10155,21,1000,1000,1000,1000,0,0,0,0,,,2,1254,2000,,0,
616,10156,21,1630,1630,1630,1630,0,0,0,0,,,1,1292,2000,,0,
617,10157,21,2070,2070,2070,2070,0,0,0,0,,,1,1322,2000,,0,
618,10158,21,450,450,450,450,0,0,0,0,,,1,1323,2000,,0,
619,10159,21,1630,1630,1630,1630,0,0,0,0,,,2,1324,2000,,0,
620,10160,21,1000,1000,1000,1000,0,0,0,0,,,1,1410,6003,,0,
621,10161,21,1630,1630,1630,1630,0,0,0,0,,,1,1411,6003,,0,
622,10162,21,2070,2070,2070,2070,0,0,0,0,,,1,1412,6003,,0,
623,10163,21,1000,1000,1000,1000,0,0,0,0,,,2,1413,6003,,0,
624,10164,21,1000,1000,1000,1000,0,0,0,0,,,1,1464,6003,,0,
625,10165,21,535,535,535,535,0,0,0,0,,,10,1465,6003,,0,
626,10166,21,535,535,535,535,0,0,0,0,,,5,1466,6003,,0,
627,10167,21,535,535,535,535,0,0,0,0,,,5,1467,6003,,0,
628,10168,21,535,535,535,535,0,0,0,0,,,5,1468,6003,,0,
629,10169,21,2070,2070,2070,2070,0,0,0,0,,,1,1469,6003,,0,
630,10501,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
631,10502,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
632,10503,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
633,10504,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
634,10505,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
635,10506,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
636,10507,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
637,10508,4,600,600,600,1200,0,0,0,0,,monthlycard1,0,0,2000,,0,0
638,10511,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
639,10512,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
640,10513,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
641,10520,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
642,10521,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
643,10522,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
644,10523,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
645,10524,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
646,10525,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
647,10526,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
648,10527,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
649,10528,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
650,10529,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
651,20101,4,2,2,2,2,0,0,0,0,,,0,0,2000,,0,0
652,20102,4,20,20,20,20,0,0,0,0,,,0,0,2000,,0,0
653,20103,4,50,50,50,50,0,0,0,0,,,0,0,2000,,0,0
654,30001,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
655,30002,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
656,30003,4,480,535,480,960,0,0,0,0,,,0,0,2000,,0,0
657,30004,4,980,1118,980,1960,0,0,0,0,,,0,0,2000,,0,0
658,30005,4,1980,2350,1980,3960,0,0,0,0,,,0,0,2000,,0,0
659,30006,4,3180,3983,3180,6360,0,0,0,0,,,0,0,2000,,0,0
660,30007,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
661,30008,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
662,30009,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
663,30010,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
664,30011,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
665,30012,4,0,535,0,535,0,0,0,0,,,0,0,2000,,0,0
666,30013,4,0,2350,0,2350,0,0,0,0,,,0,0,2000,,0,0
667,30014,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
668,30015,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
669,30016,4,0,535,0,535,0,0,0,0,,,0,0,2000,,0,0
670,30017,4,0,2350,0,2350,0,0,0,0,,,0,0,2000,,0,0
671,30020,4,1298,1298,1298,1298,0,0,0,0,,,0,74,2000,,0,0
672,30021,21,594,594,0,0,0,0,0,0,,,0,78,2000,,0,0
673,30022,21,1298,1298,0,0,0,0,0,0,,,0,79,2000,,0,0
674,30023,21,2047,2047,0,0,0,0,0,0,,,0,80,2000,,0,0
675,30024,21,2047,2047,2047,2047,0,0,0,0,,,1,159,2000,,0,0
676,30025,21,594,594,594,594,0,0,0,0,,,1,78,2000,,0,0
677,30026,21,1298,1298,1298,1298,0,0,0,0,,,1,79,2000,,0,0
678,30027,21,2047,2047,2047,2047,0,0,0,0,,,1,80,2000,,0,0
679,30028,21,2047,2047,2047,2047,0,0,0,0,,,1,975,2000,,0,0
680,30029,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
681,30030,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
682,30031,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
683,30032,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
684,30033,21,1500,1500,1500,1500,0,0,0,0,,,1,1081,2000,,0,0
685,30034,21,1500,1500,1500,1500,0,0,0,0,,,1,1082,2000,,0,0
686,30035,21,1500,1500,1500,1500,0,0,0,0,,,1,1083,2000,,0,0
687,30036,21,1500,1500,1500,1500,0,0,0,0,,,1,1084,2000,,0,0
688,30037,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
689,30038,21,450,450,450,450,0,0,0,0,,,1,1168,2000,,0,0
690,30039,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
691,30040,21,300,300,300,300,0,0,0,0,,,10,1172,2000,,0,0
692,30041,21,1030,1030,1030,1030,0,0,0,0,,,2,1178,2000,,0,0
693,30042,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
694,30043,21,1500,1500,1500,1500,0,0,0,0,,,1,1202,2000,,0,0
695,30044,21,1500,1500,1500,1500,0,0,0,0,,,1,1203,2000,,0,0
696,30045,21,950,950,950,950,0,0,0,0,,,2,1204,2000,,0,0
697,30046,21,1850,1850,1850,1850,0,0,0,0,,,1,1210,2000,,0,0
698,30047,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
699,30048,21,2090,2090,2090,2090,0,0,0,0,,,1,1229,2000,,0,0
700,30049,21,1830,1830,1830,1830,0,0,0,0,,,2,1240,2000,,0,0
701,30050,21,480,480,480,480,0,0,0,0,,,1,1241,2000,,0,0
702,30051,21,2110,2110,2110,2110,0,0,0,0,,,1,1229,2000,,0,0
703,30052,21,1700,1700,1700,1700,0,0,0,0,,,2,1240,2000,,0,0
704,30053,21,650,650,650,650,0,0,0,0,,,5,1243,2000,,0,0
