,id,cost_item,cost_num,prize_id,quota,start_time,end_time
355,356,513,2000,4224,1,2021-03-18 10:00:00,2021-04-15 10:00:00
356,357,513,375,4204,20,2021-03-18 10:00:00,2021-04-15 10:00:00
357,358,513,625,4205,20,2021-03-18 10:00:00,2021-04-15 10:00:00
358,359,513,1250,4206,50,2021-03-18 10:00:00,2021-04-15 10:00:00
359,360,513,1500,4207,30,2021-03-18 10:00:00,2021-04-15 10:00:00
360,361,513,1850,4208,10,2021-03-18 10:00:00,2021-04-15 10:00:00
361,362,513,500,4220,1,2021-03-18 10:00:00,2021-04-15 10:00:00
362,363,513,250,4282,1,2021-03-18 10:00:00,2021-04-15 10:00:00
363,364,513,125,4283,1,2021-03-18 10:00:00,2021-04-15 10:00:00
364,365,513,25,4212,200,2021-03-18 10:00:00,2021-04-15 10:00:00
365,366,512,800,4284,1,2021-04-15 10:00:00,2021-05-13 10:00:00
366,367,512,800,4222,1,2021-04-15 10:00:00,2021-05-13 10:00:00
367,368,512,200,4278,1,2021-04-15 10:00:00,2021-05-13 10:00:00
368,369,512,80,4224,1,2021-04-15 10:00:00,2021-05-13 10:00:00
369,370,512,80,4235,1,2021-04-15 10:00:00,2021-05-13 10:00:00
370,371,512,15,4204,20,2021-04-15 10:00:00,2021-05-13 10:00:00
371,372,512,25,4205,20,2021-04-15 10:00:00,2021-05-13 10:00:00
372,373,512,50,4206,50,2021-04-15 10:00:00,2021-05-13 10:00:00
373,374,512,60,4207,30,2021-04-15 10:00:00,2021-05-13 10:00:00
374,375,512,75,4208,10,2021-04-15 10:00:00,2021-05-13 10:00:00
375,376,512,20,4285,1,2021-04-15 10:00:00,2021-05-13 10:00:00
376,377,512,10,4286,1,2021-04-15 10:00:00,2021-05-13 10:00:00
377,378,512,5,4218,1,2021-04-15 10:00:00,2021-05-13 10:00:00
378,379,512,1,4212,200,2021-04-15 10:00:00,2021-05-13 10:00:00
379,380,513,5000,4278,1,2021-04-15 10:00:00,2021-05-13 10:00:00
380,381,513,2000,4224,1,2021-04-15 10:00:00,2021-05-13 10:00:00
381,382,513,2000,4235,1,2021-04-15 10:00:00,2021-05-13 10:00:00
382,383,513,2000,4229,1,2021-04-15 10:00:00,2021-05-13 10:00:00
383,384,513,375,4204,20,2021-04-15 10:00:00,2021-05-13 10:00:00
384,385,513,625,4205,20,2021-04-15 10:00:00,2021-05-13 10:00:00
385,386,513,1250,4206,50,2021-04-15 10:00:00,2021-05-13 10:00:00
386,387,513,1500,4207,30,2021-04-15 10:00:00,2021-05-13 10:00:00
387,388,513,1850,4208,10,2021-04-15 10:00:00,2021-05-13 10:00:00
388,389,513,500,4285,1,2021-04-15 10:00:00,2021-05-13 10:00:00
389,390,513,250,4286,1,2021-04-15 10:00:00,2021-05-13 10:00:00
390,391,513,125,4218,1,2021-04-15 10:00:00,2021-05-13 10:00:00
391,392,513,25,4212,200,2021-04-15 10:00:00,2021-05-13 10:00:00
392,393,512,800,4227,1,2021-05-13 10:00:00,2021-06-10 10:00:00
393,394,512,200,4214,1,2021-05-13 10:00:00,2021-06-10 10:00:00
394,395,512,80,4229,1,2021-05-13 10:00:00,2021-06-10 10:00:00
395,396,512,80,4241,1,2021-05-13 10:00:00,2021-06-10 10:00:00
396,397,512,15,4204,20,2021-05-13 10:00:00,2021-06-10 10:00:00
397,398,512,25,4205,20,2021-05-13 10:00:00,2021-06-10 10:00:00
398,399,512,50,4206,50,2021-05-13 10:00:00,2021-06-10 10:00:00
399,400,512,60,4207,30,2021-05-13 10:00:00,2021-06-10 10:00:00
400,401,512,75,4208,10,2021-05-13 10:00:00,2021-06-10 10:00:00
401,402,512,20,4230,1,2021-05-13 10:00:00,2021-06-10 10:00:00
402,403,512,10,4287,1,2021-05-13 10:00:00,2021-06-10 10:00:00
403,404,512,5,4221,1,2021-05-13 10:00:00,2021-06-10 10:00:00
404,405,512,1,4212,200,2021-05-13 10:00:00,2021-06-10 10:00:00
405,406,513,5000,4214,1,2021-05-13 10:00:00,2021-06-10 10:00:00
406,407,513,2000,4229,1,2021-05-13 10:00:00,2021-06-10 10:00:00
407,408,513,2000,4241,1,2021-05-13 10:00:00,2021-06-10 10:00:00
408,409,513,2000,4235,1,2021-05-13 10:00:00,2021-06-10 10:00:00
409,410,513,375,4204,20,2021-05-13 10:00:00,2021-06-10 10:00:00
410,411,513,625,4205,20,2021-05-13 10:00:00,2021-06-10 10:00:00
411,412,513,1250,4206,50,2021-05-13 10:00:00,2021-06-10 10:00:00
412,413,513,1500,4207,30,2021-05-13 10:00:00,2021-06-10 10:00:00
413,414,513,1850,4208,10,2021-05-13 10:00:00,2021-06-10 10:00:00
414,415,513,500,4230,1,2021-05-13 10:00:00,2021-06-10 10:00:00
415,416,513,250,4287,1,2021-05-13 10:00:00,2021-06-10 10:00:00
416,417,513,125,4221,1,2021-05-13 10:00:00,2021-06-10 10:00:00
417,418,513,25,4212,200,2021-05-13 10:00:00,2021-06-10 10:00:00
418,419,512,800,4233,1,2021-06-10 10:00:00,2021-07-08 10:00:00
419,420,512,200,4202,1,2021-06-10 10:00:00,2021-07-08 10:00:00
420,421,512,80,4235,1,2021-06-10 10:00:00,2021-07-08 10:00:00
421,422,512,80,4247,1,2021-06-10 10:00:00,2021-07-08 10:00:00
422,423,512,15,4204,20,2021-06-10 10:00:00,2021-07-08 10:00:00
423,424,512,25,4205,20,2021-06-10 10:00:00,2021-07-08 10:00:00
424,425,512,50,4206,50,2021-06-10 10:00:00,2021-07-08 10:00:00
425,426,512,60,4207,30,2021-06-10 10:00:00,2021-07-08 10:00:00
426,427,512,75,4208,10,2021-06-10 10:00:00,2021-07-08 10:00:00
427,428,512,20,4236,1,2021-06-10 10:00:00,2021-07-08 10:00:00
428,429,512,10,4288,1,2021-06-10 10:00:00,2021-07-08 10:00:00
429,430,512,5,4211,1,2021-06-10 10:00:00,2021-07-08 10:00:00
430,431,512,1,4212,200,2021-06-10 10:00:00,2021-07-08 10:00:00
431,432,513,5000,4202,1,2021-06-10 10:00:00,2021-07-08 10:00:00
432,433,513,2000,4235,1,2021-06-10 10:00:00,2021-07-08 10:00:00
433,434,513,2000,4247,1,2021-06-10 10:00:00,2021-07-08 10:00:00
434,435,513,2000,4241,1,2021-06-10 10:00:00,2021-07-08 10:00:00
435,436,513,375,4204,20,2021-06-10 10:00:00,2021-07-08 10:00:00
436,437,513,625,4205,20,2021-06-10 10:00:00,2021-07-08 10:00:00
437,438,513,1250,4206,50,2021-06-10 10:00:00,2021-07-08 10:00:00
438,439,513,1500,4207,30,2021-06-10 10:00:00,2021-07-08 10:00:00
439,440,513,1850,4208,10,2021-06-10 10:00:00,2021-07-08 10:00:00
440,441,513,500,4236,1,2021-06-10 10:00:00,2021-07-08 10:00:00
441,442,513,250,4288,1,2021-06-10 10:00:00,2021-07-08 10:00:00
442,443,513,125,4211,1,2021-06-10 10:00:00,2021-07-08 10:00:00
443,444,513,25,4212,200,2021-06-10 10:00:00,2021-07-08 10:00:00
444,445,512,800,4239,1,2021-07-08 10:00:00,2021-08-05 10:00:00
445,446,512,200,4223,1,2021-07-08 10:00:00,2021-08-05 10:00:00
446,447,512,80,4241,1,2021-07-08 10:00:00,2021-08-05 10:00:00
447,448,512,80,4271,1,2021-07-08 10:00:00,2021-08-05 10:00:00
448,449,512,15,4204,20,2021-07-08 10:00:00,2021-08-05 10:00:00
449,450,512,25,4205,20,2021-07-08 10:00:00,2021-08-05 10:00:00
450,451,512,50,4206,50,2021-07-08 10:00:00,2021-08-05 10:00:00
451,452,512,60,4207,30,2021-07-08 10:00:00,2021-08-05 10:00:00
452,453,512,75,4208,10,2021-07-08 10:00:00,2021-08-05 10:00:00
453,454,512,20,4242,1,2021-07-08 10:00:00,2021-08-05 10:00:00
454,455,512,10,4289,1,2021-07-08 10:00:00,2021-08-05 10:00:00
455,456,512,5,4232,1,2021-07-08 10:00:00,2021-08-05 10:00:00
456,457,512,1,4212,200,2021-07-08 10:00:00,2021-08-05 10:00:00
457,458,513,5000,4223,1,2021-07-08 10:00:00,2021-08-05 10:00:00
458,459,513,2000,4241,1,2021-07-08 10:00:00,2021-08-05 10:00:00
459,460,513,2000,4271,1,2021-07-08 10:00:00,2021-08-05 10:00:00
460,461,513,2000,4247,1,2021-07-08 10:00:00,2021-08-05 10:00:00
461,462,513,375,4204,20,2021-07-08 10:00:00,2021-08-05 10:00:00
462,463,513,625,4205,20,2021-07-08 10:00:00,2021-08-05 10:00:00
463,464,513,1250,4206,50,2021-07-08 10:00:00,2021-08-05 10:00:00
464,465,513,1500,4207,30,2021-07-08 10:00:00,2021-08-05 10:00:00
465,466,513,1850,4208,10,2021-07-08 10:00:00,2021-08-05 10:00:00
466,467,513,500,4242,1,2021-07-08 10:00:00,2021-08-05 10:00:00
467,468,513,250,4289,1,2021-07-08 10:00:00,2021-08-05 10:00:00
468,469,513,125,4232,1,2021-07-08 10:00:00,2021-08-05 10:00:00
469,470,513,25,4212,200,2021-07-08 10:00:00,2021-08-05 10:00:00
470,471,512,800,4245,1,2021-08-05 10:00:00,2021-09-02 10:00:00
471,472,512,800,4290,1,2021-08-05 10:00:00,2021-09-02 10:00:00
472,473,512,200,4228,1,2021-08-05 10:00:00,2021-09-02 10:00:00
473,474,512,80,4247,1,2021-08-05 10:00:00,2021-09-02 10:00:00
474,475,512,80,4215,1,2021-08-05 10:00:00,2021-09-02 10:00:00
475,476,512,15,4204,20,2021-08-05 10:00:00,2021-09-02 10:00:00
476,477,512,25,4205,20,2021-08-05 10:00:00,2021-09-02 10:00:00
477,478,512,50,4206,50,2021-08-05 10:00:00,2021-09-02 10:00:00
478,479,512,60,4207,30,2021-08-05 10:00:00,2021-09-02 10:00:00
479,480,512,75,4208,10,2021-08-05 10:00:00,2021-09-02 10:00:00
480,481,512,20,4248,1,2021-08-05 10:00:00,2021-09-02 10:00:00
481,482,512,20,4291,1,2021-08-05 10:00:00,2021-09-02 10:00:00
482,483,512,10,4292,1,2021-08-05 10:00:00,2021-09-02 10:00:00
483,484,512,5,4238,1,2021-08-05 10:00:00,2021-09-02 10:00:00
484,485,512,1,4212,200,2021-08-05 10:00:00,2021-09-02 10:00:00
485,486,513,5000,4228,1,2021-08-05 10:00:00,2021-09-02 10:00:00
486,487,513,2000,4247,1,2021-08-05 10:00:00,2021-09-02 10:00:00
487,488,513,2000,4215,1,2021-08-05 10:00:00,2021-09-02 10:00:00
488,489,513,2000,4271,1,2021-08-05 10:00:00,2021-09-02 10:00:00
489,490,513,375,4204,20,2021-08-05 10:00:00,2021-09-02 10:00:00
490,491,513,625,4205,20,2021-08-05 10:00:00,2021-09-02 10:00:00
491,492,513,1250,4206,50,2021-08-05 10:00:00,2021-09-02 10:00:00
492,493,513,1500,4207,30,2021-08-05 10:00:00,2021-09-02 10:00:00
493,494,513,1850,4208,10,2021-08-05 10:00:00,2021-09-02 10:00:00
494,495,513,500,4248,1,2021-08-05 10:00:00,2021-09-02 10:00:00
495,496,513,500,4291,1,2021-08-05 10:00:00,2021-09-02 10:00:00
496,497,513,250,4292,1,2021-08-05 10:00:00,2021-09-02 10:00:00
497,498,513,125,4238,1,2021-08-05 10:00:00,2021-09-02 10:00:00
498,499,513,25,4212,200,2021-08-05 10:00:00,2021-09-02 10:00:00
499,500,512,800,4251,1,2021-09-02 10:00:00,2021-09-30 10:00:00
500,501,512,200,4234,1,2021-09-02 10:00:00,2021-09-30 10:00:00
501,502,512,80,4271,1,2021-09-02 10:00:00,2021-09-30 10:00:00
502,503,512,80,4219,1,2021-09-02 10:00:00,2021-09-30 10:00:00
503,504,512,15,4204,20,2021-09-02 10:00:00,2021-09-30 10:00:00
504,505,512,25,4205,20,2021-09-02 10:00:00,2021-09-30 10:00:00
505,506,512,50,4206,50,2021-09-02 10:00:00,2021-09-30 10:00:00
506,507,512,60,4207,30,2021-09-02 10:00:00,2021-09-30 10:00:00
507,508,512,75,4208,10,2021-09-02 10:00:00,2021-09-30 10:00:00
508,509,512,20,4253,1,2021-09-02 10:00:00,2021-09-30 10:00:00
509,510,512,10,4217,1,2021-09-02 10:00:00,2021-09-30 10:00:00
510,511,512,5,4244,1,2021-09-02 10:00:00,2021-09-30 10:00:00
511,512,512,1,4212,200,2021-09-02 10:00:00,2021-09-30 10:00:00
512,513,513,5000,4234,1,2021-09-02 10:00:00,2021-09-30 10:00:00
513,514,513,2000,4271,1,2021-09-02 10:00:00,2021-09-30 10:00:00
514,515,513,2000,4219,1,2021-09-02 10:00:00,2021-09-30 10:00:00
515,516,513,2000,4215,1,2021-09-02 10:00:00,2021-09-30 10:00:00
516,517,513,375,4204,20,2021-09-02 10:00:00,2021-09-30 10:00:00
517,518,513,625,4205,20,2021-09-02 10:00:00,2021-09-30 10:00:00
518,519,513,1250,4206,50,2021-09-02 10:00:00,2021-09-30 10:00:00
519,520,513,1500,4207,30,2021-09-02 10:00:00,2021-09-30 10:00:00
520,521,513,1850,4208,10,2021-09-02 10:00:00,2021-09-30 10:00:00
521,522,513,500,4253,1,2021-09-02 10:00:00,2021-09-30 10:00:00
522,523,513,250,4217,1,2021-09-02 10:00:00,2021-09-30 10:00:00
523,524,513,125,4244,1,2021-09-02 10:00:00,2021-09-30 10:00:00
524,525,513,25,4212,200,2021-09-02 10:00:00,2021-09-30 10:00:00
525,526,512,800,4256,1,2021-09-30 10:00:00,2021-10-28 10:00:00
526,527,512,200,4240,1,2021-09-30 10:00:00,2021-10-28 10:00:00
527,528,512,80,4215,1,2021-09-30 10:00:00,2021-10-28 10:00:00
528,529,512,80,4216,1,2021-09-30 10:00:00,2021-10-28 10:00:00
529,530,512,15,4204,20,2021-09-30 10:00:00,2021-10-28 10:00:00
530,531,512,25,4205,20,2021-09-30 10:00:00,2021-10-28 10:00:00
531,532,512,50,4206,50,2021-09-30 10:00:00,2021-10-28 10:00:00
532,533,512,60,4207,30,2021-09-30 10:00:00,2021-10-28 10:00:00
533,534,512,75,4208,10,2021-09-30 10:00:00,2021-10-28 10:00:00
534,535,512,20,4258,1,2021-09-30 10:00:00,2021-10-28 10:00:00
535,536,512,10,4210,1,2021-09-30 10:00:00,2021-10-28 10:00:00
536,537,512,5,4250,1,2021-09-30 10:00:00,2021-10-28 10:00:00
537,538,512,1,4212,200,2021-09-30 10:00:00,2021-10-28 10:00:00
538,539,513,5000,4240,1,2021-09-30 10:00:00,2021-10-28 10:00:00
539,540,513,2000,4215,1,2021-09-30 10:00:00,2021-10-28 10:00:00
540,541,513,2000,4216,1,2021-09-30 10:00:00,2021-10-28 10:00:00
541,542,513,2000,4219,1,2021-09-30 10:00:00,2021-10-28 10:00:00
542,543,513,375,4204,20,2021-09-30 10:00:00,2021-10-28 10:00:00
543,544,513,625,4205,20,2021-09-30 10:00:00,2021-10-28 10:00:00
544,545,513,1250,4206,50,2021-09-30 10:00:00,2021-10-28 10:00:00
545,546,513,1500,4207,30,2021-09-30 10:00:00,2021-10-28 10:00:00
546,547,513,1850,4208,10,2021-09-30 10:00:00,2021-10-28 10:00:00
547,548,513,500,4258,1,2021-09-30 10:00:00,2021-10-28 10:00:00
548,549,513,250,4210,1,2021-09-30 10:00:00,2021-10-28 10:00:00
549,550,513,125,4250,1,2021-09-30 10:00:00,2021-10-28 10:00:00
550,551,513,25,4212,200,2021-09-30 10:00:00,2021-10-28 10:00:00
551,552,512,800,4261,1,2021-10-28 10:00:00,2021-11-25 10:00:00
552,553,512,200,4246,1,2021-10-28 10:00:00,2021-11-25 10:00:00
553,554,512,80,4219,1,2021-10-28 10:00:00,2021-11-25 10:00:00
554,555,512,80,4203,1,2021-10-28 10:00:00,2021-11-25 10:00:00
555,556,512,15,4204,20,2021-10-28 10:00:00,2021-11-25 10:00:00
556,557,512,25,4205,20,2021-10-28 10:00:00,2021-11-25 10:00:00
557,558,512,50,4206,50,2021-10-28 10:00:00,2021-11-25 10:00:00
558,559,512,60,4207,30,2021-10-28 10:00:00,2021-11-25 10:00:00
559,560,512,75,4208,10,2021-10-28 10:00:00,2021-11-25 10:00:00
560,561,512,20,4265,1,2021-10-28 10:00:00,2021-11-25 10:00:00
561,562,512,10,4226,1,2021-10-28 10:00:00,2021-11-25 10:00:00
562,563,512,5,4255,1,2021-10-28 10:00:00,2021-11-25 10:00:00
563,564,512,1,4212,200,2021-10-28 10:00:00,2021-11-25 10:00:00
564,565,513,5000,4246,1,2021-10-28 10:00:00,2021-11-25 10:00:00
565,566,513,2000,4219,1,2021-10-28 10:00:00,2021-11-25 10:00:00
566,567,513,2000,4203,1,2021-10-28 10:00:00,2021-11-25 10:00:00
567,568,513,2000,4216,1,2021-10-28 10:00:00,2021-11-25 10:00:00
568,569,513,375,4204,20,2021-10-28 10:00:00,2021-11-25 10:00:00
569,570,513,625,4205,20,2021-10-28 10:00:00,2021-11-25 10:00:00
570,571,513,1250,4206,50,2021-10-28 10:00:00,2021-11-25 10:00:00
571,572,513,1500,4207,30,2021-10-28 10:00:00,2021-11-25 10:00:00
572,573,513,1850,4208,10,2021-10-28 10:00:00,2021-11-25 10:00:00
573,574,513,500,4265,1,2021-10-28 10:00:00,2021-11-25 10:00:00
574,575,513,250,4226,1,2021-10-28 10:00:00,2021-11-25 10:00:00
575,576,513,125,4255,1,2021-10-28 10:00:00,2021-11-25 10:00:00
576,577,513,25,4212,200,2021-10-28 10:00:00,2021-11-25 10:00:00
577,578,512,800,4266,1,2021-11-25 10:00:00,2021-12-23 10:00:00
578,579,512,800,4293,1,2021-11-25 10:00:00,2021-12-23 10:00:00
579,580,512,200,4294,1,2021-11-25 10:00:00,2021-12-23 10:00:00
580,581,512,80,4216,1,2021-11-25 10:00:00,2021-12-23 10:00:00
581,582,512,80,4224,1,2021-11-25 10:00:00,2021-12-23 10:00:00
582,583,512,15,4204,20,2021-11-25 10:00:00,2021-12-23 10:00:00
583,584,512,25,4205,20,2021-11-25 10:00:00,2021-12-23 10:00:00
584,585,512,50,4206,50,2021-11-25 10:00:00,2021-12-23 10:00:00
585,586,512,60,4207,30,2021-11-25 10:00:00,2021-12-23 10:00:00
586,587,512,75,4208,10,2021-11-25 10:00:00,2021-12-23 10:00:00
587,588,512,20,4268,1,2021-11-25 10:00:00,2021-12-23 10:00:00
588,589,512,20,4295,1,2021-11-25 10:00:00,2021-12-23 10:00:00
589,590,512,10,4296,1,2021-11-25 10:00:00,2021-12-23 10:00:00
590,591,512,5,4260,1,2021-11-25 10:00:00,2021-12-23 10:00:00
591,592,512,1,4212,200,2021-11-25 10:00:00,2021-12-23 10:00:00
592,593,513,5000,4294,1,2021-11-25 10:00:00,2021-12-23 10:00:00
593,594,513,2000,4216,1,2021-11-25 10:00:00,2021-12-23 10:00:00
594,595,513,2000,4224,1,2021-11-25 10:00:00,2021-12-23 10:00:00
595,596,513,2000,4203,1,2021-11-25 10:00:00,2021-12-23 10:00:00
596,597,513,375,4204,20,2021-11-25 10:00:00,2021-12-23 10:00:00
597,598,513,625,4205,20,2021-11-25 10:00:00,2021-12-23 10:00:00
598,599,513,1250,4206,50,2021-11-25 10:00:00,2021-12-23 10:00:00
599,600,513,1500,4207,30,2021-11-25 10:00:00,2021-12-23 10:00:00
600,601,513,1850,4208,10,2021-11-25 10:00:00,2021-12-23 10:00:00
601,602,513,500,4268,1,2021-11-25 10:00:00,2021-12-23 10:00:00
602,603,513,500,4295,1,2021-11-25 10:00:00,2021-12-23 10:00:00
603,604,513,250,4296,1,2021-11-25 10:00:00,2021-12-23 10:00:00
604,605,513,125,4260,1,2021-11-25 10:00:00,2021-12-23 10:00:00
605,606,513,25,4212,200,2021-11-25 10:00:00,2021-12-23 10:00:00
606,607,512,800,4272,1,2021-12-23 10:00:00,2022-01-20 10:00:00
607,608,512,200,4252,1,2021-12-23 10:00:00,2022-01-20 10:00:00
608,609,512,80,4203,1,2021-12-23 10:00:00,2022-01-20 10:00:00
609,610,512,80,4229,1,2021-12-23 10:00:00,2022-01-20 10:00:00
610,611,512,15,4204,20,2021-12-23 10:00:00,2022-01-20 10:00:00
611,612,512,25,4205,20,2021-12-23 10:00:00,2022-01-20 10:00:00
612,613,512,50,4206,50,2021-12-23 10:00:00,2022-01-20 10:00:00
613,614,512,60,4207,30,2021-12-23 10:00:00,2022-01-20 10:00:00
614,615,512,75,4208,10,2021-12-23 10:00:00,2022-01-20 10:00:00
615,616,512,20,4274,1,2021-12-23 10:00:00,2022-01-20 10:00:00
616,617,512,10,4231,1,2021-12-23 10:00:00,2022-01-20 10:00:00
617,618,512,5,4264,1,2021-12-23 10:00:00,2022-01-20 10:00:00
618,619,512,1,4212,200,2021-12-23 10:00:00,2022-01-20 10:00:00
619,620,513,5000,4252,1,2021-12-23 10:00:00,2022-01-20 10:00:00
620,621,513,2000,4203,1,2021-12-23 10:00:00,2022-01-20 10:00:00
621,622,513,2000,4229,1,2021-12-23 10:00:00,2022-01-20 10:00:00
622,623,513,2000,4224,1,2021-12-23 10:00:00,2022-01-20 10:00:00
623,624,513,375,4204,20,2021-12-23 10:00:00,2022-01-20 10:00:00
624,625,513,625,4205,20,2021-12-23 10:00:00,2022-01-20 10:00:00
625,626,513,1250,4206,50,2021-12-23 10:00:00,2022-01-20 10:00:00
626,627,513,1500,4207,30,2021-12-23 10:00:00,2022-01-20 10:00:00
627,628,513,1850,4208,10,2021-12-23 10:00:00,2022-01-20 10:00:00
628,629,513,500,4274,1,2021-12-23 10:00:00,2022-01-20 10:00:00
629,630,513,250,4231,1,2021-12-23 10:00:00,2022-01-20 10:00:00
630,631,513,125,4264,1,2021-12-23 10:00:00,2022-01-20 10:00:00
631,632,513,25,4212,200,2021-12-23 10:00:00,2022-01-20 10:00:00
632,633,512,800,4277,1,2022-01-20 10:00:00,2022-02-17 10:00:00
633,634,512,800,4297,1,2022-01-20 10:00:00,2022-02-17 10:00:00
634,635,512,200,4257,1,2022-01-20 10:00:00,2022-02-17 10:00:00
635,636,512,200,4298,1,2022-01-20 10:00:00,2022-02-17 10:00:00
636,637,512,80,4224,1,2022-01-20 10:00:00,2022-02-17 10:00:00
637,638,512,80,4235,1,2022-01-20 10:00:00,2022-02-17 10:00:00
638,639,512,15,4204,20,2022-01-20 10:00:00,2022-02-17 10:00:00
639,640,512,25,4205,20,2022-01-20 10:00:00,2022-02-17 10:00:00
640,641,512,50,4206,50,2022-01-20 10:00:00,2022-02-17 10:00:00
641,642,512,60,4207,30,2022-01-20 10:00:00,2022-02-17 10:00:00
642,643,512,75,4208,10,2022-01-20 10:00:00,2022-02-17 10:00:00
643,644,512,20,4279,1,2022-01-20 10:00:00,2022-02-17 10:00:00
644,645,512,20,4299,1,2022-01-20 10:00:00,2022-02-17 10:00:00
645,646,512,10,4300,1,2022-01-20 10:00:00,2022-02-17 10:00:00
646,647,512,5,4269,1,2022-01-20 10:00:00,2022-02-17 10:00:00
647,648,512,1,4212,200,2022-01-20 10:00:00,2022-02-17 10:00:00
648,649,513,5000,4257,1,2022-01-20 10:00:00,2022-02-17 10:00:00
649,650,513,5000,4298,1,2022-01-20 10:00:00,2022-02-17 10:00:00
650,651,513,2000,4224,1,2022-01-20 10:00:00,2022-02-17 10:00:00
651,652,513,2000,4235,1,2022-01-20 10:00:00,2022-02-17 10:00:00
652,653,513,2000,4229,1,2022-01-20 10:00:00,2022-02-17 10:00:00
653,654,513,375,4204,20,2022-01-20 10:00:00,2022-02-17 10:00:00
654,655,513,625,4205,20,2022-01-20 10:00:00,2022-02-17 10:00:00
655,656,513,1250,4206,50,2022-01-20 10:00:00,2022-02-17 10:00:00
656,657,513,1500,4207,30,2022-01-20 10:00:00,2022-02-17 10:00:00
657,658,513,1850,4208,10,2022-01-20 10:00:00,2022-02-17 10:00:00
658,659,513,500,4279,1,2022-01-20 10:00:00,2022-02-17 10:00:00
659,660,513,500,4299,1,2022-01-20 10:00:00,2022-02-17 10:00:00
660,661,513,250,4300,1,2022-01-20 10:00:00,2022-02-17 10:00:00
661,662,513,125,4269,1,2022-01-20 10:00:00,2022-02-17 10:00:00
662,663,513,25,4212,200,2022-01-20 10:00:00,2022-02-17 10:00:00
663,664,512,800,4284,1,2022-02-17 10:00:00,2022-03-17 10:00:00
664,665,512,200,4262,1,2022-02-17 10:00:00,2022-03-17 10:00:00
665,666,512,80,4229,1,2022-02-17 10:00:00,2022-03-17 10:00:00
666,667,512,80,4241,1,2022-02-17 10:00:00,2022-03-17 10:00:00
667,668,512,15,4204,20,2022-02-17 10:00:00,2022-03-17 10:00:00
668,669,512,25,4205,20,2022-02-17 10:00:00,2022-03-17 10:00:00
669,670,512,50,4206,50,2022-02-17 10:00:00,2022-03-17 10:00:00
670,671,512,60,4207,30,2022-02-17 10:00:00,2022-03-17 10:00:00
671,672,512,75,4208,10,2022-02-17 10:00:00,2022-03-17 10:00:00
672,673,512,20,4285,1,2022-02-17 10:00:00,2022-03-17 10:00:00
673,674,512,10,4301,1,2022-02-17 10:00:00,2022-03-17 10:00:00
674,675,512,5,4276,1,2022-02-17 10:00:00,2022-03-17 10:00:00
675,676,512,1,4212,200,2022-02-17 10:00:00,2022-03-17 10:00:00
676,677,513,5000,4262,1,2022-02-17 10:00:00,2022-03-17 10:00:00
677,678,513,2000,4229,1,2022-02-17 10:00:00,2022-03-17 10:00:00
678,679,513,2000,4241,1,2022-02-17 10:00:00,2022-03-17 10:00:00
679,680,513,2000,4235,1,2022-02-17 10:00:00,2022-03-17 10:00:00
680,681,513,375,4204,20,2022-02-17 10:00:00,2022-03-17 10:00:00
681,682,513,625,4205,20,2022-02-17 10:00:00,2022-03-17 10:00:00
682,683,513,1250,4206,50,2022-02-17 10:00:00,2022-03-17 10:00:00
683,684,513,1500,4207,30,2022-02-17 10:00:00,2022-03-17 10:00:00
684,685,513,1850,4208,10,2022-02-17 10:00:00,2022-03-17 10:00:00
685,686,513,500,4285,1,2022-02-17 10:00:00,2022-03-17 10:00:00
686,687,513,250,4301,1,2022-02-17 10:00:00,2022-03-17 10:00:00
687,688,513,125,4276,1,2022-02-17 10:00:00,2022-03-17 10:00:00
688,689,513,25,4212,200,2022-02-17 10:00:00,2022-03-17 10:00:00
689,690,512,800,4213,1,2022-03-17 10:00:00,2022-04-14 10:00:00
690,691,512,800,4302,1,2022-03-17 10:00:00,2022-04-14 10:00:00
691,692,512,200,4273,1,2022-03-17 10:00:00,2022-04-14 10:00:00
692,693,512,200,4303,1,2022-03-17 10:00:00,2022-04-14 10:00:00
693,694,512,80,4235,1,2022-03-17 10:00:00,2022-04-14 10:00:00
694,695,512,80,4247,1,2022-03-17 10:00:00,2022-04-14 10:00:00
695,696,512,15,4204,20,2022-03-17 10:00:00,2022-04-14 10:00:00
696,697,512,25,4205,20,2022-03-17 10:00:00,2022-04-14 10:00:00
697,698,512,50,4206,50,2022-03-17 10:00:00,2022-04-14 10:00:00
698,699,512,60,4207,30,2022-03-17 10:00:00,2022-04-14 10:00:00
699,700,512,75,4208,10,2022-03-17 10:00:00,2022-04-14 10:00:00
700,701,512,20,4209,1,2022-03-17 10:00:00,2022-04-14 10:00:00
701,702,512,20,4304,1,2022-03-17 10:00:00,2022-04-14 10:00:00
702,703,512,10,4305,1,2022-03-17 10:00:00,2022-04-14 10:00:00
703,704,512,5,4280,1,2022-03-17 10:00:00,2022-04-14 10:00:00
704,705,512,1,4212,200,2022-03-17 10:00:00,2022-04-14 10:00:00
705,706,513,5000,4273,1,2022-03-17 10:00:00,2022-04-14 10:00:00
706,707,513,5000,4303,1,2022-03-17 10:00:00,2022-04-14 10:00:00
707,708,513,2000,4235,1,2022-03-17 10:00:00,2022-04-14 10:00:00
708,709,513,2000,4247,1,2022-03-17 10:00:00,2022-04-14 10:00:00
709,710,513,2000,4241,1,2022-03-17 10:00:00,2022-04-14 10:00:00
