,mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
80,81,14000,1,2,600,600,600,200,7800,520,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,101,42,88",,0,,,,0
81,82,16000,1,2,660,660,660,220,8400,560,101,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,103,39,60",,0,,,,0
82,83,16500,1,2,840,840,840,280,10800,720,102,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,36,118,75",,0,,,,0
83,84,17000,1,2,1200,1200,1200,400,14400,960,103,9,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,103,69,85,53,169",169,0,,,,0
84,85,14000,1,2,480,480,480,160,6000,420,98,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,26,42",,0,,,,0
85,86,15000,1,2,450,450,450,150,5700,400,99,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,60",,0,,,,0
86,87,16000,1,2,630,630,630,210,7800,550,100,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,103,66,78",,0,,,,0
87,88,16500,1,2,720,720,720,240,9000,630,101,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,39,69",,0,,,,0
88,89,17000,1,2,540,540,540,180,6600,480,102,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,42,118,88",,0,,,,0
89,90,19000,1,2,840,840,840,280,9600,650,103,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,72,75,187",187,0,,,,0
90,91,17000,1,2,660,660,660,220,8100,580,104,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,26,39,60",,0,,,,0
91,92,18000,1,2,840,840,840,280,10200,720,105,8,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,103,69,88",,0,,,,0
92,93,19000,1,2,510,510,510,170,6300,450,106,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,42,72,75",,0,,,,0
93,94,20500,1,2,1000,1000,1000,400,12600,840,107,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,36,66,85,62,187",187,0,,,,0
94,95,17000,1,2,800,800,800,250,9600,700,100,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,101,118",,0,,,,0
95,96,18000,1,2,1200,1200,1200,400,14400,1000,102,9,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,39,69",,0,,,,0
96,97,19000,1,2,750,750,750,250,9000,650,104,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,60,78",,0,,,,0
97,98,20000,1,2,870,870,870,290,9900,720,106,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,88",,0,,,,0
98,99,20500,1,2,900,900,900,300,10200,750,108,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,42,66,75",,0,,,,0
99,100,21000,1,2,900,900,900,300,10800,720,110,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,39,118,85,200",200,0,,,,0
100,101,23000,1,2,930,930,930,310,10800,780,112,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,103,36,69",,0,,,,0
101,102,24000,1,2,800,800,800,250,9000,660,113,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,42,66,88",,0,,,,0
102,103,24500,1,2,1080,1080,1080,360,12600,900,114,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,36,72,75",,0,,,,0
103,104,25000,1,2,1050,1050,1050,350,12600,850,115,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,23,60,78,135,200",200,0,,,,0
104,105,22000,1,2,1650,1650,1650,550,19200,1400,115,9,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,42,69",,0,,,,0
105,106,23000,1,2,780,780,780,260,9000,660,117,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,66",,0,,,,0
106,107,24000,1,2,1200,1200,1200,400,13500,1000,120,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,39,88",,0,,,,0
107,108,25000,1,2,840,840,840,280,9600,720,120,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,103,78",,0,,,,0
108,109,27000,1,2,760,760,760,250,8700,880,120,10,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,23,118,85",,0,,,,0
109,110,28500,1,2,690,690,690,230,8100,560,120,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,36,60,75,240",240,0,,,,0
110,111,28500,1,2,570,570,570,190,6600,480,120,6,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,69,88",,0,,,,0
111,112,29000,1,2,870,870,870,290,9900,740,120,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,103,39,60,75",,0,,,,0
112,113,30000,1,2,1800,1800,1800,600,20700,1500,120,9,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,42,66,85",,0,,,,0
113,114,31000,1,2,900,900,900,300,9900,720,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,23,118,78,128,240",240,0,,,,0
114,115,24000,1,2,540,540,540,180,6600,480,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,26,103",,0,,,,0
115,116,24500,1,2,810,810,810,270,9600,720,120,7,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,100,23",,0,,,,0
116,117,25000,1,2,360,360,360,120,4200,320,120,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,150,39,60",,0,,,,0
117,118,27000,1,2,300,300,300,100,3900,290,120,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,36,42,66",,0,,,,0
118,119,28000,1,2,390,390,390,130,5100,380,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,69,118,101,85",,0,,,,0
119,120,28500,1,2,780,780,780,260,10200,780,120,8,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,88,78,75,280",280,0,,,,0
120,121,28500,1,2,480,480,480,160,5400,420,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,23,36",,0,,,,0
121,122,29000,1,2,630,630,630,210,7800,600,120,6,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,150,39,42",,0,,,,0
122,123,30000,1,2,390,390,390,130,5100,380,120,4,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,60,66,69,118",,0,,,,0
123,124,31000,1,2,300,300,300,100,3900,300,120,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,75,78,85,72,215,280",280,0,,,,0
124,125,30000,1,2,390,390,390,130,4500,340,120,3,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,118,60,26",,0,,,,0
125,126,32000,1,2,270,270,270,90,3300,240,120,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,36,1,103",,0,,,,0
126,127,33000,1,2,420,420,420,140,5100,375,120,4,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,69,150,66",,0,,,,0
127,128,34000,1,2,300,300,300,100,3900,310,120,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,78,100,39",,0,,,,0
128,129,34000,1,2,135,135,135,45,1620,125,120,1,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,75,23,42,168",,0,,,,0
129,130,34000,1,2,180,180,180,60,2520,205,120,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,72,88,101,85,302",302,0,,,,0
130,131,33000,1,2,495,495,495,165,6600,490,120,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,60,36,103",,0,,,,0
131,132,34000,1,2,690,690,690,230,8700,660,120,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,118,26,1,69",,0,,,,0
132,133,34000,1,2,330,330,330,110,4200,325,120,3,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,39,75,23,42",,0,,,,0
133,134,34000,1,2,600,600,600,200,7800,660,120,7,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,150,66,78,100,125,302",302,0,,,,0
134,10001,6000,1,2,1000,1000,1000,1000,10000,1000,100,0,,,,5,"19,15,11,7,3,38,30,18,14,10","19,15,11,7,3,38,30,18,14,10",,0
135,10002,6000,1,2,1000,1000,1000,1000,10000,1000,100,5,"116,113,61,18,12,3,107,63,94,11","116,113,61,18,12,3,107,63,94,11","116,113",0,,,,0
136,10003,6000,1,2,1000,1000,1000,1000,10000,1000,100,5,"84,113,120,116,1,37,61,18,11,81","84,113,120,116,1,37,61,18,11,81","84,113,120,116",0,,,,0
137,10004,6000,1,2,1000,1000,1000,1000,10000,1000,100,5,"117,84,120,116,26,1,44,70,29,12","117,84,120,116,26,1,44,70,29,12","117,84,120,116",0,,,,0
138,10005,2000,1,1,165,165,165,55,3000,100,20,3,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18,0","9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18",,0,,,,0
139,10006,3000,1,2,360,360,360,120,3900,150,32,3,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,41,11,14,3,12,32,18,58,61,49,124,131,134,0","9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,41,11,14,3,12,13,29,27,18,32,58,61,70,1,26,60,49,124,131,134","49,124,131,134",0,,,,0
140,10007,4000,1,2,450,450,450,150,4500,210,40,4,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,12,18,32,58,61,44,37,34,124,49,134,145,0","9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,14,3,12,29,27,18,32,58,61,70,44,37,34,99,66,39,124,49,134,145","124,49,134,145",0,,,,0
141,10008,5500,1,2,480,480,480,160,5100,280,55,4,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,12,14,27,32,58,61,37,34,77,80,131,132,145,146,0","9,2,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,12,14,27,32,58,61,37,34,77,80,100,69,36,88,131,132,145,146","146,131,132,145",0,,,,0
142,10009,6000,1,2,330,330,330,110,3300,180,60,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57",,0
143,10010,7000,1,2,360,360,360,120,3900,222,65,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
144,10011,8000,1,2,240,240,240,80,2700,152,70,0,,,,2,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
145,10012,10000,1,2,450,450,450,150,4500,280,75,0,,,,4,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
146,10013,11000,1,2,480,480,480,160,5100,336,81,0,,,,4,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
147,10014,12000,1,2,240,240,240,80,2700,176,87,0,,,,2,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
148,10015,16000,1,2,630,630,630,210,7500,506,83,5,"139,141,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,29,18,58,61,44,37,77,80,132,49,124,146,0","139,141,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,29,18,58,61,44,37,77,80,1,26,39,66,78,132,49,124,146","146,132,49,124",0,,,,0
149,10016,20000,1,2,720,720,720,240,8100,576,99,6,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,134,145,132,131,146,0","139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,100,101,36,118,75,134,145,132,131,146","146,134,145,132,131",0,,,,0
150,10017,2000,1,1,285,285,285,95,5700,225,20,5,"42,66,88,49,124,131,132,134,145,146","42,66,88,49,124,131,132,134,145,146","146,49,124,131,132,134,145",0,,,,0
151,10018,2000,1,1,285,285,285,95,5700,225,20,0,,,,5,"1,5,9,13,17,29,37,2,6,10,14,18,0","1,5,9,13,17,29,37,2,6,10,14,18,30,38,3,7,11,15,19",,0
152,10019,4000,1,2,330,330,330,110,3300,150,40,3,"2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,3,12,18,61,113,116,0","2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,3,12,18,61,113,116","116,113",0,,,,0
153,10020,6000,1,2,360,360,360,120,3900,210,55,3,"2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,81,82,87,110,111,11,18,61,37,116,120,113,84,0","2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,81,82,87,110,111,11,18,61,37,116,120,113,84,1","84,120,113,116",0,,,,0
154,10021,8000,1,2,480,480,480,160,5100,320,70,4,"2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,81,82,87,110,111,12,29,70,44,116,120,84,117,0","2,5,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,81,82,87,110,111,12,29,70,44,89,116,120,84,1,26,117","117,116,84,120",0,,,,0
155,10022,12000,1,2,390,390,390,130,4500,315,75,0,,,,3,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
156,10023,15000,1,2,270,270,270,90,3300,230,87,0,,,,2,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,0","1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",,0
157,10024,18000,1,2,600,600,600,200,6900,480,99,5,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,0","139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,11,14,27,32,34,37,58,61,84,113,120,99,101,118,117","117,84,113,120",0,,,,0
158,10025,21000,1,2,720,720,720,240,8100,600,105,6,"139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,0","139,141,9,10,90,91,17,24,25,31,33,92,93,94,63,68,71,74,107,40,41,47,51,52,18,32,12,37,58,70,80,86,116,113,84,120,100,42,75,117","117,113,120,116,84",0,,,,0
159,10026,3000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,8,27,22,58,70,34,37,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,8,27,22,58,70,34,37,101,66,175",175,0,,,,0
160,10027,1000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,11,12,29,32,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,11,12,29,32,1,142",142,0,,,,0
161,10028,5000,1,2,1000,1000,1000,1000,10000,1000,100,5,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,14,3,18,29,61,105,44,89,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,14,3,18,29,61,105,44,89,99,26,69,39,1001,208","1001,208",0,,,,0
162,10029,8000,1,2,1000,1000,1000,1000,10000,1000,100,5,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,8,27,70,58,37,44,80,86,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,8,27,70,58,37,44,80,86,103,118,42,78,1001,224","1001,224",0,,,,0
163,10030,1500,1,1,105,105,105,35,2100,75,20,2,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0","2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,138,147,170","138,147,170",0,,,,0
164,10031,3000,1,2,210,210,210,70,2100,90,35,2,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0","5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,69,144,167,178","144,178,167",0,,,,0
