,id,name,user_exp,mp,ammo,mre,part,core,gem,gem_pay,gun_id,sangvis,item_ids,furniture,gift,equip_ids,coins,skin,content,send_limit,icon,bp_pay,fairy_ids,chip,commander_uniform
518,557,高级训练资料*300,0,0,0,0,0,0,0,0,0,,,,,,3-300,0,,0,,0,,,
519,558,纷享王冠,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,,,2220
520,559,1周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,100041-1,7-1,41-100",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
521,560,2周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,100042-1,7-1,41-100",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
522,561,3周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,100043-1,7-1,41-100",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
523,562,4周年福袋,0,0,0,0,0,0,520,0,0,,"44-1000,100044-1,7-1,41-100",,,,,0,,0,Bumdle_package,0,26-0-100-5,,
524,563,阿梅利-阿梅利的接球,0,0,0,0,0,0,0,0,0,,,,2409-1,,,0,,0,,0,,,
525,564,FAMAS-枪炮与边箱,0,0,0,0,0,0,0,0,0,,,,2604-1,,,0,,0,,0,,,
526,565,纳甘左轮-群星之绊,0,0,0,0,0,0,0,0,0,,,,2706-1,,,0,,0,,0,,,
527,566,G36-每个孩子的圣诞梦,0,0,0,0,0,0,0,0,0,,,,2806-1,,,0,,0,,0,,,
528,567,CZ75-金莲花,0,0,0,0,0,0,0,0,0,,,,3005-1,,,0,,0,,0,,,
529,568,全球四周年物资补给,0,0,0,0,0,0,0,0,0,,,,,,"1-300,2-200,3-100",0,,0,,0,,,
530,569,少女前线旗舰店四周年活动特典,0,0,0,0,0,0,0,0,0,,,2064,,,,0,,0,,0,,,
531,570,忤逆小队冲锋衣特典装扮,0,0,0,0,0,0,0,0,0,,,,540-1,,,0,,0,,0,,,
532,571,“免费午餐”公益礼包,0,0,0,0,0,0,120,0,0,,"41-20,1659-1",,,,,0,,0,Bumdle_welfare1,0,,,
533,572,家具：沙滩王者,0,0,0,0,0,0,0,0,0,,,2069,,,,0,,0,,0,,,
534,573,装备：S&B762,0,0,0,0,0,0,0,0,0,,,,,182,,0,,0,,0,,,
535,574,战术人形:Cx4 风暴,0,0,0,0,0,0,0,0,225,,,,,,,0,,0,,0,,,
536,575,战术人形:AK-74U,0,0,0,0,0,0,0,0,59,,,,,,,0,,0,,0,,,
537,576,人形：崔耶拉,0,0,0,0,0,0,0,0,1025,,,,,,,0,,0,,0,,,
538,577,人形：莉可,0,0,0,0,0,0,0,0,1024,,,,,,,0,,0,,0,,,
539,578,装备：古董万花筒,0,0,0,0,0,0,0,0,0,,,,,187,,0,,0,,0,,,
540,579,装备：决斗扑克,0,0,0,0,0,0,0,0,0,,,,,183,,0,,0,,0,,,
541,580,装备：格斗刀,0,0,0,0,0,0,0,0,0,,,,,186,,0,,0,,0,,,
542,581,装备：平光镜,0,0,0,0,0,0,0,0,0,,,,,185,,0,,0,,0,,,
543,582,装备：天外陨石,0,0,0,0,0,0,0,0,0,,,,,188,,0,,0,,0,,,
544,583,装备：计时腕表,0,0,0,0,0,0,0,0,0,,,,,189,,0,,0,,0,,,
545,584,装备：童话绘本,0,0,0,0,0,0,0,0,0,,,,,184,,0,,0,,0,,,
546,585,家具：某人的小提琴,0,0,0,0,0,0,0,0,0,,,2068,,,,0,,0,,0,,,
547,586,人形：库拉耶丝,0,0,0,0,0,0,0,0,1026,,,,,,,0,,0,,0,,,
548,587,人形：安洁莉卡,0,0,0,0,0,0,0,0,1027,,,,,,,0,,0,,0,,,
549,588,人形：CZ2000,0,0,0,0,0,0,0,0,207,,,,,,,0,,0,,0,,,
550,589,人形：PM-9,0,0,0,0,0,0,0,0,259,,,,,,,0,,0,,0,,,
551,590,盛夏限定礼包,0,2020,2020,2020,2020,88,0,0,0,,"41-888,506-888",,,,,0,,0,,0,,,
552,591,神枪签到家具,0,0,0,0,0,0,0,0,0,,,2066,,,,0,,0,,0,,,
553,592,梦间剧特惠,0,0,0,0,0,0,0,0,0,,44-100,,100003-10,,"2-1050,3-500",0,,0,,0,,,
554,593,梦间剧限定,0,0,0,0,0,3,0,0,0,,"1-5,3-5",,200001-100,,,0,,0,,0,,,
555,594,每日特惠礼包,0,0,0,0,0,0,0,0,0,,"13-1,506-1000",,100003-10,,"2-1500,3-1000",0,,0,,0,,,
556,595,一周年記念福袋,0,0,0,0,0,0,520,0,0,,"506-1000,44-1000,41-100,13-1,7-1,100054-1",,,,,0,,0,,0,,,
557,596,二周年記念福袋,0,0,0,0,0,0,520,0,0,,"45-1000,44-1000,41-100,13-1,7-1,100055-1",,,,,0,,0,,0,,,
558,597,9月特惠礼包,0,0,0,0,0,0,0,0,0,,44-300,,,,,0,,0,,0,26-0-100-5,,
559,598,G41手办限定特典家具,0,0,0,0,0,0,0,0,0,,,2065,,,,0,,0,,0,,,
560,600,限时掉落-MK48,0,0,0,0,0,0,0,0,121,,,,,,,0,限时掉落-MK48,0,,0,,,
561,601,限时掉落-PK,0,0,0,0,0,0,0,0,85,,,,,,,0,限时掉落-PK,0,,0,,,
562,602,限时掉落-PP-19,0,0,0,0,0,0,0,0,136,,,,,,,0,限时掉落-PP-19,0,,0,,,
563,603,限时掉落-Kar98k,0,0,0,0,0,0,0,0,46,,,,,,,0,限时掉落-Kar98k,0,,0,,,
564,604,限时掉落-内格夫,0,0,0,0,0,0,0,0,112,,,,,,,0,限时掉落-内格夫,0,,0,,,
565,605,限时掉落-MG4,0,0,0,0,0,0,0,0,125,,,,,,,0,限时掉落-MG4,0,,0,,,
566,611,采购币*2,0,0,0,0,0,0,0,0,0,,41-2,,,,,0,,0,,0,,,
567,612,采购币*3,0,0,0,0,0,0,0,0,0,,41-3,,,,,0,,0,,0,,,
568,613,采购币*5,0,0,0,0,0,0,0,0,0,,41-5,,,,,0,,0,,0,,,
569,614,增幅胶囊*2,0,0,0,0,0,0,0,0,0,,9-2,,,,,0,,0,,0,,,
570,615,增幅胶囊*3,0,0,0,0,0,0,0,0,0,,9-3,,,,,0,,0,,0,,,
571,616,增幅胶囊*5,0,0,0,0,0,0,0,0,0,,9-5,,,,,0,,0,,0,,,
572,617,核心*1,0,0,0,0,0,1,0,0,0,,,,,,,0,,0,,0,,,
573,618,核心*2,0,0,0,0,0,2,0,0,0,,,,,,,0,,0,,0,,,
574,619,核心*3,0,0,0,0,0,3,0,0,0,,,,,,,0,,0,,0,,,
575,620,人形制造*1,0,0,0,0,0,0,0,0,0,,1-1,,,,,0,,0,,0,,,
576,621,装备制造*2,0,0,0,0,0,0,0,0,0,,2-2,,,,,0,,0,,0,,,
577,622,快速制造*2,0,0,0,0,0,0,0,0,0,,3-2,,,,,0,,0,,0,,,
578,623,快速修复*2,0,0,0,0,0,0,0,0,0,,4-2,,,,,0,,0,,0,,,
579,624,快速训练*1,0,0,0,0,0,0,0,0,0,,8-1,,,,,0,,0,,0,,,
580,625,初级训练资料*80,0,0,0,0,0,0,0,0,0,,,,,,1-80,0,,0,,0,,,
581,626,初级训练资料*100,0,0,0,0,0,0,0,0,0,,,,,,1-100,0,,0,,0,,,
582,627,中级训练资料*50,0,0,0,0,0,0,0,0,0,,,,,,2-50,0,,0,,0,,,
583,628,中级训练资料*80,0,0,0,0,0,0,0,0,0,,,,,,2-80,0,,0,,0,,,
584,629,高级训练资料*30,0,0,0,0,0,0,0,0,0,,,,,,3-30,0,,0,,0,,,
585,630,高级训练资料*50,0,0,0,0,0,0,0,0,0,,,,,,3-50,0,,0,,0,,,
586,631,校准点券*10,0,0,0,0,0,0,0,0,0,,44-10,,,,,0,,0,,0,,,
587,632,校准点券*20,0,0,0,0,0,0,0,0,0,,44-20,,,,,0,,0,,0,,,
588,633,校准点券*30,0,0,0,0,0,0,0,0,0,,44-30,,,,,0,,0,,0,,,
589,634,电池*30,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,,0,,0,,,
590,635,电池*50,0,0,0,0,0,0,0,0,0,,506-50,,,,,0,,0,,0,,,
591,636,诺爱尔·梵米利昂,0,0,0,0,0,0,0,0,1001,,,,,,,0,,0,,0,,,
592,637,魔素,0,0,0,0,0,0,0,0,0,,100003-1,,,,,0,,0,,0,,,
593,638,超导动能*10,0,500,500,500,500,0,0,0,0,,,,,,,0,,0,,10,,,
594,639,超导动能*10,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,10,,,
595,640,成就奖励,30,0,0,0,0,0,0,0,,3004,10604-1,,,,,0,,0,,0,,,
596,641,战术人形:SPP-1,0,0,0,0,0,0,0,0,98,,100060-1,,,,,0,,0,,0,,,
597,642,战术人形:UKM-2000,0,0,0,0,0,0,0,0,254,,100060-1,,,,,0,,0,,0,,,
598,643,战术人形:HK21,0,0,0,0,0,0,0,0,208,,100061-1,,,,,0,,0,,0,,,
599,644,战术人形:刘易斯,0,0,0,0,0,0,0,0,253,,100061-1,,,,,0,,0,,0,,,
600,645,战术人形:P22,0,0,0,0,0,0,0,0,242,,100061-1,,,,,0,,0,,0,,,
601,646,战术人形:R93,0,0,0,0,0,0,0,0,266,,100061-1,,,,,0,,0,,0,,,
602,647,新星勋章,0,0,0,0,0,0,0,0,0,,100060-1,,,,,0,,0,,0,,,
603,648,白金勋章,0,0,0,0,0,0,0,0,0,,100061-1,,,,,0,,0,,0,,,
604,649,战术人形:UKM-2000,0,0,0,0,0,0,0,0,254,,,,,,,0,,0,,0,,,
605,650,战术人形:HK21,0,0,0,0,0,0,0,0,208,,,,,,,0,,0,,0,,,
606,651,战术人形:刘易斯,0,0,0,0,0,0,0,0,253,,,,,,,0,,0,,0,,,
607,652,战术人形:P22,0,0,0,0,0,0,0,0,242,,,,,,,0,,0,,0,,,
608,653,签到奖励,0,0,0,0,0,0,0,0,,,100062-20,,,,,0,,0,,0,,,2820
609,654,家具:广寒静夜,0,0,0,0,0,0,0,0,,,,2078,,,,0,,0,,0,,,
610,655,万圣代币15,0,0,0,0,0,0,0,0,0,,100063-15,,,,,0,,0,,0,,,
611,656,万圣代币15+保底A,0,0,0,0,0,0,0,0,0,,"100063-15,100064-1",,,,,0,,0,,0,,,
612,657,万圣代币15+保底B,0,0,0,0,0,0,0,0,0,,"100063-15,100065-1",,,,,0,,0,,0,,,
613,658,保底a,0,0,0,0,0,0,0,0,0,,100064-1,,,,,0,,0,,0,,,
614,659,保底b,0,0,0,0,0,0,0,0,0,,100065-1,,,,,0,,0,,0,,,
615,660,人形培养礼包,0,0,0,0,0,10,0,0,0,,"506-500,50-100",,200001-300,,"1-900,2-1800,3-750",0,,0,,0,,,
616,661,万圣代币*10+保底a,0,0,0,0,0,0,0,0,0,,"100066-10,100067-1",,,,,0,,0,,0,,,
617,662,万圣代币*10+保底b,0,0,0,0,0,0,0,0,0,,"100066-10,100068-1",,,,,0,,0,,0,,,
618,663,万圣代币*10,0,0,0,0,0,0,0,0,0,,100066-10,,,,,0,,0,,0,,,
619,664,万圣代币*15+保底a*2,0,0,0,0,0,0,0,0,0,,"100066-15,100067-2",,,,,0,,0,,0,,,
620,665,万圣代币*15+保底b*2,0,0,0,0,0,0,0,0,0,,"100066-15,100068-2",,,,,0,,0,,0,,,
621,666,万圣代币*15,0,0,0,0,0,0,0,0,0,,100066-15,,,,,0,,0,,0,,,
622,667,保底a,0,0,0,0,0,0,0,0,0,,100067-1,,,,,0,,0,,0,,,
623,668,保底b,0,0,0,0,0,0,0,0,0,,100068-1,,,,,0,,0,,0,,,
624,669,保底2a,0,0,0,0,0,0,0,0,0,,100067-2,,,,,0,,0,,0,,,
625,670,保底2b,0,0,0,0,0,0,0,0,0,,100068-2,,,,,0,,0,,0,,,
626,671,家具:招魂婴儿车,0,0,0,0,0,0,0,0,,,,2082,,,,0,,0,,0,,,
627,672,指挥官头饰：魔物统领,0,0,0,0,0,0,0,0,,,100069-1,,,,,0,,0,,0,,,2920
628,673,装备：木制握把片,0,0,0,0,0,0,0,0,,,,,,198,,0,,0,,0,,,
629,674,战术人形:韦伯利,0,0,0,0,0,0,0,0,294,,,,,,,0,,0,,0,,,
630,675,超值打包储备粮双十一特典,0,0,0,0,0,0,0,0,,,,2084,,,,0,,0,,0,,,
631,676,全境联动特典礼包,0,0,0,0,0,0,0,0,,,,2085,,,,0,,0,,0,,,
632,677,全境联动签到,0,0,0,0,0,0,0,0,,,,2086,,,,0,,0,,0,,,
633,678,代币6,0,0,0,0,0,0,0,0,,,100070-6,,,,,0,,0,,0,,,
634,679,代币8,0,0,0,0,0,0,0,0,,,100070-8,,,,,0,,0,,0,,,
635,680,代币10,0,0,0,0,0,0,0,0,,,100070-10,,,,,0,,0,,0,,,
636,681,代币12,0,0,0,0,0,0,0,0,,,100070-12,,,,,0,,0,,0,,,
637,682,代币15,0,0,0,0,0,0,0,0,,,100070-15,,,,,0,,0,,0,,,
638,683,代币6+a,0,0,0,0,0,0,0,0,,,"100070-6,100071-1",,,,,0,,0,,0,,,
639,684,代币8+b,0,0,0,0,0,0,0,0,,,"100070-8,100072-1",,,,,0,,0,,0,,,
640,685,代币10+b,0,0,0,0,0,0,0,0,,,"100070-10,100072-1",,,,,0,,0,,0,,,
641,686,代币10+2a,0,0,0,0,0,0,0,0,,,"100070-10,100071-2",,,,,0,,0,,0,,,
642,687,代币12+2b,0,0,0,0,0,0,0,0,,,"100070-12,100072-2",,,,,0,,0,,0,,,
643,688,代币15+2b,0,0,0,0,0,0,0,0,,,"100070-15,100072-2",,,,,0,,0,,0,,,
644,689,保底a,0,0,0,0,0,0,0,0,,,100071-1,,,,,0,,0,,0,,,
645,690,保底b,0,0,0,0,0,0,0,0,,,100072-1,,,,,0,,0,,0,,,
646,691,保底2a,0,0,0,0,0,0,0,0,,,100071-2,,,,,0,,0,,0,,,
647,692,保底2b,0,0,0,0,0,0,0,0,,,100072-2,,,,,0,,0,,0,,,
648,693,银章标记1+b,0,0,0,0,0,0,0,0,,,"9006-1,100072-1",,,199,,0,,0,,0,,,
649,694,印章标记2+b,0,0,0,0,0,0,0,0,,,"9007-1,100072-1",,,202,,0,,0,,0,,,
650,695,战术人形:SSG3000,0,0,0,0,0,0,0,0,273,,,,,,,0,,0,,0,,,
651,696,战术人形:R5,0,0,0,0,0,0,0,0,289,,,,,,,0,,0,,0,,,
652,697,.45空尖弹（燃烧）,0,0,0,0,0,0,0,0,,,,,,200,,0,,0,,0,,,
653,698,556高速弹（爆破）,0,0,0,0,0,0,0,0,,,,,,203,,0,,0,,0,,,
654,699,手雷,0,0,0,0,0,0,0,0,,,520-5,,,,,0,,0,,0,,,
655,700,圣诞定向补给,0,0,0,0,0,0,0,0,0,,"8-1,506-1000",,100003-10,,"2-1500,3-1000",0,,0,,0,,,
656,701,生涯任务奖励1,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
657,702,生涯任务奖励2,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
658,703,生涯任务奖励3,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
659,704,生涯任务奖励4,0,100,100,100,100,0,0,0,0,,4-1,,,,,0,领取奖励,0,,0,,,
660,705,生涯任务奖励5,0,150,150,150,150,0,0,0,0,,4-2,,,,,0,领取奖励,0,,0,,,
661,706,生涯任务奖励6,0,200,200,200,200,0,0,0,0,,4-3,,,,,0,领取奖励,0,,0,,,
662,707,生涯任务奖励7,0,250,250,250,250,0,0,0,0,,4-4,,,,,0,领取奖励,0,,0,,,
663,708,生涯任务奖励8,0,300,300,300,300,0,0,0,0,,4-5,,,,,0,领取奖励,0,,0,,,
664,709,生涯任务奖励9,0,350,350,350,350,0,0,0,0,,4-6,,,,,0,领取奖励,0,,0,,,
665,710,生涯任务奖励10,0,400,400,400,400,0,0,0,0,,4-7,,,,,0,领取奖励,0,,0,,,
666,711,生涯任务奖励11,0,450,450,450,450,0,0,0,0,,4-8,,,,,0,领取奖励,0,,0,,,
667,712,生涯任务奖励12,0,100,100,100,100,0,0,0,0,,"2-1,3-1",,,,,0,领取奖励,0,,0,,,
668,713,生涯任务奖励13,0,150,150,150,150,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
669,714,生涯任务奖励14,0,200,200,200,200,0,0,0,0,,"2-3,3-3",,,,,0,领取奖励,0,,0,,,
670,715,生涯任务奖励15,0,250,250,250,250,0,0,0,0,,"2-4,3-4",,,,,0,领取奖励,0,,0,,,
671,716,生涯任务奖励16,0,300,300,300,300,0,0,0,0,,"2-5,3-5",,,,,0,领取奖励,0,,0,,,
672,717,生涯任务奖励17,0,0,0,0,0,0,0,0,0,,,,,,,0,领取奖励,0,,5,,,
673,718,生涯任务奖励18,0,0,0,0,0,0,0,0,0,,,,,,,0,领取奖励,0,,5,,,
674,719,生涯任务奖励19,0,0,0,0,0,0,0,0,0,,,,,,,0,领取奖励,0,,5,,,
675,720,生涯任务奖励20,0,0,0,0,0,0,0,0,0,,,,,,,0,领取奖励,0,,5,,,
676,721,生涯任务奖励21,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
677,722,生涯任务奖励22,0,0,0,0,0,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
678,723,生涯任务奖励23,0,0,0,0,0,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
679,724,生涯任务奖励24,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
680,725,生涯任务奖励25,0,200,200,200,200,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
681,726,生涯任务奖励26,0,200,200,200,200,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
682,727,生涯任务奖励27,0,200,200,200,200,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
683,728,生涯任务奖励28,0,200,200,200,200,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
684,729,生涯任务奖励29,0,200,200,200,200,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
685,730,生涯任务奖励30,0,500,500,500,500,0,0,0,0,,"1-2,3-2",,,,,0,领取奖励,0,,0,,,
686,731,生涯任务奖励31,0,0,0,0,0,0,0,0,0,,"1-1,3-1",,,,,0,领取奖励,0,,0,,,
687,732,生涯任务奖励32,0,0,0,0,0,0,0,0,0,,"1-2,3-2",,,,,0,领取奖励,0,,0,,,
688,733,生涯任务奖励33,0,0,0,0,0,0,0,0,0,,"1-2,3-2",,,,,0,领取奖励,0,,0,,,
689,734,生涯任务奖励34,0,0,0,0,0,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
690,735,生涯任务奖励35,0,0,0,0,0,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
691,736,生涯任务奖励36,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
692,737,生涯任务奖励37,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
693,738,生涯任务奖励38,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
694,739,生涯任务奖励39,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
695,740,生涯任务奖励40,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
696,741,生涯任务奖励41,0,500,500,500,500,1,0,0,0,,1-1,,,,,0,领取奖励,0,,0,,,
697,742,生涯任务奖励42,0,0,0,0,0,0,0,0,0,,41-10,,,,,0,领取奖励,0,,0,,,
698,743,生涯任务奖励43,0,0,0,0,0,0,0,0,0,,,,100003-2,,,0,领取奖励,0,,0,,,
699,744,生涯任务奖励44,0,0,0,0,0,0,0,0,0,,,,100003-2,,,0,领取奖励,0,,0,,,
700,745,生涯任务奖励45,0,0,0,0,0,0,0,0,0,,,,100003-2,,,0,领取奖励,0,,0,,,
701,746,生涯任务奖励46,0,0,0,0,0,0,0,0,0,,508-20,,,,,0,领取奖励,0,,0,,,
702,747,生涯任务奖励47,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,领取奖励,0,,0,,,
703,748,生涯任务奖励48,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
704,749,生涯任务奖励49,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
705,750,生涯任务奖励50,0,0,0,0,0,0,0,0,0,,506-100,,100003-5,,,0,领取奖励,0,,0,,,
706,751,生涯任务奖励51,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,领取奖励,0,,0,,,
707,752,生涯任务奖励52,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
708,753,生涯任务奖励53,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
709,754,生涯任务奖励54,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,领取奖励,0,,0,,,
710,755,生涯任务奖励55,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
711,756,生涯任务奖励56,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
712,757,生涯任务奖励57,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
713,758,生涯任务奖励58,0,0,0,0,0,0,0,0,0,,508-20,,,,,0,领取奖励,0,,0,,,
714,759,生涯任务奖励59,0,0,0,0,0,0,0,0,0,,508-20,,,,,0,领取奖励,0,,0,,,
715,760,生涯任务奖励60,0,0,0,0,0,0,0,0,0,,508-20,,,,,0,领取奖励,0,,0,,,
716,761,生涯任务奖励61,0,0,0,0,0,0,0,0,0,,8-2,,,,"1-200,2-200,3-200",0,领取奖励,0,,0,,,
717,762,生涯任务奖励62,0,0,0,0,0,0,0,0,0,,"2-2,3-2",,,,,0,领取奖励,0,,0,,,
718,763,生涯任务奖励63,0,0,0,0,0,0,0,0,0,,44-50,,,,,0,领取奖励,0,,0,,,
719,764,生涯任务奖励64,0,0,0,0,0,0,0,0,0,,44-50,,,,,0,领取奖励,0,,0,,,
720,765,生涯任务奖励65,0,0,0,0,0,0,0,0,0,,,,,,"1-200,2-200,3-200",0,领取奖励,0,,0,,,
721,766,生涯任务奖励66,0,0,0,0,0,0,0,0,0,,,,200001-50,,,0,领取奖励,0,,0,,,
722,767,生涯任务奖励67,0,0,0,0,0,0,0,0,0,,8-2,,,,"1-200,2-200,3-200",0,领取奖励,0,,0,,,
723,768,生涯任务奖励68,0,0,0,0,0,0,0,0,0,,44-100,,,,,0,领取奖励,0,,0,,,
724,769,生涯任务奖励69,0,0,0,0,0,5,0,0,0,,2-5,,,,,0,领取奖励,0,,0,,,
725,770,生涯任务奖励70,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,领取奖励,0,,0,,,
726,771,生涯任务奖励71,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
727,772,生涯任务奖励72,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
728,773,生涯任务奖励73,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,领取奖励,0,,0,,,
729,774,生涯任务奖励74,0,0,0,0,0,5,0,0,0,,45-50,,,,,0,领取奖励,0,,0,,,
730,775,生涯任务奖励75,0,0,0,0,0,10,0,0,0,,45-100,,,,,0,领取奖励,0,,0,,,
731,776,生涯任务奖励76,0,0,0,0,0,15,0,0,0,,45-150,,,,,0,领取奖励,0,,0,,,
732,777,生涯任务奖励77,0,0,0,0,0,0,0,0,0,,,,,,1-100,0,领取奖励,0,,0,,,
733,778,生涯任务奖励78,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
734,779,生涯任务奖励79,0,100,100,100,100,0,0,0,0,,,,,,,0,领取奖励,0,,0,,,
735,780,生涯任务奖励80,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,首次使用原始样本进行情报解析,0,,0,,,
736,781,生涯任务奖励81,0,0,0,0,0,0,0,0,0,,15-10,,,,,0,首次使用纯净样本进行情报解析,0,,0,,,
737,782,生涯任务奖励82,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,首次获得芯片,0,,0,,,
738,783,生涯任务奖励83,0,0,0,0,0,0,0,0,0,,15-10,,,,,0,首次获得中枢数据,0,,0,,,
739,784,生涯任务奖励84,0,0,0,0,0,0,0,0,0,,46-10,,,,,0,首次解锁火力单位,0,,0,,,
740,785,生涯任务奖励85,0,0,0,0,0,0,0,0,0,,"14-20,15-20",,,,,0,首次进行晋升,0,,0,,,
741,786,生涯任务奖励86,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,首次晋升至五星,0,,0,,,
742,787,生涯任务奖励87,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,首次完成重装部队经验训练,0,,0,,,
743,788,生涯任务奖励88,0,0,0,0,0,0,0,0,0,,46-10,,,,,0,重装部队首次达到100级,0,,0,,,
744,789,生涯任务奖励89,0,0,0,0,0,0,0,0,0,,16-1,,,,,0,首次完成重装部队技能训练,0,,0,,,
745,790,生涯任务奖励90,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,首次进行迭代,0,,0,,,
746,791,生涯任务奖励91,0,0,0,0,0,0,0,0,0,,15-20,,,,,0,首次进行数据重构,0,,0,,,
747,792,生涯任务奖励92,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,首次进行芯片拆解,0,,0,,,
748,793,生涯任务奖励93,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,首次进行芯片强化,0,,0,,,
749,794,生涯任务奖励186,0,0,0,0,0,0,0,0,0,,6003-1,,,,,0,领取奖励,0,,0,,,
750,795,生涯任务奖励187,0,0,0,0,0,0,0,0,0,,6006-1,,,,,0,领取奖励,0,,0,,,
751,796,生涯任务奖励188,0,0,0,0,0,0,0,0,0,,6009-1,,,,,0,领取奖励,0,,0,,,
752,797,生涯任务奖励189,0,0,0,0,0,0,0,0,0,,"6010-1,6011-1",,,,,0,领取奖励,0,,0,,,
753,798,生涯任务奖励190,0,0,0,0,0,0,0,0,0,,6012-1,,,,,0,领取奖励,0,,0,,,
754,799,生涯任务奖励191,0,0,0,0,0,0,0,0,0,,601-1,,,,,0,领取奖励,0,,0,,,
755,800,生涯任务奖励192,0,0,0,0,0,0,0,0,0,,602-1,,,,,0,领取奖励,0,,0,,,
756,801,人力*100,0,100,0,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
757,802,人力*200,0,200,0,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
758,803,人力*300,0,300,0,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
759,804,弹药*100,0,0,100,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
760,805,弹药*200,0,0,200,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
761,806,弹药*300,0,0,300,0,0,0,0,0,0,,,,,,,0,,0,,0,,,
762,807,口粮*100,0,0,0,100,0,0,0,0,0,,,,,,,0,,0,,0,,,
763,808,口粮*200,0,0,0,200,0,0,0,0,0,,,,,,,0,,0,,0,,,
764,809,口粮*300,0,0,0,300,0,0,0,0,0,,,,,,,0,,0,,0,,,
765,810,零件*100,0,0,0,0,100,0,0,0,0,,,,,,,0,,0,,0,,,
766,811,零件*200,0,0,0,0,200,0,0,0,0,,,,,,,0,,0,,0,,,
767,812,零件*300,0,0,0,0,300,0,0,0,0,,,,,,,0,,0,,0,,,
768,813,采购币*2,0,0,0,0,0,0,0,0,0,,41-2,,,,,0,,0,,0,,,
769,814,采购币*3,0,0,0,0,0,0,0,0,0,,41-3,,,,,0,,0,,0,,,
770,815,采购币*4,0,0,0,0,0,0,0,0,0,,41-4,,,,,0,,0,,0,,,
