,level,maxlife,pow,dodge,hit,armor_piercing,armor,shield,def,def_break
340,20041,434.07,13.75,7.71,12.0,19.0,49.92,1.0,1.0,1.0
341,20042,434.07,13.84,7.71,12.0,19.0,49.92,1.0,1.0,1.0
342,20043,450.77,14.12,7.71,12.0,20.0,51.84,1.0,1.0,1.0
343,20044,450.77,14.22,8.14,12.67,20.0,51.84,1.0,1.0,1.0
344,20045,450.77,14.5,8.14,12.67,20.0,51.84,1.0,1.0,1.0
345,20046,459.27,14.6,8.14,12.67,21.0,51.84,1.0,1.0,1.0
346,20047,476.28,14.88,8.14,12.67,21.0,53.76,1.0,1.0,1.0
347,20048,476.28,15.17,8.57,13.33,22.0,53.76,1.0,1.0,1.0
348,20049,476.28,15.27,8.57,13.33,22.0,53.76,1.0,1.0,1.0
349,20050,476.28,15.56,8.57,13.33,22.0,53.76,1.0,1.0,1.0
350,20051,502.42,15.56,9.0,14.0,23.0,55.68,1.0,1.0,1.0
351,20052,502.42,15.75,9.0,14.0,23.0,55.68,1.0,1.0,1.0
352,20053,502.42,15.75,9.0,14.0,23.0,55.68,1.0,1.0,1.0
353,20054,502.42,15.94,9.43,14.67,24.0,55.68,1.0,1.0,1.0
354,20055,519.75,15.94,9.43,14.67,24.0,57.6,1.0,1.0,1.0
355,20056,519.75,16.13,9.43,14.67,25.0,57.6,1.0,1.0,1.0
356,20057,529.2,16.31,9.43,14.67,25.0,57.6,1.0,1.0,1.0
357,20058,529.2,16.31,9.86,15.33,25.0,57.6,1.0,1.0,1.0
358,20059,546.84,16.5,9.86,15.33,26.0,59.52,1.0,1.0,1.0
359,20060,546.84,16.5,9.86,15.33,26.0,59.52,1.0,1.0,1.0
360,20061,546.84,16.69,10.29,16.0,26.0,59.52,1.0,1.0,1.0
361,20062,556.61,16.69,10.29,16.0,27.0,59.52,1.0,1.0,1.0
362,20063,574.56,16.88,10.29,16.0,27.0,61.44,1.0,1.0,1.0
363,20064,574.56,16.88,10.71,16.67,28.0,61.44,1.0,1.0,1.0
364,20065,574.56,17.06,10.71,16.67,28.0,61.44,1.0,1.0,1.0
365,20066,574.56,17.25,10.71,16.67,28.0,61.44,1.0,1.0,1.0
366,20067,574.56,17.25,10.71,16.67,29.0,61.44,1.0,1.0,1.0
367,20068,602.91,17.44,11.14,17.33,29.0,63.36,1.0,1.0,1.0
368,20069,602.91,17.44,11.14,17.33,30.0,63.36,1.0,1.0,1.0
369,20070,602.91,17.63,11.14,17.33,30.0,63.36,1.0,1.0,1.0
370,20071,602.91,17.63,11.57,18.0,30.0,63.36,1.0,1.0,1.0
371,20072,621.18,17.81,11.57,18.0,31.0,65.28,1.0,1.0,1.0
372,20073,631.89,17.81,11.57,18.0,31.0,65.28,1.0,1.0,1.0
373,20074,631.89,18.0,12.0,18.67,31.0,65.28,1.0,1.0,1.0
374,20075,631.89,18.19,12.0,18.67,32.0,65.28,1.0,1.0,1.0
375,20076,650.47,18.19,12.0,18.67,32.0,67.2,1.0,1.0,1.0
376,20077,650.47,18.38,12.43,19.33,33.0,67.2,1.0,1.0,1.0
377,20078,650.47,18.38,12.43,19.33,33.0,67.2,1.0,1.0,1.0
378,20079,661.5,18.56,12.43,19.33,33.0,67.2,1.0,1.0,1.0
379,20080,680.4,18.56,12.43,19.33,34.0,69.12,1.0,1.0,1.0
380,20081,680.4,18.75,12.86,20.0,34.0,69.12,1.0,1.0,1.0
381,20082,680.4,18.75,12.86,20.0,35.0,69.12,1.0,1.0,1.0
382,20083,680.4,18.94,12.86,20.0,35.0,69.12,1.0,1.0,1.0
383,20084,710.95,19.12,13.29,20.67,35.0,71.04,1.0,1.0,1.0
384,20085,710.95,19.12,13.29,20.67,36.0,71.04,1.0,1.0,1.0
385,20086,710.95,19.31,13.29,20.67,36.0,71.04,1.0,1.0,1.0
386,20087,710.95,19.31,13.71,21.33,36.0,71.04,1.0,1.0,1.0
387,20088,730.17,19.5,13.71,21.33,37.0,72.96,1.0,1.0,1.0
388,20089,730.17,19.5,13.71,21.33,37.0,72.96,1.0,1.0,1.0
389,20090,742.14,19.69,13.71,21.33,38.0,72.96,1.0,1.0,1.0
390,20091,742.14,19.69,14.14,22.0,38.0,72.96,1.0,1.0,1.0
391,20092,761.67,19.88,14.14,22.0,38.0,74.88,1.0,1.0,1.0
392,20093,761.67,20.06,14.14,22.0,39.0,74.88,1.0,1.0,1.0
393,20094,761.67,20.06,14.57,22.67,39.0,74.88,1.0,1.0,1.0
394,20095,773.96,20.25,14.57,22.67,40.0,74.88,1.0,1.0,1.0
395,20096,773.96,20.25,14.57,22.67,40.0,74.88,1.0,1.0,1.0
396,20097,793.8,20.44,15.0,23.33,40.0,76.8,1.0,1.0,1.0
397,20098,793.8,20.44,15.0,23.33,41.0,76.8,1.0,1.0,1.0
398,20099,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1.0,1.0
399,20100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1.0,1.0
400,20101,810.86,20.67,15.08,23.45,42.0,77.14,1.0,1.0,1.0
401,20102,827.92,20.71,15.16,23.57,42.0,77.48,1.0,1.0,1.0
402,20103,844.99,20.76,15.24,23.68,43.0,77.83,1.0,1.0,1.0
403,20104,862.05,20.8,15.32,23.8,43.0,78.17,1.0,1.0,1.0
404,20105,879.11,20.84,15.4,23.92,43.0,78.51,1.0,1.0,1.0
405,20106,896.17,20.89,15.48,24.03,44.0,78.85,1.0,1.0,1.0
406,20107,913.23,20.93,15.56,24.15,44.0,79.19,1.0,1.0,1.0
407,20108,930.3,20.98,15.64,24.27,44.0,79.54,1.0,1.0,1.0
408,20109,947.36,21.02,15.72,24.38,45.0,79.88,1.0,1.0,1.0
409,20110,964.42,21.06,15.8,24.5,45.0,80.22,1.0,1.0,1.0
410,20111,981.48,21.11,15.88,24.62,46.0,80.56,1.0,1.0,1.0
411,20112,998.54,21.15,15.96,24.73,46.0,80.9,1.0,1.0,1.0
412,20113,1015.61,21.19,16.04,24.85,46.0,81.25,1.0,1.0,1.0
413,20114,1032.67,21.24,16.12,24.97,47.0,81.59,1.0,1.0,1.0
414,20115,1049.73,21.28,16.2,25.08,47.0,81.93,1.0,1.0,1.0
415,20116,1066.79,21.33,16.28,25.2,48.0,82.27,1.0,1.0,1.0
416,20117,1083.85,21.37,16.36,25.32,48.0,82.61,1.0,1.0,1.0
417,20118,1100.92,21.41,16.44,25.43,48.0,82.96,1.0,1.0,1.0
418,20119,1117.98,21.46,16.52,25.55,49.0,83.3,1.0,1.0,1.0
419,20120,1135.04,21.5,16.6,25.67,49.0,83.64,1.0,1.0,1.0
420,20121,1152.1,21.54,16.68,25.78,49.0,83.98,1.0,1.0,1.0
421,20122,1169.16,21.59,16.76,25.9,50.0,84.32,1.0,1.0,1.0
422,20123,1186.23,21.63,16.84,26.02,50.0,84.67,1.0,1.0,1.0
423,20124,1203.29,21.68,16.92,26.13,51.0,85.01,1.0,1.0,1.0
424,20125,1220.35,21.72,17.0,26.25,51.0,85.35,1.0,1.0,1.0
425,20126,1237.41,21.76,17.08,26.37,51.0,85.69,1.0,1.0,1.0
426,20127,1254.47,21.81,17.16,26.48,52.0,86.03,1.0,1.0,1.0
427,20128,1271.54,21.85,17.24,26.6,52.0,86.38,1.0,1.0,1.0
428,20129,1288.6,21.89,17.32,26.72,53.0,86.72,1.0,1.0,1.0
429,20130,1305.66,21.94,17.4,26.83,53.0,87.06,1.0,1.0,1.0
430,20131,1322.72,21.98,17.48,26.95,53.0,87.4,1.0,1.0,1.0
431,20132,1339.78,22.03,17.56,27.07,54.0,87.74,1.0,1.0,1.0
432,20133,1356.85,22.07,17.64,27.18,54.0,88.09,1.0,1.0,1.0
433,20134,1373.91,22.11,17.72,27.3,54.0,88.43,1.0,1.0,1.0
434,20135,1390.97,22.16,17.8,27.42,55.0,88.77,1.0,1.0,1.0
435,20136,1408.03,22.2,17.88,27.53,55.0,89.11,1.0,1.0,1.0
436,20137,1425.09,22.24,17.96,27.65,56.0,89.45,1.0,1.0,1.0
437,20138,1442.16,22.29,18.04,27.77,56.0,89.8,1.0,1.0,1.0
438,20139,1459.22,22.33,18.12,27.88,56.0,90.14,1.0,1.0,1.0
439,20140,1476.28,22.38,18.2,28.0,57.0,90.48,1.0,1.0,1.0
440,20141,1493.34,22.42,18.28,28.12,57.0,90.82,1.0,1.0,1.0
441,20142,1510.4,22.46,18.36,28.23,58.0,91.16,1.0,1.0,1.0
442,20143,1527.47,22.51,18.44,28.35,58.0,91.51,1.0,1.0,1.0
443,20144,1544.53,22.55,18.52,28.47,58.0,91.85,1.0,1.0,1.0
444,20145,1561.59,22.59,18.6,28.58,59.0,92.19,1.0,1.0,1.0
445,20146,1578.65,22.64,18.68,28.7,59.0,92.53,1.0,1.0,1.0
446,20147,1595.71,22.68,18.76,28.82,59.0,92.87,1.0,1.0,1.0
447,20148,1612.78,22.73,18.84,28.93,60.0,93.22,1.0,1.0,1.0
448,20149,1629.84,22.77,18.92,29.05,60.0,93.56,1.0,1.0,1.0
449,20150,1646.9,22.81,19.0,29.17,61.0,93.9,1.0,1.0,1.0
450,20151,1663.96,22.86,19.08,29.28,61.0,94.24,1.0,1.0,1.0
451,20152,1681.02,22.9,19.16,29.4,61.0,94.58,1.0,1.0,1.0
452,20153,1698.09,22.94,19.24,29.52,62.0,94.93,1.0,1.0,1.0
453,20154,1715.15,22.99,19.32,29.63,62.0,95.27,1.0,1.0,1.0
454,20155,1732.21,23.03,19.4,29.75,62.0,95.61,1.0,1.0,1.0
455,20156,1749.27,23.08,19.48,29.87,63.0,95.95,1.0,1.0,1.0
456,20157,1766.33,23.12,19.56,29.98,63.0,96.29,1.0,1.0,1.0
457,20158,1783.4,23.16,19.64,30.1,64.0,96.64,1.0,1.0,1.0
458,20159,1800.46,23.21,19.72,30.22,64.0,96.98,1.0,1.0,1.0
459,20160,1817.52,23.25,19.8,30.33,64.0,97.32,1.0,1.0,1.0
460,20161,1834.58,23.29,19.88,30.45,65.0,97.66,1.0,1.0,1.0
461,20162,1851.64,23.34,19.96,30.57,65.0,98.0,1.0,1.0,1.0
462,20163,1868.71,23.38,20.04,30.68,66.0,98.35,1.0,1.0,1.0
463,20164,1885.77,23.43,20.12,30.8,66.0,98.69,1.0,1.0,1.0
464,20165,1902.83,23.47,20.2,30.92,66.0,99.03,1.0,1.0,1.0
465,20166,1919.89,23.51,20.28,31.03,67.0,99.37,1.0,1.0,1.0
466,20167,1936.95,23.56,20.36,31.15,67.0,99.71,1.0,1.0,1.0
467,20168,1954.02,23.6,20.44,31.27,67.0,100.06,1.0,1.0,1.0
468,20169,1971.08,23.64,20.52,31.38,68.0,100.4,1.0,1.0,1.0
469,20170,1988.14,23.69,20.6,31.5,68.0,100.74,1.0,1.0,1.0
470,20171,2005.2,23.73,20.68,31.62,69.0,101.08,1.0,1.0,1.0
471,20172,2022.26,23.78,20.76,31.73,69.0,101.42,1.0,1.0,1.0
472,20173,2039.33,23.82,20.84,31.85,69.0,101.77,1.0,1.0,1.0
473,20174,2056.39,23.86,20.92,31.97,70.0,102.11,1.0,1.0,1.0
474,20175,2073.45,23.91,21.0,32.08,70.0,102.45,1.0,1.0,1.0
475,20176,2090.51,23.95,21.08,32.2,71.0,102.79,1.0,1.0,1.0
476,20177,2107.57,23.99,21.16,32.32,71.0,103.13,1.0,1.0,1.0
477,20178,2124.64,24.04,21.24,32.43,71.0,103.48,1.0,1.0,1.0
478,20179,2141.7,24.08,21.32,32.55,72.0,103.82,1.0,1.0,1.0
479,20180,2158.76,24.13,21.4,32.67,72.0,104.16,1.0,1.0,1.0
480,20181,2175.82,24.17,21.48,32.78,72.0,104.5,1.0,1.0,1.0
481,20182,2192.88,24.21,21.56,32.9,73.0,104.84,1.0,1.0,1.0
482,20183,2209.95,24.26,21.64,33.02,73.0,105.19,1.0,1.0,1.0
483,20184,2227.01,24.3,21.72,33.13,74.0,105.53,1.0,1.0,1.0
484,20185,2244.07,24.34,21.8,33.25,74.0,105.87,1.0,1.0,1.0
485,20186,2261.13,24.39,21.88,33.37,74.0,106.21,1.0,1.0,1.0
486,20187,2278.19,24.43,21.96,33.48,75.0,106.55,1.0,1.0,1.0
487,20188,2295.26,24.48,22.04,33.6,75.0,106.9,1.0,1.0,1.0
488,20189,2312.32,24.52,22.12,33.72,76.0,107.24,1.0,1.0,1.0
489,20190,2329.38,24.56,22.2,33.83,76.0,107.58,1.0,1.0,1.0
490,20191,2346.44,24.61,22.28,33.95,76.0,107.92,1.0,1.0,1.0
491,20192,2363.5,24.65,22.36,34.07,77.0,108.26,1.0,1.0,1.0
492,20193,2380.57,24.69,22.44,34.18,77.0,108.61,1.0,1.0,1.0
493,20194,2397.63,24.74,22.52,34.3,77.0,108.95,1.0,1.0,1.0
494,20195,2414.69,24.78,22.6,34.42,78.0,109.29,1.0,1.0,1.0
495,20196,2431.75,24.83,22.68,34.53,78.0,109.63,1.0,1.0,1.0
496,20197,2448.81,24.87,22.76,34.65,79.0,109.97,1.0,1.0,1.0
497,20198,2465.88,24.91,22.84,34.77,79.0,110.32,1.0,1.0,1.0
498,20199,2482.94,24.96,22.92,34.88,79.0,110.66,1.0,1.0,1.0
499,20200,2500.0,25.0,23.0,35.0,80.0,111.0,1.0,1.0,1.0
500,30001,226.8,6.94,2.14,3.33,3.0,30.72,1.0,336.0,1.0
501,30002,246.33,7.14,2.57,4.0,4.0,32.64,1.0,343.0,1.0
502,30003,246.33,7.34,2.57,4.0,4.0,32.64,1.0,349.0,1.0
503,30004,246.33,7.41,2.57,4.0,5.0,32.64,1.0,356.0,1.0
504,30005,246.33,7.61,3.0,4.67,5.0,32.64,1.0,363.0,1.0
505,30006,260.82,7.68,3.0,4.67,5.0,34.56,1.0,370.0,1.0
506,30007,266.49,7.89,3.0,4.67,6.0,34.56,1.0,376.0,1.0
507,30008,266.49,7.97,3.43,5.33,6.0,34.56,1.0,383.0,1.0
508,30009,266.49,8.18,3.43,5.33,7.0,34.56,1.0,390.0,1.0
509,30010,281.29,8.25,3.43,5.33,7.0,36.48,1.0,396.0,1.0
510,30011,281.29,8.46,3.86,6.0,7.0,36.48,1.0,403.0,1.0
511,30012,281.29,8.68,3.86,6.0,8.0,36.48,1.0,410.0,1.0
512,30013,287.28,8.76,3.86,6.0,8.0,36.48,1.0,417.0,1.0
513,30014,302.4,8.98,3.86,6.0,8.0,38.4,1.0,423.0,1.0
514,30015,302.4,9.06,4.29,6.67,9.0,38.4,1.0,430.0,1.0
515,30016,302.4,9.28,4.29,6.67,9.0,38.4,1.0,437.0,1.0
516,30017,302.4,9.36,4.29,6.67,10.0,38.4,1.0,443.0,1.0
517,30018,324.14,9.59,4.71,7.33,10.0,40.32,1.0,450.0,1.0
518,30019,324.14,9.67,4.71,7.33,10.0,40.32,1.0,457.0,1.0
519,30020,324.14,9.9,4.71,7.33,11.0,40.32,1.0,464.0,1.0
520,30021,324.14,10.13,5.14,8.0,11.0,40.32,1.0,470.0,1.0
521,30022,339.57,10.22,5.14,8.0,12.0,42.24,1.0,477.0,1.0
522,30023,339.57,10.46,5.14,8.0,12.0,42.24,1.0,484.0,1.0
523,30024,346.5,10.54,5.14,8.0,12.0,42.24,1.0,490.0,1.0
524,30025,346.5,10.78,5.57,8.67,13.0,42.24,1.0,497.0,1.0
525,30026,362.25,10.87,5.57,8.67,13.0,44.16,1.0,504.0,1.0
526,30027,362.25,11.11,5.57,8.67,13.0,44.16,1.0,511.0,1.0
527,30028,362.25,11.2,6.0,9.33,14.0,44.16,1.0,517.0,1.0
528,30029,369.5,11.45,6.0,9.33,14.0,44.16,1.0,524.0,1.0
529,30030,385.56,11.7,6.0,9.33,15.0,46.08,1.0,531.0,1.0
530,30031,385.56,11.79,6.43,10.0,15.0,46.08,1.0,537.0,1.0
531,30032,385.56,12.05,6.43,10.0,15.0,46.08,1.0,544.0,1.0
532,30033,385.56,12.14,6.43,10.0,16.0,46.08,1.0,551.0,1.0
533,30034,385.56,12.39,6.43,10.0,16.0,46.08,1.0,558.0,1.0
534,30035,409.5,12.49,6.86,10.67,17.0,48.0,1.0,564.0,1.0
535,30036,409.5,12.75,6.86,10.67,17.0,48.0,1.0,571.0,1.0
536,30037,409.5,12.84,6.86,10.67,17.0,48.0,1.0,578.0,1.0
537,30038,409.5,13.11,7.29,11.33,18.0,48.0,1.0,584.0,1.0
538,30039,425.88,13.38,7.29,11.33,18.0,49.92,1.0,591.0,1.0
539,30040,434.07,13.47,7.29,11.33,18.0,49.92,1.0,598.0,1.0
540,30041,434.07,13.75,7.71,12.0,19.0,49.92,1.0,605.0,1.0
541,30042,434.07,13.84,7.71,12.0,19.0,49.92,1.0,611.0,1.0
542,30043,450.77,14.12,7.71,12.0,20.0,51.84,1.0,618.0,1.0
543,30044,450.77,14.22,8.14,12.67,20.0,51.84,1.0,625.0,1.0
544,30045,450.77,14.5,8.14,12.67,20.0,51.84,1.0,631.0,1.0
545,30046,459.27,14.6,8.14,12.67,21.0,51.84,1.0,638.0,1.0
546,30047,476.28,14.88,8.14,12.67,21.0,53.76,1.0,645.0,1.0
547,30048,476.28,15.17,8.57,13.33,22.0,53.76,1.0,652.0,1.0
548,30049,476.28,15.27,8.57,13.33,22.0,53.76,1.0,658.0,1.0
549,30050,476.28,15.56,8.57,13.33,22.0,53.76,1.0,665.0,1.0
550,30051,502.42,15.56,9.0,14.0,23.0,55.68,1.0,672.0,1.0
551,30052,502.42,15.75,9.0,14.0,23.0,55.68,1.0,678.0,1.0
552,30053,502.42,15.75,9.0,14.0,23.0,55.68,1.0,685.0,1.0
553,30054,502.42,15.94,9.43,14.67,24.0,55.68,1.0,692.0,1.0
554,30055,519.75,15.94,9.43,14.67,24.0,57.6,1.0,698.0,1.0
555,30056,519.75,16.13,9.43,14.67,25.0,57.6,1.0,705.0,1.0
556,30057,529.2,16.31,9.43,14.67,25.0,57.6,1.0,712.0,1.0
557,30058,529.2,16.31,9.86,15.33,25.0,57.6,1.0,719.0,1.0
558,30059,546.84,16.5,9.86,15.33,26.0,59.52,1.0,725.0,1.0
559,30060,546.84,16.5,9.86,15.33,26.0,59.52,1.0,732.0,1.0
560,30061,546.84,16.69,10.29,16.0,26.0,59.52,1.0,739.0,1.0
561,30062,556.61,16.69,10.29,16.0,27.0,59.52,1.0,745.0,1.0
562,30063,574.56,16.88,10.29,16.0,27.0,61.44,1.0,752.0,1.0
563,30064,574.56,16.88,10.71,16.67,28.0,61.44,1.0,759.0,1.0
564,30065,574.56,17.06,10.71,16.67,28.0,61.44,1.0,766.0,1.0
565,30066,574.56,17.25,10.71,16.67,28.0,61.44,1.0,772.0,1.0
566,30067,574.56,17.25,10.71,16.67,29.0,61.44,1.0,779.0,1.0
567,30068,602.91,17.44,11.14,17.33,29.0,63.36,1.0,786.0,1.0
568,30069,602.91,17.44,11.14,17.33,30.0,63.36,1.0,792.0,1.0
569,30070,602.91,17.63,11.14,17.33,30.0,63.36,1.0,799.0,1.0
570,30071,602.91,17.63,11.57,18.0,30.0,63.36,1.0,806.0,1.0
571,30072,621.18,17.81,11.57,18.0,31.0,65.28,1.0,813.0,1.0
572,30073,631.89,17.81,11.57,18.0,31.0,65.28,1.0,819.0,1.0
573,30074,631.89,18.0,12.0,18.67,31.0,65.28,1.0,826.0,1.0
574,30075,631.89,18.19,12.0,18.67,32.0,65.28,1.0,833.0,1.0
575,30076,650.47,18.19,12.0,18.67,32.0,67.2,1.0,839.0,1.0
576,30077,650.47,18.38,12.43,19.33,33.0,67.2,1.0,846.0,1.0
577,30078,650.47,18.38,12.43,19.33,33.0,67.2,1.0,853.0,1.0
578,30079,661.5,18.56,12.43,19.33,33.0,67.2,1.0,860.0,1.0
579,30080,680.4,18.56,12.43,19.33,34.0,69.12,1.0,866.0,1.0
580,30081,680.4,18.75,12.86,20.0,34.0,69.12,1.0,873.0,1.0
581,30082,680.4,18.75,12.86,20.0,35.0,69.12,1.0,880.0,1.0
582,30083,680.4,18.94,12.86,20.0,35.0,69.12,1.0,886.0,1.0
583,30084,710.95,19.12,13.29,20.67,35.0,71.04,1.0,893.0,1.0
584,30085,710.95,19.12,13.29,20.67,36.0,71.04,1.0,900.0,1.0
585,30086,710.95,19.31,13.29,20.67,36.0,71.04,1.0,907.0,1.0
586,30087,710.95,19.31,13.71,21.33,36.0,71.04,1.0,913.0,1.0
587,30088,730.17,19.5,13.71,21.33,37.0,72.96,1.0,920.0,1.0
588,30089,730.17,19.5,13.71,21.33,37.0,72.96,1.0,927.0,1.0
589,30090,742.14,19.69,13.71,21.33,38.0,72.96,1.0,933.0,1.0
590,30091,742.14,19.69,14.14,22.0,38.0,72.96,1.0,940.0,1.0
591,30092,761.67,19.88,14.14,22.0,38.0,74.88,1.0,947.0,1.0
592,30093,761.67,20.06,14.14,22.0,39.0,74.88,1.0,954.0,1.0
593,30094,761.67,20.06,14.57,22.67,39.0,74.88,1.0,960.0,1.0
594,30095,773.96,20.25,14.57,22.67,40.0,74.88,1.0,967.0,1.0
595,30096,773.96,20.25,14.57,22.67,40.0,74.88,1.0,974.0,1.0
596,30097,793.8,20.44,15.0,23.33,40.0,76.8,1.0,980.0,1.0
597,30098,793.8,20.44,15.0,23.33,41.0,76.8,1.0,987.0,1.0
598,30099,793.8,20.63,15.0,23.33,41.0,76.8,1.0,994.0,1.0
599,30100,793.8,20.63,15.0,23.33,41.0,76.8,1.0,1000.0,1.0
600,30101,830.2,20.75,15.12,23.52,41.25,77.52,1.0,1007.0,1.0
601,30102,866.6,20.88,15.24,23.7,41.49,78.25,1.0,1014.0,1.0
602,30103,902.99,21.0,15.36,23.89,41.74,78.98,1.0,1021.0,1.0
603,30104,939.39,21.12,15.48,24.08,41.99,79.73,1.0,1027.0,1.0
604,30105,975.79,21.25,15.6,24.26,42.24,80.47,1.0,1034.0,1.0
605,30106,1012.19,21.38,15.72,24.45,42.5,81.23,1.0,1041.0,1.0
606,30107,1048.58,21.5,15.84,24.64,42.75,81.99,1.0,1047.0,1.0
607,30108,1084.98,21.63,15.96,24.82,43.01,82.76,1.0,1054.0,1.0
608,30109,1121.38,21.76,16.08,25.01,43.27,83.54,1.0,1061.0,1.0
609,30110,1157.78,21.89,16.2,25.2,43.52,84.33,1.0,1068.0,1.0
610,30111,1161.86,22.02,16.32,25.38,43.79,85.12,1.0,1074.0,1.0
611,30112,1165.95,22.15,16.44,25.57,44.05,85.92,1.0,1081.0,1.0
612,30113,1170.04,22.28,16.56,25.76,44.31,86.72,1.0,1088.0,1.0
613,30114,1174.13,22.41,16.68,25.94,44.58,87.54,1.0,1094.0,1.0
614,30115,1178.21,22.55,16.8,26.13,44.84,88.36,1.0,1101.0,1.0
615,30116,1182.3,22.68,16.92,26.32,45.11,89.19,1.0,1108.0,1.0
616,30117,1186.39,22.81,17.04,26.5,45.38,90.03,1.0,1115.0,1.0
617,30118,1190.47,22.95,17.16,26.69,45.65,90.87,1.0,1121.0,1.0
618,30119,1194.56,23.09,17.28,26.88,45.93,91.73,1.0,1128.0,1.0
619,30120,1198.65,23.22,17.4,27.06,46.2,92.59,1.0,1135.0,1.0
620,30121,1203.24,23.22,17.52,27.25,46.48,93.46,1.0,1141.0,1.0
621,30122,1207.84,23.22,17.64,27.44,46.76,94.33,1.0,1148.0,1.0
622,30123,1212.43,23.22,17.76,27.62,47.04,95.22,1.0,1155.0,1.0
623,30124,1217.02,23.22,17.88,27.81,47.32,96.11,1.0,1162.0,1.0
624,30125,1221.62,23.22,18.0,28.0,47.6,97.02,1.0,1168.0,1.0
625,30126,1226.21,23.22,18.12,28.18,47.89,97.93,1.0,1175.0,1.0
626,30127,1230.8,23.22,18.24,28.37,48.18,98.85,1.0,1182.0,1.0
627,30128,1235.4,23.22,18.36,28.56,48.46,99.77,1.0,1188.0,1.0
628,30129,1239.99,23.22,18.48,28.74,48.76,100.71,1.0,1195.0,1.0
629,30130,1244.59,23.22,18.6,28.93,49.05,101.66,1.0,1202.0,1.0
630,30131,1249.26,23.22,18.72,29.12,49.34,102.61,1.0,1209.0,1.0
631,30132,1253.94,23.22,18.84,29.3,49.64,103.57,1.0,1215.0,1.0
632,30133,1258.62,23.22,18.96,29.49,49.94,104.55,1.0,1222.0,1.0
633,30134,1263.29,23.22,19.08,29.68,50.24,105.53,1.0,1229.0,1.0
634,30135,1267.97,23.22,19.2,29.86,50.54,106.52,1.0,1235.0,1.0
635,30136,1272.65,23.22,19.32,30.05,50.84,107.52,1.0,1242.0,1.0
636,30137,1277.32,23.22,19.44,30.24,51.15,108.53,1.0,1249.0,1.0
637,30138,1282.0,23.22,19.56,30.42,51.46,109.55,1.0,1256.0,1.0
638,30139,1286.68,23.22,19.68,30.61,51.76,110.57,1.0,1262.0,1.0
639,30140,1291.35,23.22,19.8,30.8,52.08,111.61,1.0,1269.0,1.0
640,30141,1304.7,23.22,19.92,30.98,52.08,112.17,1.0,1276.0,1.0
641,30142,1318.05,23.22,20.04,31.17,52.08,112.73,1.0,1282.0,1.0
642,30143,1331.39,23.22,20.16,31.36,52.08,113.29,1.0,1289.0,1.0
643,30144,1344.74,23.22,20.28,31.54,52.08,113.86,1.0,1296.0,1.0
644,30145,1358.09,23.22,20.4,31.73,52.08,114.43,1.0,1303.0,1.0
645,30146,1371.44,23.22,20.52,31.92,52.08,115.0,1.0,1309.0,1.0
646,30147,1384.78,23.22,20.64,32.1,52.08,115.58,1.0,1316.0,1.0
647,30148,1398.13,23.22,20.76,32.29,52.08,116.16,1.0,1323.0,1.0
648,30149,1411.48,23.22,20.88,32.48,52.08,116.74,1.0,1329.0,1.0
649,30150,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
650,30151,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
651,30152,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
652,30153,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
653,30154,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
654,30155,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
655,30156,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
656,30157,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
657,30158,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
658,30159,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
659,30160,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
660,30161,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
661,30162,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
662,30163,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
663,30164,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
664,30165,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
665,30166,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
666,30167,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
667,30168,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
668,30169,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
669,30170,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
670,30171,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
671,30172,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
672,30173,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
673,30174,1424.82,23.22,21.0,32.66,55.31,117.32,1.0,1336.0,1.0
